Date,RMD_Anorexia Nervosa_NoP,RMD_Antisocial Personality Disorder_NoP,RMD_Autosarcophagy_NoP,RMD_Avoidant Personality Disorder_NoP,RMD_Boanthropy_NoP,RMD_Body Integrity Dysphoria_NoP,RMD_Brief Psychotic Disorder_NoP,RMD_Capgras Syndrome_NoP,RMD_Childhood Disintegrative Disorder_NoP,RMD_Chronic Traumatic Encephalopathy_NoP,RMD_Circadian Rhythm Sleep Wake Disorder_NoP,RMD_Cotard Syndrome_NoP,RMD_Cyclothymic Disorder_NoP,RMD_Delusional Disorder_NoP,RMD_Diogenes Syndrome_NoP,RMD_Disinhibited Social Engagement Disorder_NoP,RMD_Dissociative Amnesia_NoP,RMD_Dissociative Fugue_NoP,RMD_Ekbom Syndrome_NoP,RMD_Erotomania_NoP,RMD_Factitious Disorder_NoP,RMD_Fregoli Delusion_NoP,RMD_Ganser Syndrome_NoP,RMD_Hallucinogen Persisting Perception Disorder_NoP,RMD_Histrionic Personality Disorder_NoP,RMD_Hypergraphia_NoP,RMD_Hyperthymesia_NoP,RMD_Impulse Control Disorders_NoP,RMD_Intermetamorphosis Syndrome_NoP,RMD_Kleine Levin Syndrome_NoP,RMD_Kleptomania_NoP,RMD_Koro_NoP,RMD_Landau Kleffner Syndrome_NoP,RMD_Narcissistic Personality Disorder_NoP,RMD_Olfactory Reference Syndrome_NoP,RMD_Othello Syndrome_NoP,RMD_Palilalia_NoP,RMD_Postpartum Psychosis_NoP,RMD_Pyromania_NoP,RMD_Reactive Attachment Disorder_NoP,RMD_Reduplicative Paramnesia_NoP,RMD_Rumination Disorder_NoP,RMD_Savant Syndrome_NoP,RMD_Schizoaffective Disorder_NoP,RMD_Schizotypal Personality Disorder_NoP,RMD_Selective Mutism_NoP,RMD_Stendhal Syndrome_NoP,RMD_Wendigo Psychosis_NoP
2027-10-01,339.01605,463.02795,35.45899,71.53549,41.74536,59.86811,37.049774,52.335556,53.423134,267.33484,37.14932,40.63546,124.28777,38.879963,38.41303,43.93363,39.140038,55.595757,68.1896,68.03363,138.50693,37.248055,60.776386,115.04314,80.0104,44.093376,66.16945,172.34283,34.543777,43.297626,70.06264,37.98269,41.41535,155.75415,119.3664,45.338642,39.363274,49.545425,50.192055,115.86773,36.286674,83.32709,68.572266,81.91872,127.531876,61.705307,39.360207,35.81808
2027-11-01,341.57928,466.5715,35.46544,71.681564,41.774586,60.017303,37.062046,52.39702,53.504128,269.01947,37.163357,40.65712,124.72981,38.91938,38.42807,43.967163,39.16177,55.653885,68.427216,68.13752,138.96234,37.26119,60.868877,115.443375,80.23201,44.124413,66.25816,173.33966,34.55443,43.335648,70.17766,37.999336,41.442947,156.3277,119.78126,45.39512,39.38034,49.577427,50.22149,116.232796,36.29314,83.5432,68.73873,82.09462,127.888885,61.76203,39.37322,35.824608
2027-12-01,342.46362,467.7056,35.47056,71.753235,41.784317,60.075817,37.068115,52.41681,53.5299,269.54156,37.16986,40.665684,124.84848,38.944668,38.43387,43.983334,39.170956,55.663246,68.52263,68.16176,139.08722,37.269016,60.91535,115.5504,80.34225,44.139816,66.27419,173.86685,34.563675,43.350582,70.21294,38.00805,41.45274,156.47375,119.93193,45.419052,39.38853,49.586945,50.22915,116.333176,36.295273,83.64836,68.8553,82.166466,127.98744,61.771507,39.382256,35.82989
2028-01-01,341.57202,466.2954,35.474136,71.74403,41.773495,60.037857,37.06757,52.3929,53.49762,268.84363,37.168266,40.660397,124.6302,38.9544,38.42985,43.98083,39.166733,55.62271,68.46654,68.10354,138.86838,37.271126,60.911552,115.35149,80.331985,44.13841,66.21558,173.88615,34.571247,43.34111,70.16502,38.0083,41.443806,156.17552,119.80434,45.408833,39.387306,49.572758,50.21384,116.15871,36.292866,83.63562,68.91561,82.1288,127.81684,61.732117,39.38682,35.83374
2028-02-01,340.36002,464.42413,35.47752,71.719086,41.758904,59.98231,37.065845,52.360897,53.454933,267.92392,37.16521,40.65252,124.352295,38.961452,38.42404,43.974754,39.160076,55.573914,68.38362,68.03105,138.58829,37.27222,60.898026,115.097916,80.29855,44.133804,66.14432,173.8159,34.578693,43.327374,70.101685,38.007076,41.43161,155.8009,119.624695,45.392662,39.384373,49.554493,50.19486,115.9363,36.289692,83.603065,68.96735,82.07211,127.60019,61.684647,39.390705,35.837418
2028-03-01,339.94135,463.70782,35.481598,71.73073,41.753532,59.969467,37.06702,52.348778,53.43885,267.56268,37.165653,40.650867,124.234436,38.97487,38.422623,43.977074,39.159325,55.550957,68.36843,67.99927,138.47237,37.27585,60.90676,114.990036,80.31901,44.136967,66.111435,173.98111,34.586834,43.32482,70.0775,38.00959,41.42801,155.64236,119.57315,45.392193,39.385746,49.548138,50.1881,115.84552,36.28863,83.629135,69.04825,82.07101,127.51649,61.663258,39.396935,35.84179
2028-04-01,339.48865,462.95068,35.4857,71.74153,41.747757,59.954758,37.068054,52.33583,53.421787,267.1811,37.165913,40.648952,124.11239,38.987946,38.420998,43.979107,39.158295,55.527916,68.35013,67.966934,138.35248,37.27939,60.91476,114.87923,80.33772,44.139935,66.07834,174.1419,34.59504,43.321873,70.05225,38.011963,41.424076,155.4783,119.51732,45.39115,39.386967,49.54191,50.181713,115.75114,36.287506,83.65484,69.13052,82.06938,127.42995,61.641922,39.403255,35.846214
2028-05-01,340.37003,464.11264,35.49082,71.80991,41.757545,60.01301,37.074043,52.355423,53.448536,267.72098,37.17231,40.657486,124.24711,39.012867,38.426796,43.99477,39.167465,55.54426,68.44566,67.99786,138.4936,37.287155,60.9583,115.00397,80.44394,44.15488,66.1035,174.66687,34.60437,43.33735,70.089066,38.020657,41.4343,155.64996,119.66684,45.415718,39.39503,49.5535,50.192875,115.8638,36.289833,83.763695,69.24939,82.14548,127.542145,61.657646,39.412315,35.851513
2028-06-01,342.40076,466.92722,35.49741,71.93578,41.78057,60.134598,37.084538,52.40353,53.513283,269.05338,37.18404,40.675194,124.603516,39.04914,38.439003,44.02336,39.185417,55.594437,68.6417,68.08385,138.86253,37.299118,61.037407,115.33028,80.63478,44.181824,66.1792,175.56688,34.615658,43.369064,70.181725,38.03529,41.456917,156.11845,120.00375,45.463837,39.409718,49.581753,50.22074,116.1604,36.295166,83.96214,69.41951,82.302185,127.83859,61.70765,39.425438,35.8583
2028-07-01,344.39688,469.70056,35.50439,72.065384,41.803024,60.253296,37.094864,52.451385,53.57756,270.36996,37.19535,40.69258,124.96113,39.084934,38.45091,44.052094,39.202793,55.6463,68.83494,68.171555,139.23468,37.31117,61.118843,115.6545,80.827866,44.20958,66.25747,176.50197,34.627632,43.400566,70.27593,38.0499,41.479424,156.60216,120.34493,45.51243,39.424656,49.61162,50.25089,116.46486,36.30052,84.17706,69.60597,82.472885,128.15337,61.762207,39.440002,35.865658
2028-08-01,346.7373,472.9751,35.511566,72.20952,41.82933,60.38997,37.106297,52.507553,53.653137,271.92514,37.208046,40.71246,125.3866,39.12298,38.464592,44.08406,39.222527,55.70893,69.05658,68.27632,139.67624,37.324116,61.209084,116.04007,81.042076,44.240326,66.35173,177.53354,34.639812,43.436707,70.3866,38.065945,41.505524,157.17952,120.74005,45.567566,39.441265,49.646748,50.28643,116.82626,36.30678,84.417465,69.8036,82.66737,128.52623,61.827965,39.455444,35.873238
2028-09-01,348.85037,475.9292,35.518482,72.34292,41.852955,60.513786,37.116776,52.55805,53.721474,273.32825,37.21954,40.73048,125.77118,39.158417,38.476967,44.113384,39.240406,55.76584,69.25878,68.37097,140.07483,37.336143,61.29254,116.38731,81.23928,44.268787,66.43712,178.49695,34.651684,43.469654,70.48674,38.080746,41.52926,157.70624,121.100815,45.618397,39.456562,49.6791,50.319504,117.155624,36.312508,84.64527,69.99395,82.84995,128.8687,61.888416,39.470306,35.88058
2028-10-01,351.25735,479.3211,35.525528,72.48709,41.879906,60.6529,37.128105,52.615334,53.79957,274.9372,37.23214,40.7505,126.21411,39.195747,38.490837,44.14508,39.260246,55.8321,69.48483,68.479744,140.53098,37.348827,61.382706,116.78816,81.45209,44.299324,66.53595,179.529,34.66377,43.506325,70.60024,38.096672,41.556007,158.3122,121.5044,45.674633,39.473064,49.715706,50.35695,117.532974,36.319027,84.890755,70.18999,83.04901,129.25711,61.95774,39.485558,35.88803
2028-11-01,353.46188,482.429,35.53235,72.620995,41.904446,60.780308,37.13856,52.66754,53.870995,276.40942,37.243683,40.7688,126.619965,39.230804,38.503494,44.174343,39.27838,55.89321,69.69284,68.57963,140.9491,37.360718,61.46645,117.155594,81.64931,44.327705,66.62697,180.50038,34.675636,43.54004,70.70421,38.11148,41.58055,158.86896,121.87566,45.726845,39.488365,49.749825,50.392227,117.879845,36.325024,85.124214,70.379295,83.23619,129.6164,62.022125,39.500263,35.89527
2028-12-01,354.69815,484.1558,35.53846,72.71289,41.917984,60.85513,37.145424,52.696426,53.91137,277.22226,37.25078,40.779606,126.84505,39.257492,38.51085,44.19366,39.289165,55.927567,69.817856,68.63527,141.18242,37.369545,61.524544,117.357864,81.782425,44.34724,66.67783,181.19598,34.68686,43.560513,70.763794,38.12172,41.59501,159.18869,122.097496,45.760548,39.49863,49.771336,50.415264,118.08029,36.328606,85.29443,70.54047,83.3654,129.83295,62.06065,39.512764,35.901875
