Date,RMD_Anorexia Nervosa_NoM,RMD_Antisocial Personality Disorder_NoM,RMD_Autosarcophagy_NoM,RMD_Avoidant Personality Disorder_NoM,RMD_Boanthropy_NoM,RMD_Body Integrity Dysphoria_NoM,RMD_Brief Psychotic Disorder_NoM,RMD_Capgras Syndrome_NoM,RMD_Childhood Disintegrative Disorder_NoM,RMD_Chronic Traumatic Encephalopathy_NoM,RMD_Circadian Rhythm Sleep Wake Disorder_NoM,RMD_Cotard Syndrome_NoM,RMD_Cyclothymic Disorder_NoM,RMD_Delusional Disorder_NoM,RMD_Diogenes Syndrome_NoM,RMD_Disinhibited Social Engagement Disorder_NoM,RMD_Dissociative Amnesia_NoM,RMD_Dissociative Fugue_NoM,RMD_Ekbom Syndrome_NoM,RMD_Erotomania_NoM,RMD_Factitious Disorder_NoM,RMD_Fregoli Delusion_NoM,RMD_Ganser Syndrome_NoM,RMD_Hallucinogen Persisting Perception Disorder_NoM,RMD_Histrionic Personality Disorder_NoM,RMD_Hypergraphia_NoM,RMD_Hyperthymesia_NoM,RMD_Impulse Control Disorders_NoM,RMD_Intermetamorphosis Syndrome_NoM,RMD_Kleine Levin Syndrome_NoM,RMD_Kleptomania_NoM,RMD_Koro_NoM,RMD_Landau Kleffner Syndrome_NoM,RMD_Narcissistic Personality Disorder_NoM,RMD_Olfactory Reference Syndrome_NoM,RMD_Othello Syndrome_NoM,RMD_Palilalia_NoM,RMD_Postpartum Psychosis_NoM,RMD_Pyromania_NoM,RMD_Reactive Attachment Disorder_NoM,RMD_Reduplicative Paramnesia_NoM,RMD_Rumination Disorder_NoM,RMD_Savant Syndrome_NoM,RMD_Schizoaffective Disorder_NoM,RMD_Schizotypal Personality Disorder_NoM,RMD_Selective Mutism_NoM,RMD_Stendhal Syndrome_NoM,RMD_Wendigo Psychosis_NoM
2027-09-01,11.962089,3.5283704,0.024044072,0.38630366,0.049635842,0.8212078,0.047504403,0.30151972,0.5516007,6.4337983,0.0567788,0.080455154,2.95498,0.07620553,0.08358353,0.0745205,0.10427258,0.31390572,1.936963,0.503081,2.7089057,0.037317574,0.23893237,1.6480458,0.33462623,0.06508422,0.48985282,2.570948,0.038157646,0.22251119,0.533656,0.053599212,0.17624344,5.723661,1.3000003,0.47248182,0.028546518,0.25262967,0.21021551,2.559463,0.035411786,1.8389208,0.27300677,1.2300662,2.6767807,0.38113245,0.032543663,0.019339258
2027-10-01,11.964366,3.5805316,0.024189128,0.38787428,0.049850307,0.8219928,0.04742599,0.3010189,0.55164367,6.438284,0.05667914,0.08047473,2.9557638,0.07683337,0.08344821,0.07476563,0.104244225,0.31372175,1.9419659,0.503148,2.712104,0.037471935,0.2399867,1.6481366,0.33643726,0.065276854,0.49005693,2.5916955,0.038614392,0.2220867,0.53264004,0.05366558,0.17612725,5.7306423,1.302014,0.4718406,0.02864544,0.25245914,0.21018714,2.5576437,0.035500567,1.8391,0.27419898,1.2297786,2.674471,0.38101754,0.032593988,0.019411655
2027-11-01,11.97916,3.6304507,0.024332358,0.38928038,0.050041746,0.8231289,0.047385607,0.30075917,0.551862,6.4470067,0.05663797,0.08052253,2.9580765,0.07744187,0.083349586,0.074960835,0.104256995,0.3135803,1.9489698,0.50344336,2.7173572,0.037607815,0.24101028,1.6486183,0.33817393,0.06547424,0.49050996,2.6120496,0.03905594,0.22178148,0.53197736,0.053745292,0.17607813,5.7413497,1.3047138,0.47144467,0.02873525,0.252399,0.21021146,2.5571835,0.03559095,1.840968,0.27525732,1.2301244,2.6739976,0.38104516,0.03264813,0.019476507
2027-12-01,11.925643,3.6673486,0.02441807,0.38958544,0.050106686,0.82085246,0.047234066,0.29971194,0.5501175,6.422918,0.056444637,0.080352016,2.9484386,0.07783612,0.08300389,0.07496522,0.10394076,0.31236732,1.9463322,0.5022707,2.7128217,0.037659004,0.24145721,1.6422862,0.3390676,0.06551233,0.4893646,2.6225302,0.039380163,0.22070196,0.5299033,0.05368982,0.17543185,5.725876,1.3030986,0.46922722,0.028768368,0.25162768,0.20957382,2.5457766,0.035561495,1.8360614,0.27581304,1.2266159,2.663791,0.37986648,0.032650553,0.019504482
2028-01-01,11.816015,3.6931798,0.024444666,0.38894084,0.050045025,0.81582505,0.04699236,0.2979863,0.5466308,6.3687325,0.056151766,0.08001578,2.9274313,0.07800226,0.08247316,0.07480819,0.10335814,0.31032208,1.9354042,0.5000211,2.6986902,0.037629116,0.24142554,1.6297796,0.33915153,0.065381676,0.48681274,2.6235812,0.039596144,0.21902277,0.5265506,0.053515,0.17426066,5.6833844,1.2972318,0.46535742,0.02874296,0.250351,0.208461,2.5248084,0.03544322,1.8248928,0.27568573,1.219237,2.644499,0.37775248,0.03257584,0.01949699
2028-02-01,11.722108,3.718197,0.024463475,0.38828838,0.049966305,0.81166637,0.04678573,0.29651558,0.5437299,6.3229146,0.055915277,0.079737365,2.9100873,0.07816744,0.08201056,0.074658126,0.10286901,0.3086797,1.9262394,0.49822554,2.6863627,0.03759961,0.24135518,1.6196585,0.3391742,0.06524505,0.48480886,2.6250954,0.039800867,0.21757138,0.5237056,0.053375058,0.17326364,5.6481576,1.2925135,0.46211994,0.028715527,0.24930166,0.20754333,2.5068865,0.03534712,1.8157345,0.27554756,1.2129359,2.6277478,0.37597424,0.032486785,0.019485809
2028-03-01,11.65445,3.7392154,0.024484497,0.38756087,0.049895156,0.80884546,0.04665553,0.29535663,0.5416188,6.2922783,0.055753324,0.07954101,2.8986983,0.078334115,0.08167667,0.07453394,0.10254342,0.3075141,1.9208614,0.4969377,2.6779997,0.037595116,0.24125323,1.6121124,0.3393071,0.06516576,0.48342085,2.6277673,0.03998977,0.21658725,0.5214958,0.053278964,0.17257172,5.622623,1.2887933,0.45977482,0.028675111,0.24856924,0.2069046,2.4936314,0.03528258,1.8094656,0.2753463,1.2081485,2.615214,0.37471664,0.032412563,0.019486476
2028-04-01,11.661315,3.7762392,0.024574282,0.38809028,0.04995612,0.80971766,0.046643816,0.29515797,0.5419199,6.2971277,0.055762757,0.07956199,2.9009087,0.07876021,0.08160066,0.07461628,0.10256901,0.30754092,1.9262581,0.49754217,2.681393,0.037681513,0.24189213,1.6121739,0.34037343,0.06523442,0.4838949,2.6408327,0.040321764,0.21631013,0.5210151,0.05333017,0.17257755,5.6274905,1.2901217,0.4594752,0.02872503,0.24856842,0.20687523,2.4916458,0.035354163,1.8111169,0.2759771,1.2079971,2.6143763,0.37472397,0.032429535,0.019530246
2028-05-01,11.614693,3.8074567,0.024623865,0.38795802,0.04992486,0.80787957,0.04653909,0.2942432,0.54056805,6.2760553,0.055651974,0.07940868,2.8927495,0.07908006,0.08131951,0.0745633,0.10233102,0.30666095,1.9242347,0.49696964,2.6764362,0.037704155,0.24215738,1.6064131,0.34087932,0.065170035,0.48304504,2.6475003,0.04060238,0.2154005,0.519245,0.053267572,0.17203842,5.6084633,1.2877744,0.4575246,0.02872523,0.24796535,0.2063677,2.4804766,0.035329722,1.8071971,0.27619115,1.2045009,2.6047597,0.3737904,0.03239059,0.019545645
2028-06-01,11.617009,3.845286,0.024693688,0.38848042,0.049959384,0.80845445,0.046514906,0.29394314,0.5406802,6.2781425,0.05566012,0.07939648,2.8936234,0.07947626,0.08119473,0.07461502,0.102316745,0.3065719,1.9289286,0.4974543,2.678883,0.037775826,0.24276054,1.6057999,0.34184793,0.065198876,0.48340908,2.6604955,0.04092038,0.21499398,0.5186818,0.05330207,0.17194425,5.6110806,1.2889827,0.45703915,0.028769553,0.24785429,0.20626913,2.4772453,0.035385866,1.8085604,0.27686393,1.2041419,2.6025174,0.37367266,0.032400202,0.019582562
2028-07-01,11.648889,3.8875933,0.024786333,0.3892561,0.05004301,0.8105741,0.046546273,0.29398483,0.54168606,6.2950397,0.05573624,0.079459704,2.8996754,0.0799532,0.0811731,0.074717306,0.1024361,0.30697876,1.937697,0.49848813,2.685937,0.037879854,0.24353363,1.6079654,0.34310362,0.06528503,0.48441234,2.676859,0.041279018,0.21491055,0.5188291,0.0533875,0.17214172,5.6262918,1.2919918,0.45748645,0.028837403,0.248026,0.20643201,2.4789848,0.035486877,1.8129083,0.27784288,1.2055967,2.6048152,0.3740777,0.03244406,0.019635802
2028-08-01,11.802216,3.947524,0.024960853,0.3914798,0.050312404,0.8189432,0.046810925,0.29555258,0.54666066,6.373493,0.056107618,0.07990103,2.9298916,0.0807476,0.081590936,0.0751009,0.103186026,0.3095023,1.9643811,0.50225085,2.7119718,0.038133442,0.24510804,1.6232747,0.34567016,0.06563775,0.4884773,2.709614,0.04179245,0.21622586,0.5218563,0.05372736,0.17352986,5.6930003,1.3032975,0.4616096,0.029000929,0.24942595,0.20774056,2.5003636,0.03579333,1.8307942,0.27979872,1.2148362,2.6260614,0.3766733,0.03260988,0.019759096
2028-09-01,11.848217,3.987109,0.025040064,0.3921386,0.050389305,0.8214567,0.046866063,0.29571092,0.54788595,6.396636,0.05620886,0.07998934,2.9383528,0.08119779,0.081590116,0.075193845,0.103327535,0.3100509,1.9746399,0.50329,2.7207935,0.038236704,0.24584647,1.6262946,0.3469361,0.065758154,0.48971298,2.728037,0.04212795,0.21628717,0.52226907,0.053833324,0.1738247,5.714015,1.3071035,0.46241018,0.029054673,0.24967152,0.20796953,2.5041084,0.035892323,1.8367339,0.28081316,1.2170953,2.6300008,0.37724015,0.032660544,0.019812644
2028-10-01,11.861806,4.022582,0.025089564,0.39242664,0.0504068,0.8221006,0.0468562,0.29546788,0.5479086,6.4002404,0.05622672,0.079979256,2.9388833,0.081533834,0.081459,0.07521407,0.10329115,0.31001574,1.9791394,0.50349295,2.7240138,0.03829359,0.24637108,1.625584,0.34789103,0.06581045,0.49006665,2.741056,0.042412914,0.21598145,0.52193135,0.05386496,0.17375426,5.7184477,1.3083764,0.46218416,0.02907587,0.24954994,0.20791434,2.502108,0.035931386,1.8387341,0.281649,1.2167507,2.628254,0.37731338,0.032683574,0.019847285
2028-11-01,11.88582,4.063569,0.025149228,0.3929472,0.05043329,0.8230018,0.046845276,0.29541558,0.5481125,6.4036293,0.056266077,0.08000432,2.9397075,0.08192355,0.08132079,0.07524893,0.10325235,0.3100726,1.9847014,0.5037161,2.7281137,0.038347498,0.24707378,1.6252544,0.349011,0.06587345,0.49062628,2.756357,0.04272156,0.2156847,0.52188116,0.05392647,0.17368822,5.7266498,1.3106434,0.46213108,0.029109726,0.24945006,0.20785181,2.5006435,0.03597147,1.8420265,0.28262234,1.2166643,2.6277301,0.37739748,0.03271743,0.019880606
2028-12-01,11.853718,4.0908256,0.025153093,0.39233527,0.0503361,0.8206275,0.046723478,0.29458,0.5462803,6.378603,0.056144644,0.07982196,2.9295714,0.082086295,0.08096017,0.07511436,0.10289516,0.3091077,1.9814285,0.5024788,2.7238183,0.038314603,0.24719818,1.6185688,0.3494044,0.06583697,0.48971525,2.7628152,0.042920634,0.2147202,0.5204262,0.053847034,0.17304985,5.710502,1.3087053,0.46029472,0.029070698,0.24870765,0.2071943,2.4892306,0.035911426,1.8390013,0.28291738,1.212696,2.6177323,0.37638292,0.03268215,0.019875132
