Column,Index,Date,Baseline,Original,Jump,Reduction_Fraction,Capped
RMD_Schizotypal Personality Disorder_NoP,203,1970-01,2780.41493030097,3799.4693075773366,1019.0543772763667,0.3,3493.7529943944264
RMD_Schizotypal Personality Disorder_NoP,204,1970-01,3154.486051958076,3674.197497074464,519.711445116388,0.3,3518.284063539548
RMD_Schizotypal Personality Disorder_NoP,205,1970-01,3493.7529943944264,3553.8481301365064,60.09513574207995,0.3,3535.8195894138826
RMD_Schizotypal Personality Disorder_NoP,215,1970-01,2488.6460093017954,3059.690248923925,571.0442396221297,0.3,2888.376977037286
RMD_Schizotypal Personality Disorder_NoP,216,1970-01,2488.6460093017954,3122.08705320636,633.4410439045646,0.3,2932.0547400349906
RMD_Schizotypal Personality Disorder_NoP,217,1970-01,2888.376977037286,2954.48624179452,66.10926475723409,0.3,2934.6534623673497
RMD_Schizotypal Personality Disorder_NoP,227,1970-01,1927.8740498164184,2366.272647432248,438.39859761582966,0.3,2234.753068147499
RMD_Schizotypal Personality Disorder_NoP,228,1970-01,1927.8740498164184,2136.520022049334,208.64597223291548,0.3,2073.9262303794594
RMD_Schizotypal Personality Disorder_NoP,233,1970-01,1794.91069453329,2023.470865203621,228.560170670331,0.3,1954.9028140025218
RMD_Schizotypal Personality Disorder_NoP,234,1970-01,1794.91069453329,1939.1351644809015,144.2244699476114,0.3,1895.867823496618
RMD_Schizotypal Personality Disorder_NoP,237,1970-01,1860.7148580080493,1946.9052902489332,86.19043224088387,0.3,1921.048160576668
RMD_Schizotypal Personality Disorder_NoP,238,1970-01,1860.7148580080493,2625.666067918531,764.9512099104818,0.3,2396.1807049453864
RMD_Schizotypal Personality Disorder_NoP,239,1970-01,1921.048160576668,3567.942437481576,1646.8942769049079,0.3,3073.874154410103
RMD_Schizotypal Personality Disorder_NoP,240,1970-01,2396.1807049453864,3701.933957900909,1305.7532529555224,0.3,3310.207982014252
RMD_Schizotypal Personality Disorder_NoP,241,1970-01,3073.874154410103,3900.912906488804,827.0387520787008,0.3,3652.801280865194
RMD_Schizotypal Personality Disorder_NoP,242,1970-01,3310.207982014252,4688.520645685467,1378.3126636712145,0.3,4275.026846584102
RMD_Schizotypal Personality Disorder_NoP,243,1970-01,3652.801280865194,4975.573757734035,1322.7724768688413,0.3,4578.742014673383
RMD_Schizotypal Personality Disorder_NoP,244,1970-01,4275.026846584102,5542.797439789076,1267.770593204974,0.3,5162.466261827583
RMD_Schizotypal Personality Disorder_NoP,245,1970-01,4578.742014673383,5469.328516439668,890.5865017662854,0.3,5202.152565909782
RMD_Schizotypal Personality Disorder_NoP,246,1970-01,5162.466261827583,5619.894842843001,457.4285810154179,0.3,5482.666268538376
RMD_Schizotypal Personality Disorder_NoP,247,1970-01,5202.152565909782,6358.925062391788,1156.7724964820054,0.3,6011.893313447186
RMD_Schizotypal Personality Disorder_NoP,248,1970-01,5482.666268538376,6898.950134673736,1416.2838661353599,0.3,6474.064974833128
RMD_Schizotypal Personality Disorder_NoP,249,1970-01,6011.893313447186,7099.265449054121,1087.3721356069345,0.3,6773.05380837204
RMD_Schizotypal Personality Disorder_NoP,250,1970-01,6474.064974833128,6978.485404751196,504.4204299180683,0.3,6827.159275775775
RMD_Schizotypal Personality Disorder_NoP,251,1970-01,6773.05380837204,8514.425937854809,1741.3721294827683,0.3,7992.014299009978
RMD_Schizotypal Personality Disorder_NoP,252,1970-01,6827.159275775775,8522.774037958785,1695.6147621830096,0.3,8014.089609303882
RMD_Schizotypal Personality Disorder_NoP,253,1970-01,7992.014299009978,8519.97220786257,527.9579088525916,0.3,8361.584835206791
RMD_Schizotypal Personality Disorder_NoP,254,1970-01,8014.089609303882,8883.968199736662,869.8785904327806,0.3,8623.004622606828
RMD_Schizotypal Personality Disorder_NoP,255,1970-01,8361.584835206791,9142.023501424665,780.4386662178731,0.3,8907.891901559302
RMD_Schizotypal Personality Disorder_NoP,256,1970-01,8623.004622606828,9375.216905436742,752.2122828299143,0.3,9149.553220587768
RMD_Schizotypal Personality Disorder_NoP,257,1970-01,8907.891901559302,10037.051134520429,1129.1592329611267,0.3,9698.303364632091
RMD_Schizotypal Personality Disorder_NoP,258,1970-01,9149.553220587768,10952.157935023144,1802.604714435376,0.3,10411.37652069253
RMD_Schizotypal Personality Disorder_NoP,259,1970-01,9698.303364632091,12632.535765800474,2934.232401168383,0.3,11752.26604544996
RMD_Schizotypal Personality Disorder_NoP,260,1970-01,10411.37652069253,13826.911884671066,3415.5353639785353,0.3,12802.251275477505
RMD_Schizotypal Personality Disorder_NoP,261,1970-01,11752.26604544996,16142.609582231244,4390.343536781284,0.3,14825.506521196858
