Rank,RMD,PT,BRGI_Score,Mean_Gap,Max_Gap,Positive_Gap_Months,RMD_Burden,PT_Readiness
110,RMD_Kleptomania,PT_Stimulant And Wake Promoting Agents,0.35008088071148824,0.35008088071148824,0.3756104152175661,36,0.7412501146256589,0.39116923391417063
111,RMD_Disinhibited Social Engagement Disorder,PT_Lithium Therapy,0.3494797611271438,0.3494797611271438,0.3616323966651835,36,0.37902311697345337,0.029543355846309533
112,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Neurobiological Assessments For Mental Disorders,0.3491050409432855,0.3491050409432855,0.3555247787173085,36,0.42328463045486536,0.07417958951157982
113,RMD_Childhood Disintegrative Disorder,PT_Traditional And Alternative Medicine Approaches,0.3486806958524799,0.3486806958524799,0.36265186998117,36,0.5684444767393493,0.21976378088686926
114,RMD_Reduplicative Paramnesia,PT_Dietary Interventions And Supplements,0.34810372845557924,0.34810372845557924,0.3707596342889682,36,0.42873007590569084,0.08062634745011153
115,RMD_Hallucinogen Persisting Perception Disorder,PT_Acceptance And Commitment Therapy,0.34791498814915156,0.34791498814915156,0.3963908674068555,36,0.6878894775854928,0.3399744894363412
116,RMD_Palilalia,PT_Neuroplasticity Techniques,0.34752255443834934,0.34752255443834934,0.3569549925178187,36,0.3795989302312224,0.03207637579287303
117,RMD_Koro,PT_Prolonged Exposure Therapy,0.3465310911043183,0.3465310911043183,0.3675559638443939,36,0.36459245971057613,0.018061368606257774
118,RMD_Antisocial Personality Disorder,PT_Light Therapy,0.34542858978410645,0.34542858978410645,0.3943128960301887,36,0.6870196892979348,0.3415910995138282
119,RMD_Factitious Disorder,PT_Acceptance And Commitment Therapy,0.3410158271632395,0.3410158271632395,0.3556246045423052,36,0.6809903165995808,0.3399744894363412
120,RMD_Reactive Attachment Disorder,PT_Motivational Interviewing,0.3407189279226594,0.3407189279226594,0.3460041645351003,36,0.7190351047741068,0.37831617685144736
121,RMD_Ganser Syndrome,PT_Social Skills Training,0.34059500086014205,0.34059500086014205,0.420722871939318,36,0.6922316029290343,0.35163660206889213
122,RMD_Chronic Traumatic Encephalopathy,PT_Dialectical Behavior Therapy,0.3401710079164649,0.3401710079164649,0.3422979021180855,36,0.6787190246075465,0.3385480166910816
123,RMD_Chronic Traumatic Encephalopathy,PT_Neuroprotective Agents,0.33724918863183917,0.33724918863183917,0.3452007119012718,36,0.6787190246075465,0.34146983597570724
124,RMD_Koro,PT_Cognitive Assistive Technologies,0.33711725293334016,0.33711725293334016,0.339706195209747,36,0.36459245971057613,0.027475206777235917
125,RMD_Chronic Traumatic Encephalopathy,PT_Emdr Therapy,0.33517618263654286,0.33517618263654286,0.3419538458539196,36,0.6787190246075465,0.3435428419710036
126,RMD_Schizotypal Personality Disorder,PT_Mentalization Based Treatment,0.330394762211157,0.330394762211157,0.3317258969961816,36,0.6605032043836859,0.33010844217252894
127,RMD_Reactive Attachment Disorder,PT_Ketamine Therapy,0.32977178529971046,0.32977178529971046,0.3332721313526803,36,0.7190351047741068,0.3892633194743963
128,RMD_Reactive Attachment Disorder,PT_Stimulant And Wake Promoting Agents,0.32786587085993607,0.32786587085993607,0.3332892135022519,36,0.7190351047741068,0.39116923391417063
129,RMD_Kleine Levin Syndrome,PT_Stem Cell Therapy For Neurological Disorders,0.32385723180280757,0.32385723180280757,0.3259572360239043,36,0.4845192931251607,0.16066206132235314
130,RMD_Cyclothymic Disorder,PT_Selective Serotonin Reuptake Inhibitors,0.3215622379581433,0.3215622379581433,0.3259311605660656,36,0.6502728967536677,0.32871065879552436
131,RMD_Schizotypal Personality Disorder,PT_Neuroprotective Agents,0.3190333684079787,0.3190333684079787,0.3228841530221843,36,0.6605032043836859,0.34146983597570724
132,RMD_Dissociative Amnesia,PT_Psilocybin Assisted Therapy,0.31684367275528813,0.31684367275528813,0.4036978239731614,36,0.5210034402949676,0.2041597675396795
133,RMD_Rumination Disorder,PT_Resting State Fmri,0.315627927784051,0.315627927784051,0.3422908135570315,36,0.5900312013904454,0.2744032736063944
134,RMD_Cyclothymic Disorder,PT_Smart Wearable Mental Health Trackers,0.31287222072281073,0.31287222072281073,0.3371225871941385,36,0.6502728967536677,0.33740067603085694
135,RMD_Factitious Disorder,PT_Electroconvulsive Therapy,0.31014735203078814,0.31014735203078814,0.324378043689549,36,0.6809903165995808,0.37084296456879257
136,RMD_Impulse Control Disorders,PT_Psychoeducation Programs,0.3021680201289034,0.3021680201289034,0.3246712598238066,36,0.4739660508983215,0.17179803076941802
137,RMD_Palilalia,PT_Dietary Interventions And Supplements,0.2989725827811108,0.2989725827811108,0.3108100086643344,36,0.3795989302312224,0.08062634745011153
138,RMD_Histrionic Personality Disorder,PT_Art Therapy,0.29673699597602815,0.29673699597602815,0.3205597362400692,36,0.43854169611884586,0.14180470014281774
139,RMD_Body Integrity Dysphoria,PT_Digital Health Tools,0.2957961209373318,0.2957961209373318,0.314046432176463,36,0.5670019260395676,0.2712058051022357
140,RMD_Childhood Disintegrative Disorder,PT_Resting State Fmri,0.2940412031329548,0.2940412031329548,0.2977797187489501,36,0.5684444767393493,0.2744032736063944
141,RMD_Factitious Disorder,PT_Ketamine Therapy,0.2917269971251844,0.2917269971251844,0.3049094561230271,36,0.6809903165995808,0.3892633194743963
142,RMD_Schizotypal Personality Disorder,PT_Electroconvulsive Therapy,0.28966023981489336,0.28966023981489336,0.3038305441797637,36,0.6605032043836859,0.37084296456879257
143,RMD_Cyclothymic Disorder,PT_Hypnotherapy,0.2859224152849703,0.2859224152849703,0.329668224461682,36,0.6502728967536677,0.3643504814686974
144,RMD_Anorexia Nervosa,PT_Neuroprotective Agents,0.28504720529764344,0.28504720529764344,0.2876654480923294,36,0.6265170412733507,0.34146983597570724
145,RMD_Landau Kleffner Syndrome,PT_Resting State Fmri,0.284667652370764,0.284667652370764,0.2962453813896171,36,0.5590709259771585,0.2744032736063944
146,RMD_Schizotypal Personality Disorder,PT_Motivational Interviewing,0.28218702753223857,0.28218702753223857,0.288319952819404,36,0.6605032043836859,0.37831617685144736
147,RMD_Childhood Disintegrative Disorder,PT_Narrative Exposure Therapy,0.2805622251386591,0.2805622251386591,0.3050255236122825,36,0.5684444767393493,0.2878822516006901
148,RMD_Hyperthymesia,PT_Hypnotherapy,0.2801453894525361,0.2801453894525361,0.3062000637501878,36,0.6444958709212335,0.3643504814686974
149,RMD_Factitious Disorder,PT_Naltrexone,0.27977598800226394,0.27977598800226394,0.3241086993262652,36,0.6809903165995808,0.40121432859731676
150,RMD_Cyclothymic Disorder,PT_Vagus Nerve Stimulation,0.27863961653054803,0.27863961653054803,0.3067554867615033,36,0.6502728967536677,0.3716332802231197
151,RMD_Rumination Disorder,PT_Mindfulness Based Stress Reduction,0.2766064185649959,0.2766064185649959,0.300772873497273,36,0.5900312013904454,0.3134247828254495
152,RMD_Cyclothymic Disorder,PT_Transference Focused Psychotherapy,0.2758969559756696,0.2758969559756696,0.300171408137118,36,0.6502728967536677,0.3743759407779981
153,RMD_Erotomania,PT_Occupational Therapy,0.2748996796656878,0.2748996796656878,0.278241683526697,36,0.6385203358199116,0.3636206561542238
154,RMD_Fregoli Delusion,PT_Cultural Psychiatry Interventions,0.274640102182534,0.274640102182534,0.2898431281879037,36,0.3513849885157918,0.07674488633325781
155,RMD_Erotomania,PT_Hypnotherapy,0.27416985435121416,0.27416985435121416,0.2989367819979701,36,0.6385203358199116,0.3643504814686974
156,RMD_Landau Kleffner Syndrome,PT_Metaverse,0.27406357086806443,0.27406357086806443,0.2776604322694787,36,0.5590709259771585,0.285007355109094
157,RMD_Childhood Disintegrative Disorder,PT_Electroencephalography,0.272981024879442,0.272981024879442,0.277886555194861,36,0.5684444767393493,0.2954634518599072
158,RMD_Hyperthymesia,PT_Vagus Nerve Stimulation,0.27286259069811386,0.27286259069811386,0.2832873260500091,36,0.6444958709212335,0.3716332802231197
159,RMD_Capgras Syndrome,PT_Digital Health Tools,0.2717083079194685,0.2717083079194685,0.2747496156751428,36,0.5429141130217041,0.2712058051022357
160,RMD_Hyperthymesia,PT_Transference Focused Psychotherapy,0.27011993014323543,0.27011993014323543,0.2767164384649665,36,0.6444958709212335,0.3743759407779981
161,RMD_Reduplicative Paramnesia,PT_Stem Cell Therapy For Neurological Disorders,0.2680680145833377,0.2680680145833377,0.291771060901182,36,0.42873007590569084,0.16066206132235314
162,RMD_Rumination Disorder,PT_Transcranial Magnetic Stimulation,0.26535501194893213,0.26535501194893213,0.2911273089667994,36,0.5900312013904454,0.3246761894415133
163,RMD_Dissociative Fugue,PT_Hypnotherapy,0.26523692416290134,0.26523692416290134,0.2714552579341877,36,0.6295874056315989,0.3643504814686974
164,RMD_Kleine Levin Syndrome,PT_Traditional And Alternative Medicine Approaches,0.2647555122382914,0.2647555122382914,0.2800153776557108,36,0.4845192931251607,0.21976378088686926
165,RMD_Landau Kleffner Syndrome,PT_Electroencephalography,0.2636074741172512,0.2636074741172512,0.2778303521500091,36,0.5590709259771585,0.2954634518599072
166,RMD_Pyromania,PT_Deep Brain Stimulation,0.2627081840457555,0.2627081840457555,0.2793782853539913,36,0.5366061603937343,0.27389797634797874
167,RMD_Othello Syndrome,PT_Biofeedback Devices,0.2626657814277009,0.2626657814277009,0.2730530727573793,36,0.47867491590570527,0.21600913447800432
168,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Stem Cell Therapy For Neurological Disorders,0.2626225691325122,0.2626225691325122,0.2793491065589747,36,0.42328463045486536,0.16066206132235314
169,RMD_Anorexia Nervosa,PT_Hypnotherapy,0.2621665598046533,0.2621665598046533,0.3000948089946617,36,0.6265170412733507,0.3643504814686974
170,RMD_Rumination Disorder,PT_Selective Serotonin Reuptake Inhibitors,0.26132054259492105,0.26132054259492105,0.2860998672182614,36,0.5900312013904454,0.32871065879552436
171,RMD_Brief Psychotic Disorder,PT_Focused Ultrasound Therapy,0.2604934951479117,0.2604934951479117,0.2708538149316744,36,0.4127364052176009,0.15224291006968915
172,RMD_Pyromania,PT_Transcranial Direct Current Stimulation,0.260245836202406,0.260245836202406,0.296664166093145,36,0.5366061603937343,0.27636032419132833
173,RMD_Erotomania,PT_Motivational Interviewing,0.26020415896846427,0.26020415896846427,0.2653432322212522,36,0.6385203358199116,0.37831617685144736
174,RMD_Diogenes Syndrome,PT_Mindfulness Based Stress Reduction,0.2594996053092893,0.2594996053092893,0.2628538980100114,36,0.5729243881347388,0.3134247828254495
175,RMD_Ganser Syndrome,PT_Fecal Microbiota Transplant,0.25932561462859743,0.25932561462859743,0.322979461093537,36,0.6922316029290343,0.4329059883004368
176,RMD_Schizotypal Personality Disorder,PT_Naltrexone,0.25928887578636917,0.25928887578636917,0.3035611998164799,36,0.6605032043836859,0.40121432859731676
177,RMD_Capgras Syndrome,PT_Metaverse,0.25790675791261014,0.25790675791261014,0.2699136128295151,36,0.5429141130217041,0.285007355109094
178,RMD_Childhood Disintegrative Disorder,PT_Brain Computer Interface,0.2565362032436147,0.2565362032436147,0.2584161617963134,36,0.5684444767393493,0.31190827349573447
179,RMD_Cyclothymic Disorder,PT_Digital Therapeutics,0.25625652182116926,0.25625652182116926,0.3103806083727594,36,0.6502728967536677,0.39401637493249836
180,RMD_Anorexia Nervosa,PT_Electroconvulsive Therapy,0.2556740767045581,0.2556740767045581,0.2812558123992215,36,0.6265170412733507,0.37084296456879257
181,RMD_Reactive Attachment Disorder,PT_Cbt For Insomnia,0.2554568010109827,0.2554568010109827,0.3496068696888618,36,0.7190351047741068,0.46357830376312403
182,RMD_Diogenes Syndrome,PT_Clozapine Protocol,0.2543881387479965,0.2543881387479965,0.2610897489459356,36,0.5729243881347388,0.3185362493867423
183,RMD_Palilalia,PT_Neurofeedback Systems,0.25333969540147433,0.25333969540147433,0.2702222426617643,36,0.3795989302312224,0.12625923482974802
184,RMD_Hyperthymesia,PT_Stimulant And Wake Promoting Agents,0.25332663700706287,0.25332663700706287,0.274185738721091,36,0.6444958709212335,0.39116923391417063
185,RMD_Schizoaffective Disorder,PT_Neurocognitive Training,0.25250065091564544,0.25250065091564544,0.2570473823186693,36,0.5213476667275257,0.2688470158118803
186,RMD_Dissociative Fugue,PT_Motivational Interviewing,0.25127122878015146,0.25127122878015146,0.2560836854653924,36,0.6295874056315989,0.37831617685144736
187,RMD_Othello Syndrome,PT_Interpersonal Psychotherapy,0.25126250058309485,0.25126250058309485,0.2621922267330948,36,0.47867491590570527,0.22741241532261036
188,RMD_Histrionic Personality Disorder,PT_Speech Language Therapy,0.24713545926247552,0.24713545926247552,0.2834708505464807,36,0.43854169611884586,0.19140623685637032
189,RMD_Dissociative Amnesia,PT_Resting State Fmri,0.24660016668857324,0.24660016668857324,0.2529858177453641,36,0.5210034402949676,0.2744032736063944
190,RMD_Kleine Levin Syndrome,PT_Emotion Regulation Training,0.24621679781669148,0.24621679781669148,0.2718230125733707,36,0.4845192931251607,0.23830249530846917
191,RMD_Hyperthymesia,PT_Closed Loop Neurostimulation,0.24468939016853422,0.24468939016853422,0.2861094211801587,36,0.6444958709212335,0.39980648075269926
192,RMD_Erotomania,PT_Digital Therapeutics,0.24450396088741316,0.24450396088741316,0.2796491659090475,36,0.6385203358199116,0.39401637493249836
193,RMD_Childhood Disintegrative Disorder,PT_Transcranial Magnetic Stimulation,0.2437682872978359,0.2437682872978359,0.246616214158718,36,0.5684444767393493,0.3246761894415133
194,RMD_Landau Kleffner Syndrome,PT_Antidepressants,0.243547132733786,0.243547132733786,0.2644553687641598,36,0.5590709259771585,0.3155237932433723
195,RMD_Postpartum Psychosis,PT_Pharmacogenomic Testing,0.24016854396929269,0.24016854396929269,0.2470348024143043,36,0.7183669958120321,0.4781984518427394
196,RMD_Cotard Syndrome,PT_Metaverse,0.24011256487138452,0.24011256487138452,0.2595173129565023,36,0.5251199199804786,0.285007355109094
197,RMD_Erotomania,PT_Closed Loop Neurostimulation,0.23871385506721232,0.23871385506721232,0.278846139427941,36,0.6385203358199116,0.39980648075269926
198,RMD_Selective Mutism,PT_Machine Learning Neuroimaging,0.23776044127126555,0.23776044127126555,0.3859541330153196,36,0.8604658235848102,0.6227053823135447
199,RMD_Schizotypal Personality Disorder,PT_Animal Assisted Therapy,0.2361044997249171,0.2361044997249171,0.2935410703154281,36,0.6605032043836859,0.42439870465876883
200,RMD_Dissociative Amnesia,PT_Metaverse,0.23599608518587362,0.23599608518587362,0.2538462044876293,36,0.5210034402949676,0.285007355109094
201,RMD_Impulse Control Disorders,PT_Emotion Regulation Training,0.23566355558985227,0.23566355558985227,0.2541535779490192,36,0.4739660508983215,0.23830249530846917
202,RMD_Avoidant Personality Disorder,PT_Deep Brain Stimulation,0.23563051518696593,0.23563051518696593,0.2491826627824722,36,0.5095284915349447,0.27389797634797874
203,RMD_Dissociative Fugue,PT_Digital Therapeutics,0.23557103069910035,0.23557103069910035,0.2521676418452651,36,0.6295874056315989,0.39401637493249836
204,RMD_Disinhibited Social Engagement Disorder,PT_Anticonvulsant Therapy,0.23317772852486346,0.23317772852486346,0.249099988259776,36,0.37902311697345337,0.14584538844858985
205,RMD_Dissociative Fugue,PT_Closed Loop Neurostimulation,0.2297809248788995,0.2297809248788995,0.2513646153641585,36,0.6295874056315989,0.39980648075269926
206,RMD_Diogenes Syndrome,PT_Emdr Therapy,0.22938154616373513,0.22938154616373513,0.2435729150186512,36,0.5729243881347388,0.3435428419710036
207,RMD_Schizoaffective Disorder,PT_Music Therapy,0.22747555305367573,0.22747555305367573,0.2463154578598717,36,0.5213476667275257,0.29387211367385
208,RMD_Capgras Syndrome,PT_Antidepressants,0.22739031977833177,0.22739031977833177,0.2351187415351858,36,0.5429141130217041,0.3155237932433723
209,RMD_Anorexia Nervosa,PT_Closed Loop Neurostimulation,0.22671056052065142,0.22671056052065142,0.2800041664246325,36,0.6265170412733507,0.39980648075269926
210,RMD_Schizoaffective Disorder,PT_Electroencephalography,0.22588421486761856,0.22588421486761856,0.2306068568110927,36,0.5213476667275257,0.2954634518599072
211,RMD_Anorexia Nervosa,PT_Naltrexone,0.2253027126760339,0.2253027126760339,0.2809864680359378,36,0.6265170412733507,0.40121432859731676
212,RMD_Kleine Levin Syndrome,PT_Neuromodulation Techniques,0.22013348723930265,0.22013348723930265,0.2530787711121611,36,0.4845192931251607,0.2643858058858581
213,RMD_Cotard Syndrome,PT_Anxiolytic Medications,0.2184589983282386,0.2184589983282386,0.2273252983330849,36,0.5251199199804786,0.3066609216522399
214,RMD_Rumination Disorder,PT_Vagus Nerve Stimulation,0.21839792116732573,0.21839792116732573,0.2310389057003602,36,0.5900312013904454,0.3716332802231197
215,RMD_Cyclothymic Disorder,PT_Fecal Microbiota Transplant,0.2173669084532309,0.2173669084532309,0.2970404281269139,36,0.6502728967536677,0.4329059883004368
216,RMD_Rumination Disorder,PT_Transference Focused Psychotherapy,0.2156552606124473,0.2156552606124473,0.2299472165211061,36,0.5900312013904454,0.3743759407779981
217,RMD_Capgras Syndrome,PT_Selective Serotonin Reuptake Inhibitors,0.21420345422617978,0.21420345422617978,0.23217034039715,36,0.5429141130217041,0.32871065879552436
218,RMD_Ganser Syndrome,PT_Pharmacogenomic Testing,0.21403315108629484,0.21403315108629484,0.2790663832713973,36,0.6922316029290343,0.4781984518427394
219,RMD_Schizoaffective Disorder,PT_Virtual Reality Exposure Therapy,0.2123988337017019,0.2123988337017019,0.2187881811508075,36,0.5213476667275257,0.3089488330258239
220,RMD_Koro,PT_Focused Ultrasound Therapy,0.21234954964088695,0.21234954964088695,0.21918071467167,36,0.36459245971057613,0.15224291006968915
221,RMD_Hyperthymesia,PT_Fecal Microbiota Transplant,0.2115898826207967,0.2115898826207967,0.2735722674154198,36,0.6444958709212335,0.4329059883004368
222,RMD_Cotard Syndrome,PT_Antidepressants,0.20959612673710612,0.20959612673710612,0.2184924122039169,36,0.5251199199804786,0.3155237932433723
223,RMD_Schizoaffective Disorder,PT_Brain Computer Interface,0.20943939323179128,0.20943939323179128,0.2115488867148893,36,0.5213476667275257,0.31190827349573447
224,RMD_Wendigo Psychosis,PT_Sleep Pattern Monitoring And Manipulation,0.20916857162227767,0.20916857162227767,0.2149497309700245,36,0.22485537070905748,0.015686799086779748
225,RMD_Reduplicative Paramnesia,PT_Traditional And Alternative Medicine Approaches,0.20896629501882155,0.20896629501882155,0.2296073300746136,36,0.42873007590569084,0.21976378088686926
226,RMD_Olfactory Reference Syndrome,PT_Oxytocin Therapy,0.20867520165369288,0.20867520165369288,0.229118889253312,36,0.53209544096284,0.3234202393091471
227,RMD_Brief Psychotic Disorder,PT_Psilocybin Assisted Therapy,0.20857663767792137,0.20857663767792137,0.3080437231434802,36,0.4127364052176009,0.2041597675396795
228,RMD_Pyromania,PT_Selective Serotonin Reuptake Inhibitors,0.2078955015982099,0.2078955015982099,0.2622885302730184,36,0.5366061603937343,0.32871065879552436
229,RMD_Palilalia,PT_Psychoeducation Programs,0.2078008994618043,0.2078008994618043,0.2185506079399026,36,0.3795989302312224,0.17179803076941802
230,RMD_Capgras Syndrome,PT_Mood Stabilizers,0.20624882612193318,0.20624882612193318,0.2313387999262984,36,0.5429141130217041,0.33666528689977093
231,RMD_Schizoaffective Disorder,PT_Personalized Medicine,0.20558048547619637,0.20558048547619637,0.2078185713538822,36,0.5213476667275257,0.3157671812513294
232,RMD_Capgras Syndrome,PT_Smart Wearable Mental Health Trackers,0.2055134369908472,0.2055134369908472,0.2584948837460367,36,0.5429141130217041,0.33740067603085694
233,RMD_Erotomania,PT_Digital Phenotyping,0.20518623473280787,0.20518623473280787,0.2603261749481849,36,0.6385203358199116,0.4333341010871037
234,RMD_Impulse Control Disorders,PT_Neurocognitive Training,0.20511903508644114,0.20511903508644114,0.2174535670551514,36,0.4739660508983215,0.2688470158118803
235,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Traditional And Alternative Medicine Approaches,0.20352084956799604,0.20352084956799604,0.2171853757324063,36,0.42328463045486536,0.21976378088686926
236,RMD_Dissociative Amnesia,PT_Clozapine Protocol,0.2024671909082253,0.2024671909082253,0.2097037286215298,36,0.5210034402949676,0.3185362493867423
237,RMD_Olfactory Reference Syndrome,PT_Mentalization Based Treatment,0.20198699879031104,0.20198699879031104,0.2082846348708095,36,0.53209544096284,0.33010844217252894
238,RMD_Boanthropy,PT_Mentalization Based Treatment,0.1997044163547069,0.1997044163547069,0.249915292992475,36,0.5298128585272359,0.33010844217252894
239,RMD_Pyromania,PT_Smart Wearable Mental Health Trackers,0.19920548436287733,0.19920548436287733,0.2438186234160513,36,0.5366061603937343,0.33740067603085694
240,RMD_Fregoli Delusion,PT_Metabolic And Enzyme Targeted Therapy,0.1972588716562182,0.1972588716562182,0.2087858344847959,36,0.3513849885157918,0.15412611685957353
241,RMD_Schizoaffective Disorder,PT_Transcranial Magnetic Stimulation,0.19667147728601245,0.19667147728601245,0.1993365157749497,36,0.5213476667275257,0.3246761894415133
242,RMD_Cotard Syndrome,PT_Selective Serotonin Reuptake Inhibitors,0.1964092611849541,0.1964092611849541,0.202465979875467,36,0.5251199199804786,0.32871065879552436
243,RMD_Dissociative Fugue,PT_Digital Phenotyping,0.19625330454449508,0.19625330454449508,0.2328446508844024,36,0.6295874056315989,0.4333341010871037
244,RMD_Autosarcophagy,PT_Sleep Pattern Monitoring And Manipulation,0.1958532551188093,0.1958532551188093,0.2250663525165625,36,0.21154005420558908,0.015686799086779748
245,RMD_Anorexia Nervosa,PT_Digital Phenotyping,0.193182940186247,0.193182940186247,0.2614842019448765,36,0.6265170412733507,0.4333341010871037
246,RMD_Wendigo Psychosis,PT_Neuroplasticity Techniques,0.1927789949161844,0.1927789949161844,0.197932574140203,36,0.22485537070905748,0.03207637579287303
247,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Regenerative Medicine Approaches,0.19107454490644699,0.19107454490644699,0.2013880760797442,36,0.42328463045486536,0.23221008554841832
248,RMD_Cotard Syndrome,PT_Mood Stabilizers,0.18845463308070753,0.18845463308070753,0.1919523982784698,36,0.5251199199804786,0.33666528689977093
249,RMD_Cotard Syndrome,PT_Smart Wearable Mental Health Trackers,0.18771924394962153,0.18771924394962153,0.2109866485824418,36,0.5251199199804786,0.33740067603085694
250,RMD_Disinhibited Social Engagement Disorder,PT_Speech Language Therapy,0.187616880117083,0.187616880117083,0.2053842539130931,36,0.37902311697345337,0.19140623685637032
251,RMD_Impulse Control Disorders,PT_Narrative Exposure Therapy,0.18608379929763136,0.18608379929763136,0.1950471164140379,36,0.4739660508983215,0.2878822516006901
252,RMD_Delusional Disorder,PT_Reality Testing Techniques,0.18473481420237053,0.18473481420237053,0.204099768997197,36,0.191480268495844,0.00674545429347344
253,RMD_Dissociative Amnesia,PT_Mood Stabilizers,0.18433815339519663,0.18433815339519663,0.1862812898095969,36,0.5210034402949676,0.33666528689977093
254,RMD_Wendigo Psychosis,PT_Cognitive Enhancement Programs,0.1830617474103939,0.1830617474103939,0.1855311382670523,36,0.22485537070905748,0.04179362329866352
255,RMD_Autosarcophagy,PT_Lithium Therapy,0.18199669835927948,0.18199669835927948,0.1994473430541724,36,0.21154005420558908,0.029543355846309533
256,RMD_Impulse Control Disorders,PT_Music Therapy,0.18009393722447145,0.18009393722447145,0.1911501992440256,36,0.4739660508983215,0.29387211367385
257,RMD_Erotomania,PT_Cbt For Insomnia,0.17494203205678754,0.17494203205678754,0.2962540302878156,36,0.6385203358199116,0.46357830376312403
258,RMD_Stendhal Syndrome,PT_Anticonvulsant Therapy,0.1745517361911323,0.1745517361911323,0.1776007768283529,36,0.32039712463972214,0.14584538844858985
259,RMD_Ekbom Syndrome,PT_Neuroprotective Agents,0.17048000832807533,0.17048000832807533,0.1993572302592962,36,0.5119498443037827,0.34146983597570724
260,RMD_Autosarcophagy,PT_Cognitive Enhancement Programs,0.1697464309069255,0.1697464309069255,0.1956477598135903,36,0.21154005420558908,0.04179362329866352
261,RMD_Kleine Levin Syndrome,PT_Personalized Medicine,0.16875211187383132,0.16875211187383132,0.2198499809891679,36,0.4845192931251607,0.3157671812513294
262,RMD_Olfactory Reference Syndrome,PT_Occupational Therapy,0.16847478480861622,0.16847478480861622,0.1713547815626738,36,0.53209544096284,0.3636206561542238
263,RMD_Stendhal Syndrome,PT_Focused Ultrasound Therapy,0.16815421457003296,0.16815421457003296,0.1779917842057999,36,0.32039712463972214,0.15224291006968915
264,RMD_Avoidant Personality Disorder,PT_Light Therapy,0.1679373920211165,0.1679373920211165,0.1990376225746541,36,0.5095284915349447,0.3415910995138282
265,RMD_Boanthropy,PT_Occupational Therapy,0.16619220237301205,0.16619220237301205,0.2146869105888407,36,0.5298128585272359,0.3636206561542238
266,RMD_Dissociative Fugue,PT_Cbt For Insomnia,0.16600910186847473,0.16600910186847473,0.2687725062240331,36,0.6295874056315989,0.46357830376312403
267,RMD_Boanthropy,PT_Hypnotherapy,0.16546237705853845,0.16546237705853845,0.2422611529048416,36,0.5298128585272359,0.3643504814686974
268,RMD_Reduplicative Paramnesia,PT_Neuromodulation Techniques,0.16434427001983276,0.16434427001983276,0.1781840519788085,36,0.42873007590569084,0.2643858058858581
269,RMD_Impulse Control Disorders,PT_Brain Computer Interface,0.16205777740258698,0.16205777740258698,0.1684844510573297,36,0.4739660508983215,0.31190827349573447
270,RMD_Olfactory Reference Syndrome,PT_Electroconvulsive Therapy,0.16125247639404744,0.16125247639404744,0.1768210558560081,36,0.53209544096284,0.37084296456879257
271,RMD_Koro,PT_Psilocybin Assisted Therapy,0.16043269217089662,0.16043269217089662,0.2652661958309103,36,0.36459245971057613,0.2041597675396795
272,RMD_Stendhal Syndrome,PT_Privacy Preserving Ai In Digital Mental Health,0.16009749150059813,0.16009749150059813,0.1937528841903848,36,0.32039712463972214,0.160299633139124
273,RMD_Boanthropy,PT_Electroconvulsive Therapy,0.15896989395844327,0.15896989395844327,0.2234221563094015,36,0.5298128585272359,0.37084296456879257
274,RMD_Rumination Disorder,PT_Fecal Microbiota Transplant,0.1571252130900086,0.1571252130900086,0.1642912203478775,36,0.5900312013904454,0.4329059883004368
275,RMD_Olfactory Reference Syndrome,PT_Motivational Interviewing,0.15377926411139267,0.15377926411139267,0.1608576392719351,36,0.53209544096284,0.37831617685144736
276,RMD_Boanthropy,PT_Motivational Interviewing,0.15149668167578847,0.15149668167578847,0.2074587397253285,36,0.5298128585272359,0.37831617685144736
277,RMD_Koro,PT_Trauma Focused Cbt,0.14936849367294663,0.14936849367294663,0.1589191095650496,36,0.36459245971057613,0.21522396603762947
278,RMD_Pyromania,PT_Schema Therapy,0.14905652429992577,0.14905652429992577,0.2026320248302403,36,0.5366061603937343,0.3875496360938085
279,RMD_Capgras Syndrome,PT_Digital Therapeutics,0.14889773808920573,0.14889773808920573,0.2317529049246575,36,0.5429141130217041,0.39401637493249836
280,RMD_Othello Syndrome,PT_Mentalization Based Treatment,0.1485664737331763,0.1485664737331763,0.1776008570077867,36,0.47867491590570527,0.33010844217252894
281,RMD_Ekbom Syndrome,PT_Occupational Therapy,0.1483291881495588,0.1483291881495588,0.190835436064137,36,0.5119498443037827,0.3636206561542238
282,RMD_Histrionic Personality Disorder,PT_Music Therapy,0.14466958244499584,0.14466958244499584,0.1813921352379066,36,0.43854169611884586,0.29387211367385
283,RMD_Pyromania,PT_Digital Therapeutics,0.14258978546123588,0.14258978546123588,0.1791819722526181,36,0.5366061603937343,0.39401637493249836
284,RMD_Brief Psychotic Disorder,PT_Digital Health Tools,0.14153060011536517,0.14153060011536517,0.1561407080456489,36,0.4127364052176009,0.2712058051022357
285,RMD_Ekbom Syndrome,PT_Electroconvulsive Therapy,0.14110687973499003,0.14110687973499003,0.1995706817846977,36,0.5119498443037827,0.37084296456879257
