Rank,RMD,PT,BRGI_Score,Mean_Gap,Max_Gap,Positive_Gap_Months,RMD_Burden,PT_Readiness
286,RMD_Olfactory Reference Syndrome,PT_Stimulant And Wake Promoting Agents,0.14092620704866934,0.14092620704866934,0.1636457274223514,36,0.53209544096284,0.39116923391417063
287,RMD_Othello Syndrome,PT_Dialectical Behavior Therapy,0.14012689921462368,0.14012689921462368,0.1467358931756554,36,0.47867491590570527,0.3385480166910816
288,RMD_Avoidant Personality Disorder,PT_Transference Focused Psychotherapy,0.13515255075694665,0.13515255075694665,0.1759402570043439,36,0.5095284915349447,0.3743759407779981
289,RMD_Reduplicative Paramnesia,PT_Electroencephalography,0.13326662404578365,0.13326662404578365,0.1448799026134308,36,0.42873007590569084,0.2954634518599072
290,RMD_Schizoaffective Disorder,PT_Ketamine Therapy,0.13208434725312945,0.13208434725312945,0.1722677983298875,36,0.5213476667275257,0.3892633194743963
291,RMD_Cotard Syndrome,PT_Digital Therapeutics,0.13110354504798008,0.13110354504798008,0.1842446697610626,36,0.5251199199804786,0.39401637493249836
292,RMD_Olfactory Reference Syndrome,PT_Naltrexone,0.13088111236552324,0.13088111236552324,0.1765517114927243,36,0.53209544096284,0.40121432859731676
293,RMD_Othello Syndrome,PT_Chronotherapy,0.12976187849216148,0.12976187849216148,0.1698140218157575,36,0.47867491590570527,0.34891303741354374
294,RMD_Histrionic Personality Disorder,PT_Virtual Reality Exposure Therapy,0.12959286309302198,0.12959286309302198,0.1759597822565588,36,0.43854169611884586,0.3089488330258239
295,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Electroencephalography,0.12782117859495812,0.12782117859495812,0.1370828061060228,36,0.42328463045486536,0.2954634518599072
296,RMD_Brief Psychotic Disorder,PT_Metaverse,0.12772905010850688,0.12772905010850688,0.1513047052000212,36,0.4127364052176009,0.285007355109094
297,RMD_Histrionic Personality Disorder,PT_Personalized Medicine,0.12277451486751646,0.12277451486751646,0.1649901724596336,36,0.43854169611884586,0.3157671812513294
298,RMD_Avoidant Personality Disorder,PT_Ketamine Therapy,0.12026517206054842,0.12026517206054842,0.1608915992758139,36,0.5095284915349447,0.3892633194743963
299,RMD_Avoidant Personality Disorder,PT_Stimulant And Wake Promoting Agents,0.11835925762077408,0.11835925762077408,0.1525342204998316,36,0.5095284915349447,0.39116923391417063
300,RMD_Reduplicative Paramnesia,PT_Personalized Medicine,0.11296289465436143,0.11296289465436143,0.1221283160212258,36,0.42873007590569084,0.3157671812513294
301,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Brain Computer Interface,0.11137635695913084,0.11137635695913084,0.1322146066062513,36,0.42328463045486536,0.31190827349573447
302,RMD_Ekbom Syndrome,PT_Naltrexone,0.11073551570646582,0.11073551570646582,0.199301337421414,36,0.5119498443037827,0.40121432859731676
303,RMD_Olfactory Reference Syndrome,PT_Animal Assisted Therapy,0.10769673630407116,0.10769673630407116,0.1665315819916725,36,0.53209544096284,0.42439870465876883
304,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Personalized Medicine,0.10751744920353594,0.10751744920353594,0.1257542468962448,36,0.42328463045486536,0.3157671812513294
305,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Cognitive Behavioral Therapy,0.10262300838080006,0.10262300838080006,0.1220794604998493,36,0.42328463045486536,0.32066162207406523
306,RMD_Histrionic Personality Disorder,PT_Acceptance And Commitment Therapy,0.09856720668250468,0.09856720668250468,0.1218578698955235,36,0.43854169611884586,0.3399744894363412
307,RMD_Boanthropy,PT_Digital Phenotyping,0.09647875744013211,0.09647875744013211,0.2036505458550564,36,0.5298128585272359,0.4333341010871037
308,RMD_Koro,PT_Neurocognitive Training,0.0957454438986958,0.0957454438986958,0.1026262982395865,36,0.36459245971057613,0.2688470158118803
309,RMD_Koro,PT_Digital Health Tools,0.0933866546083404,0.0933866546083404,0.1017753258739919,36,0.36459245971057613,0.2712058051022357
310,RMD_Disinhibited Social Engagement Disorder,PT_Narrative Exposure Therapy,0.09114086537276322,0.09114086537276322,0.1078263339179321,36,0.37902311697345337,0.2878822516006901
311,RMD_Hypergraphia,PT_Deep Brain Stimulation,0.08958585471725682,0.08958585471725682,0.1717713493491799,36,0.36348383106523563,0.27389797634797874
312,RMD_Body Integrity Dysphoria,PT_Pharmacogenomic Testing,0.08880347419682816,0.08880347419682816,0.1484238202352032,36,0.5670019260395676,0.4781984518427394
313,RMD_Hypergraphia,PT_Transcranial Direct Current Stimulation,0.08712350687390724,0.08712350687390724,0.1161173340872125,36,0.36348383106523563,0.27636032419132833
314,RMD_Reduplicative Paramnesia,PT_Emdr Therapy,0.0851872339346872,0.0851872339346872,0.0890350928106188,36,0.42873007590569084,0.3435428419710036
315,RMD_Disinhibited Social Engagement Disorder,PT_Music Therapy,0.0851510032996033,0.0851510032996033,0.1033055386045191,36,0.37902311697345337,0.29387211367385
316,RMD_Othello Syndrome,PT_Digital Therapeutics,0.08465854097320684,0.08465854097320684,0.1506591008312307,36,0.47867491590570527,0.39401637493249836
317,RMD_Avoidant Personality Disorder,PT_Digital Phenotyping,0.07619439044784099,0.07619439044784099,0.1000908576003003,36,0.5095284915349447,0.4333341010871037
318,RMD_Brief Psychotic Disorder,PT_Mood Stabilizers,0.07607111831782991,0.07607111831782991,0.0873646335884651,36,0.4127364052176009,0.33666528689977093
319,RMD_Pyromania,PT_Cbt For Insomnia,0.07302785663061023,0.07302785663061023,0.0815574621020381,36,0.5366061603937343,0.46357830376312403
320,RMD_Wendigo Psychosis,PT_Metabolic And Enzyme Targeted Therapy,0.07072925384948389,0.07072925384948389,0.0763900471601488,36,0.22485537070905748,0.15412611685957353
321,RMD_Autosarcophagy,PT_Art Therapy,0.0697353540627713,0.0697353540627713,0.0802880859956705,36,0.21154005420558908,0.14180470014281774
322,RMD_Ganser Syndrome,PT_Machine Learning Neuroimaging,0.06952622061548956,0.06952622061548956,0.0915356878869096,36,0.6922316029290343,0.6227053823135447
323,RMD_Boanthropy,PT_Cbt For Insomnia,0.06623455476411177,0.06623455476411177,0.2395784011946871,36,0.5298128585272359,0.46357830376312403
324,RMD_Cotard Syndrome,PT_Cbt For Insomnia,0.06154161621735445,0.06154161621735445,0.2008495341398307,36,0.5251199199804786,0.46357830376312403
325,RMD_Hypergraphia,PT_Antipsychotic Medications,0.05816821565387501,0.05816821565387501,0.0728448783207983,36,0.36348383106523563,0.30531561541136054
326,RMD_Stendhal Syndrome,PT_Resting State Fmri,0.04599385103332775,0.04599385103332775,0.0575822877318815,36,0.32039712463972214,0.2744032736063944
