Date,Period,Entity,Display_Name,Entity_Type,Trend_For_Plot
2006-11-01,Historical,RMD_Factitious Disorder,Factitious Disorder,RMD,0.3137458872165372
2006-11-01,Historical,RMD_Fregoli Delusion,Fregoli Delusion,RMD,0.017920670701294137
2006-11-01,Historical,RMD_Ganser Syndrome,Ganser Syndrome,RMD,0.033421366221536346
2006-11-01,Historical,RMD_Hallucinogen Persisting Perception Disorder,Hallucinogen Persisting Perception Disorder,RMD,0.07978432039906619
2006-11-01,Historical,RMD_Histrionic Personality Disorder,Histrionic Personality Disorder,RMD,0.06831339333728678
2006-11-01,Historical,RMD_Hypergraphia,Hypergraphia,RMD,0.014494595123582941
2006-11-01,Historical,RMD_Hyperthymesia,Hyperthymesia,RMD,0.0580956024852823
2006-11-01,Historical,RMD_Impulse Control Disorders,Impulse Control Disorders,RMD,0.12594263395450006
2006-11-01,Historical,RMD_Intermetamorphosis Syndrome,Intermetamorphosis Syndrome,RMD,0.31015358556156747
2006-11-01,Historical,RMD_Kleine Levin Syndrome,Kleine Levin Syndrome,RMD,0.014200964387081119
2006-11-01,Historical,RMD_Kleptomania,Kleptomania,RMD,0.052349877176610694
2006-11-01,Historical,RMD_Koro,Koro,RMD,0.0757843398255754
2006-11-01,Historical,RMD_Landau Kleffner Syndrome,Landau Kleffner Syndrome,RMD,0.2233850657278313
2006-11-01,Historical,RMD_Narcissistic Personality Disorder,Narcissistic Personality Disorder,RMD,0.20504236919978103
2006-11-01,Historical,RMD_Olfactory Reference Syndrome,Olfactory Reference Syndrome,RMD,0.004381404856173662
2006-11-01,Historical,RMD_Othello Syndrome,Othello Syndrome,RMD,0.5869732197654278
2006-11-01,Historical,RMD_Palilalia,Palilalia,RMD,0.006503750579388956
2006-11-01,Historical,RMD_Postpartum Psychosis,Postpartum Psychosis,RMD,0.27370242100186026
2006-11-01,Historical,RMD_Pyromania,Pyromania,RMD,0.08621003429370161
2006-11-01,Historical,RMD_Reactive Attachment Disorder,Reactive Attachment Disorder,RMD,0.15934947291259624
2006-11-01,Historical,RMD_Reduplicative Paramnesia,Reduplicative Paramnesia,RMD,0.0
2006-11-01,Historical,RMD_Rumination Disorder,Rumination Disorder,RMD,0.01190483728441086
2006-11-01,Historical,RMD_Savant Syndrome,Savant Syndrome,RMD,0.2470598502498131
2006-11-01,Historical,RMD_Schizoaffective Disorder,Schizoaffective Disorder,RMD,0.2263277699921263
2006-11-01,Historical,RMD_Schizotypal Personality Disorder,Schizotypal Personality Disorder,RMD,0.16454670415266665
2006-11-01,Historical,RMD_Selective Mutism,Selective Mutism,RMD,0.21693543623262768
2006-11-01,Historical,RMD_Stendhal Syndrome,Stendhal Syndrome,RMD,0.03596000280751924
2006-11-01,Historical,RMD_Wendigo Psychosis,Wendigo Psychosis,RMD,0.0
2006-11-01,Historical,PT_Acceptance And Commitment Therapy,Acceptance And Commitment Therapy,PT,0.009231609537375672
2006-11-01,Historical,PT_Animal Assisted Therapy,Animal Assisted Therapy,PT,0.008809455784932422
2006-11-01,Historical,PT_Anticonvulsant Therapy,Anticonvulsant Therapy,PT,0.009231609537375672
2006-11-01,Historical,PT_Antidepressants,Antidepressants,PT,0.008563277014140343
2006-11-01,Historical,PT_Antipsychotic Medications,Antipsychotic Medications,PT,0.0
2006-11-01,Historical,PT_Anxiolytic Medications,Anxiolytic Medications,PT,0.008302195909069396
2006-11-01,Historical,PT_Art Therapy,Art Therapy,PT,0.009231609537375672
2006-11-01,Historical,PT_Augmentative Communication Devices,Augmentative Communication Devices,PT,0.009231609537375672
2006-11-01,Historical,PT_Behavioral Activation Therapy,Behavioral Activation Therapy,PT,0.14890209384939068
2006-11-01,Historical,PT_Biofeedback Devices,Biofeedback Devices,PT,0.005862266755563803
2006-11-01,Historical,PT_Blockchain For Data Protection,Blockchain For Data Protection,PT,0.0
2006-11-01,Historical,PT_Brain Computer Interface,Brain Computer Interface,PT,0.004538281046271
2006-11-01,Historical,PT_Cbt For Insomnia,Cbt For Insomnia,PT,0.0
2006-11-01,Historical,PT_Chronotherapy,Chronotherapy,PT,0.008185303128092408
2006-11-01,Historical,PT_Closed Loop Neurostimulation,Closed Loop Neurostimulation,PT,0.0063067209106084585
2006-11-01,Historical,PT_Clozapine Protocol,Clozapine Protocol,PT,0.0
2006-11-01,Historical,PT_Cognitive Assistive Technologies,Cognitive Assistive Technologies,PT,0.023442312530197677
2006-11-01,Historical,PT_Cognitive Behavioral Therapy,Cognitive Behavioral Therapy,PT,0.006158049725776391
2006-11-01,Historical,PT_Cognitive Enhancement Programs,Cognitive Enhancement Programs,PT,0.27232346320111406
2006-11-01,Historical,PT_Cultural Psychiatry Interventions,Cultural Psychiatry Interventions,PT,0.031213195869218724
2006-11-01,Historical,PT_Deep Brain Stimulation,Deep Brain Stimulation,PT,0.009231609537375672
2006-11-01,Historical,PT_Dialectical Behavior Therapy,Dialectical Behavior Therapy,PT,0.007104033486434103
2006-11-01,Historical,PT_Dietary Interventions And Supplements,Dietary Interventions And Supplements,PT,0.0
2006-11-01,Historical,PT_Digital Health Tools,Digital Health Tools,PT,0.0042119288395621015
2006-11-01,Historical,PT_Digital Imaging Technologies For Brain Scanning,Digital Imaging Technologies For Brain Scanning,PT,0.03326369484461142
2006-11-01,Historical,PT_Digital Phenotyping,Digital Phenotyping,PT,0.008312548802746485
2006-11-01,Historical,PT_Digital Therapeutics,Digital Therapeutics,PT,0.0
2006-11-01,Historical,PT_Electroconvulsive Therapy,Electroconvulsive Therapy,PT,0.0
2006-11-01,Historical,PT_Electroencephalography,Electroencephalography,PT,0.006635786659446964
2006-11-01,Historical,PT_Emdr Therapy,Emdr Therapy,PT,0.007023679294441128
2006-11-01,Historical,PT_Emotion Regulation Training,Emotion Regulation Training,PT,0.0
2006-11-01,Historical,PT_Expressive Writing And Journaling,Expressive Writing And Journaling,PT,0.0063988641404452715
2006-11-01,Historical,PT_Fecal Microbiota Transplant,Fecal Microbiota Transplant,PT,0.0
2006-11-01,Historical,PT_Focused Ultrasound Therapy,Focused Ultrasound Therapy,PT,0.06613110902745721
2006-11-01,Historical,PT_Hypnotherapy,Hypnotherapy,PT,0.0043407176813869165
2006-11-01,Historical,PT_Immunotherapy For Neuropsychiatric Disorders,Immunotherapy For Neuropsychiatric Disorders,PT,0.009231609537375672
2006-11-01,Historical,PT_Interpersonal Psychotherapy,Interpersonal Psychotherapy,PT,0.00803993782607788
2006-11-01,Historical,PT_Ketamine Therapy,Ketamine Therapy,PT,0.002741438291218751
2006-11-01,Historical,PT_Light Therapy,Light Therapy,PT,0.19613606600823535
2006-11-01,Historical,PT_Lithium Therapy,Lithium Therapy,PT,0.04760231139327316
2006-11-01,Historical,PT_Machine Learning Neuroimaging,Machine Learning Neuroimaging,PT,0.0
2006-11-01,Historical,PT_Meditation And Relaxation Techniques,Meditation And Relaxation Techniques,PT,0.009231609537375672
2006-11-01,Historical,PT_Memory Retrieval Techniques,Memory Retrieval Techniques,PT,0.2770476381267021
2006-11-01,Historical,PT_Mentalization Based Treatment,Mentalization Based Treatment,PT,0.008560226445841325
2006-11-01,Historical,PT_Metabolic And Enzyme Targeted Therapy,Metabolic And Enzyme Targeted Therapy,PT,0.010159425436898278
2006-11-01,Historical,PT_Metaverse,Metaverse,PT,0.0
2006-11-01,Historical,PT_Mindfulness Based Stress Reduction,Mindfulness Based Stress Reduction,PT,0.0051960268209361804
2006-11-01,Historical,PT_Mood Stabilizers,Mood Stabilizers,PT,0.009013937953169989
2006-11-01,Historical,PT_Motivational Interviewing,Motivational Interviewing,PT,0.009056419757918347
2006-11-01,Historical,PT_Music Therapy,Music Therapy,PT,0.009231609537375672
2006-11-01,Historical,PT_Naltrexone,Naltrexone,PT,0.009231609537375672
2006-11-01,Historical,PT_Narrative Exposure Therapy,Narrative Exposure Therapy,PT,0.009231609537375672
2006-11-01,Historical,PT_Neurobiological Assessments For Mental Disorders,Neurobiological Assessments For Mental Disorders,PT,0.08538258186162857
2006-11-01,Historical,PT_Neurocognitive Training,Neurocognitive Training,PT,0.030960347021808488
2006-11-01,Historical,PT_Neurofeedback Systems,Neurofeedback Systems,PT,0.026975361302809416
2006-11-01,Historical,PT_Neuromodulation Techniques,Neuromodulation Techniques,PT,0.004725251609870049
2006-11-01,Historical,PT_Neuroplasticity Techniques,Neuroplasticity Techniques,PT,0.009231609537375672
2006-11-01,Historical,PT_Neuroprotective Agents,Neuroprotective Agents,PT,0.007405705197977134
2006-11-01,Historical,PT_Occupational Therapy,Occupational Therapy,PT,0.008215865486503632
2006-11-01,Historical,PT_Oxytocin Therapy,Oxytocin Therapy,PT,0.015192599675282139
2006-11-01,Historical,PT_Personalized Medicine,Personalized Medicine,PT,0.003772952391482927
2006-11-01,Historical,PT_Pharmacogenomic Testing,Pharmacogenomic Testing,PT,0.0
2006-11-01,Historical,PT_Privacy Preserving Ai In Digital Mental Health,Privacy Preserving AI In Digital Mental Health,PT,0.0
2006-11-01,Historical,PT_Prolonged Exposure Therapy,Prolonged Exposure Therapy,PT,0.2737046186198149
2006-11-01,Historical,PT_Psilocybin Assisted Therapy,Psilocybin Assisted Therapy,PT,0.0
2006-11-01,Historical,PT_Psychoeducation Programs,Psychoeducation Programs,PT,0.009231609537375672
2006-11-01,Historical,PT_Psychophysiological Metrics For Treatment Response,Psychophysiological Metrics For Treatment Response,PT,0.004517054450313806
2006-11-01,Historical,PT_Reality Testing Techniques,Reality Testing Techniques,PT,0.0
2006-11-01,Historical,PT_Regenerative Medicine Approaches,Regenerative Medicine Approaches,PT,0.15792300091621939
2006-11-01,Historical,PT_Resting State Fmri,Resting State FMRI,PT,0.00842897166700676
2006-11-01,Historical,PT_Schema Therapy,Schema Therapy,PT,0.0063988641404452715
2006-11-01,Historical,PT_Secure Data Storage For Patient Records,Secure Data Storage For Patient Records,PT,0.012662159378522863
2006-11-01,Historical,PT_Selective Serotonin Reuptake Inhibitors,Selective Serotonin Reuptake Inhibitors,PT,0.008997497128818243
2006-11-01,Historical,PT_Sleep Pattern Monitoring And Manipulation,Sleep Pattern Monitoring And Manipulation,PT,0.0
2006-11-01,Historical,PT_Smart Wearable Mental Health Trackers,Smart Wearable Mental Health Trackers,PT,0.0
2006-11-01,Historical,PT_Social Skills Training,Social Skills Training,PT,0.009231609537375672
2006-11-01,Historical,PT_Speech Language Therapy,Speech Language Therapy,PT,0.05719324239282669
2006-11-01,Historical,PT_Stem Cell Therapy For Neurological Disorders,Stem Cell Therapy For Neurological Disorders,PT,0.005202663347677586
2006-11-01,Historical,PT_Stimulant And Wake Promoting Agents,Stimulant And Wake Promoting Agents,PT,0.006869366306817971
2006-11-01,Historical,PT_Traditional And Alternative Medicine Approaches,Traditional And Alternative Medicine Approaches,PT,0.006335993918473384
2006-11-01,Historical,PT_Transcranial Direct Current Stimulation,Transcranial Direct Current Stimulation,PT,0.009231609537375672
2006-11-01,Historical,PT_Transcranial Magnetic Stimulation,Transcranial Magnetic Stimulation,PT,0.0071054547739370505
2006-11-01,Historical,PT_Transference Focused Psychotherapy,Transference Focused Psychotherapy,PT,0.008912554978947005
2006-11-01,Historical,PT_Trauma Focused Cbt,Trauma Focused Cbt,PT,0.0499453678705623
2006-11-01,Historical,PT_Vagus Nerve Stimulation,Vagus Nerve Stimulation,PT,0.006534588568151197
2006-11-01,Historical,PT_Virtual Reality Exposure Therapy,Virtual Reality Exposure Therapy,PT,0.008960617386813788
2006-11-01,Historical,PT_Vocal And Speech Biomarkers,Vocal And Speech Biomarkers,PT,0.0
2006-11-01,Historical,PT_Voxel Based Lesion Symptom Mapping,Voxel Based Lesion Symptom Mapping,PT,0.004700983524686168
2006-12-01,Historical,RMD_Anorexia Nervosa,Anorexia Nervosa,RMD,0.4562359603919971
2006-12-01,Historical,RMD_Antisocial Personality Disorder,Antisocial Personality Disorder,RMD,0.012527258754746117
2006-12-01,Historical,RMD_Autosarcophagy,Autosarcophagy,RMD,0.0
2006-12-01,Historical,RMD_Avoidant Personality Disorder,Avoidant Personality Disorder,RMD,0.18884354366552686
2006-12-01,Historical,RMD_Boanthropy,Boanthropy,RMD,0.0
2006-12-01,Historical,RMD_Body Integrity Dysphoria,Body Integrity Dysphoria,RMD,0.025232060018553264
2006-12-01,Historical,RMD_Brief Psychotic Disorder,Brief Psychotic Disorder,RMD,0.0947993385123131
2006-12-01,Historical,RMD_Capgras Syndrome,Capgras Syndrome,RMD,0.0495272607880529
2006-12-01,Historical,RMD_Childhood Disintegrative Disorder,Childhood Disintegrative Disorder,RMD,0.3161932050464469
2006-12-01,Historical,RMD_Chronic Traumatic Encephalopathy,Chronic Traumatic Encephalopathy,RMD,0.007191250246556867
2006-12-01,Historical,RMD_Circadian Rhythm Sleep Wake Disorder,Circadian Rhythm Sleep Wake Disorder,RMD,0.08241620907853353
2006-12-01,Historical,RMD_Cotard Syndrome,Cotard Syndrome,RMD,0.007285106179471677
2006-12-01,Historical,RMD_Cyclothymic Disorder,Cyclothymic Disorder,RMD,0.09750938693271621
2006-12-01,Historical,RMD_Delusional Disorder,Delusional Disorder,RMD,0.13921176975235783
2006-12-01,Historical,RMD_Diogenes Syndrome,Diogenes Syndrome,RMD,0.338044132128032
2006-12-01,Historical,RMD_Disinhibited Social Engagement Disorder,Disinhibited Social Engagement Disorder,RMD,0.008308448583638104
2006-12-01,Historical,RMD_Dissociative Amnesia,Dissociative Amnesia,RMD,0.18757912544060265
2006-12-01,Historical,RMD_Dissociative Fugue,Dissociative Fugue,RMD,0.004725417454257734
2006-12-01,Historical,RMD_Ekbom Syndrome,Ekbom Syndrome,RMD,0.10352850918845481
2006-12-01,Historical,RMD_Erotomania,Erotomania,RMD,0.14176980108585235
2006-12-01,Historical,RMD_Factitious Disorder,Factitious Disorder,RMD,0.3252411997153848
2006-12-01,Historical,RMD_Fregoli Delusion,Fregoli Delusion,RMD,0.016332228945323383
2006-12-01,Historical,RMD_Ganser Syndrome,Ganser Syndrome,RMD,0.0308496082769452
2006-12-01,Historical,RMD_Hallucinogen Persisting Perception Disorder,Hallucinogen Persisting Perception Disorder,RMD,0.09401282311157458
2006-12-01,Historical,RMD_Histrionic Personality Disorder,Histrionic Personality Disorder,RMD,0.07800157946027174
2006-12-01,Historical,RMD_Hypergraphia,Hypergraphia,RMD,0.014643513367885516
2006-12-01,Historical,RMD_Hyperthymesia,Hyperthymesia,RMD,0.05893883777499087
2006-12-01,Historical,RMD_Impulse Control Disorders,Impulse Control Disorders,RMD,0.13134845586728622
2006-12-01,Historical,RMD_Intermetamorphosis Syndrome,Intermetamorphosis Syndrome,RMD,0.3058090240257001
2006-12-01,Historical,RMD_Kleine Levin Syndrome,Kleine Levin Syndrome,RMD,0.012780867948373006
2006-12-01,Historical,RMD_Kleptomania,Kleptomania,RMD,0.0567784143477858
2006-12-01,Historical,RMD_Koro,Koro,RMD,0.07891965583718161
2006-12-01,Historical,RMD_Landau Kleffner Syndrome,Landau Kleffner Syndrome,RMD,0.26332324921764366
2006-12-01,Historical,RMD_Narcissistic Personality Disorder,Narcissistic Personality Disorder,RMD,0.22012087814300635
2006-12-01,Historical,RMD_Olfactory Reference Syndrome,Olfactory Reference Syndrome,RMD,0.009578746333206007
2006-12-01,Historical,RMD_Othello Syndrome,Othello Syndrome,RMD,0.5827709652239379
2006-12-01,Historical,RMD_Palilalia,Palilalia,RMD,0.00606435683478183
2006-12-01,Historical,RMD_Postpartum Psychosis,Postpartum Psychosis,RMD,0.27358101637911764
2006-12-01,Historical,RMD_Pyromania,Pyromania,RMD,0.09450342246664567
2006-12-01,Historical,RMD_Reactive Attachment Disorder,Reactive Attachment Disorder,RMD,0.1799197716426135
2006-12-01,Historical,RMD_Reduplicative Paramnesia,Reduplicative Paramnesia,RMD,0.0
2006-12-01,Historical,RMD_Rumination Disorder,Rumination Disorder,RMD,0.010714353555969773
2006-12-01,Historical,RMD_Savant Syndrome,Savant Syndrome,RMD,0.2424013462221848
2006-12-01,Historical,RMD_Schizoaffective Disorder,Schizoaffective Disorder,RMD,0.23360091494347462
2006-12-01,Historical,RMD_Schizotypal Personality Disorder,Schizotypal Personality Disorder,RMD,0.1687618770939103
2006-12-01,Historical,RMD_Selective Mutism,Selective Mutism,RMD,0.2154037246282682
2006-12-01,Historical,RMD_Stendhal Syndrome,Stendhal Syndrome,RMD,0.03402388624562713
2006-12-01,Historical,RMD_Wendigo Psychosis,Wendigo Psychosis,RMD,0.0
2006-12-01,Historical,PT_Acceptance And Commitment Therapy,Acceptance And Commitment Therapy,PT,0.008308448583638104
2006-12-01,Historical,PT_Animal Assisted Therapy,Animal Assisted Therapy,PT,0.00792851020643918
2006-12-01,Historical,PT_Anticonvulsant Therapy,Anticonvulsant Therapy,PT,0.008308448583638104
2006-12-01,Historical,PT_Antidepressants,Antidepressants,PT,0.007706949312726309
2006-12-01,Historical,PT_Antipsychotic Medications,Antipsychotic Medications,PT,0.0
2006-12-01,Historical,PT_Anxiolytic Medications,Anxiolytic Medications,PT,0.007471976318162456
2006-12-01,Historical,PT_Art Therapy,Art Therapy,PT,0.008308448583638104
2006-12-01,Historical,PT_Augmentative Communication Devices,Augmentative Communication Devices,PT,0.008308448583638104
2006-12-01,Historical,PT_Behavioral Activation Therapy,Behavioral Activation Therapy,PT,0.15196631245650544
2006-12-01,Historical,PT_Biofeedback Devices,Biofeedback Devices,PT,0.005276040080007423
2006-12-01,Historical,PT_Blockchain For Data Protection,Blockchain For Data Protection,PT,0.0
2006-12-01,Historical,PT_Brain Computer Interface,Brain Computer Interface,PT,0.0040844529416439
2006-12-01,Historical,PT_Cbt For Insomnia,Cbt For Insomnia,PT,0.0
2006-12-01,Historical,PT_Chronotherapy,Chronotherapy,PT,0.007366772815283167
2006-12-01,Historical,PT_Closed Loop Neurostimulation,Closed Loop Neurostimulation,PT,0.0056760488195476124
2006-12-01,Historical,PT_Clozapine Protocol,Clozapine Protocol,PT,0.0
2006-12-01,Historical,PT_Cognitive Assistive Technologies,Cognitive Assistive Technologies,PT,0.022235818793943787
2006-12-01,Historical,PT_Cognitive Behavioral Therapy,Cognitive Behavioral Therapy,PT,0.005542244753198752
2006-12-01,Historical,PT_Cognitive Enhancement Programs,Cognitive Enhancement Programs,PT,0.26801267825280023
2006-12-01,Historical,PT_Cultural Psychiatry Interventions,Cultural Psychiatry Interventions,PT,0.028888006258435867
2006-12-01,Historical,PT_Deep Brain Stimulation,Deep Brain Stimulation,PT,0.008308448583638104
2006-12-01,Historical,PT_Dialectical Behavior Therapy,Dialectical Behavior Therapy,PT,0.006393630137790693
2006-12-01,Historical,PT_Dietary Interventions And Supplements,Dietary Interventions And Supplements,PT,0.0
2006-12-01,Historical,PT_Digital Health Tools,Digital Health Tools,PT,0.0037907359556058912
2006-12-01,Historical,PT_Digital Imaging Technologies For Brain Scanning,Digital Imaging Technologies For Brain Scanning,PT,0.0353413033829127
2006-12-01,Historical,PT_Digital Phenotyping,Digital Phenotyping,PT,0.007481293922471837
2006-12-01,Historical,PT_Digital Therapeutics,Digital Therapeutics,PT,0.0
2006-12-01,Historical,PT_Electroconvulsive Therapy,Electroconvulsive Therapy,PT,0.0
2006-12-01,Historical,PT_Electroencephalography,Electroencephalography,PT,0.005972207993502268
2006-12-01,Historical,PT_Emdr Therapy,Emdr Therapy,PT,0.006321311364997016
2006-12-01,Historical,PT_Emotion Regulation Training,Emotion Regulation Training,PT,0.0
2006-12-01,Historical,PT_Expressive Writing And Journaling,Expressive Writing And Journaling,PT,0.0057589777264007444
2006-12-01,Historical,PT_Fecal Microbiota Transplant,Fecal Microbiota Transplant,PT,0.0
2006-12-01,Historical,PT_Focused Ultrasound Therapy,Focused Ultrasound Therapy,PT,0.06246371802928339
2006-12-01,Historical,PT_Hypnotherapy,Hypnotherapy,PT,0.003906645913248225
2006-12-01,Historical,PT_Immunotherapy For Neuropsychiatric Disorders,Immunotherapy For Neuropsychiatric Disorders,PT,0.008308448583638104
2006-12-01,Historical,PT_Interpersonal Psychotherapy,Interpersonal Psychotherapy,PT,0.007235944043470092
2006-12-01,Historical,PT_Ketamine Therapy,Ketamine Therapy,PT,0.002504676055094793
2006-12-01,Historical,PT_Light Therapy,Light Therapy,PT,0.18605323621328945
2006-12-01,Historical,PT_Lithium Therapy,Lithium Therapy,PT,0.04284208025394584
2006-12-01,Historical,PT_Machine Learning Neuroimaging,Machine Learning Neuroimaging,PT,0.0
2006-12-01,Historical,PT_Meditation And Relaxation Techniques,Meditation And Relaxation Techniques,PT,0.008308448583638104
2006-12-01,Historical,PT_Memory Retrieval Techniques,Memory Retrieval Techniques,PT,0.27292168499851654
2006-12-01,Historical,PT_Mentalization Based Treatment,Mentalization Based Treatment,PT,0.007704203801257192
2006-12-01,Historical,PT_Metabolic And Enzyme Targeted Therapy,Metabolic And Enzyme Targeted Therapy,PT,0.00914348289320845
2006-12-01,Historical,PT_Metaverse,Metaverse,PT,0.0
2006-12-01,Historical,PT_Mindfulness Based Stress Reduction,Mindfulness Based Stress Reduction,PT,0.004676424138842563
2006-12-01,Historical,PT_Mood Stabilizers,Mood Stabilizers,PT,0.00811254415785299
2006-12-01,Historical,PT_Motivational Interviewing,Motivational Interviewing,PT,0.008150777782126513
2006-12-01,Historical,PT_Music Therapy,Music Therapy,PT,0.008308448583638104
2006-12-01,Historical,PT_Naltrexone,Naltrexone,PT,0.008308448583638104
2006-12-01,Historical,PT_Narrative Exposure Therapy,Narrative Exposure Therapy,PT,0.008308448583638104
2006-12-01,Historical,PT_Neurobiological Assessments For Mental Disorders,Neurobiological Assessments For Mental Disorders,PT,0.08918390976750096
2006-12-01,Historical,PT_Neurocognitive Training,Neurocognitive Training,PT,0.029695248375129907
2006-12-01,Historical,PT_Neurofeedback Systems,Neurofeedback Systems,PT,0.03012668999925423
2006-12-01,Historical,PT_Neuromodulation Techniques,Neuromodulation Techniques,PT,0.0042527264488830445
2006-12-01,Historical,PT_Neuroplasticity Techniques,Neuroplasticity Techniques,PT,0.008308448583638104
2006-12-01,Historical,PT_Neuroprotective Agents,Neuroprotective Agents,PT,0.006665134678179421
2006-12-01,Historical,PT_Occupational Therapy,Occupational Therapy,PT,0.007394278937853269
2006-12-01,Historical,PT_Oxytocin Therapy,Oxytocin Therapy,PT,0.014818467505505981
2006-12-01,Historical,PT_Personalized Medicine,Personalized Medicine,PT,0.0033956571523346343
2006-12-01,Historical,PT_Pharmacogenomic Testing,Pharmacogenomic Testing,PT,0.0
2006-12-01,Historical,PT_Privacy Preserving Ai In Digital Mental Health,Privacy Preserving AI In Digital Mental Health,PT,0.0
2006-12-01,Historical,PT_Prolonged Exposure Therapy,Prolonged Exposure Therapy,PT,0.26940354353326834
2006-12-01,Historical,PT_Psilocybin Assisted Therapy,Psilocybin Assisted Therapy,PT,0.0
2006-12-01,Historical,PT_Psychoeducation Programs,Psychoeducation Programs,PT,0.008308448583638104
2006-12-01,Historical,PT_Psychophysiological Metrics For Treatment Response,Psychophysiological Metrics For Treatment Response,PT,0.004065349005282425
2006-12-01,Historical,PT_Reality Testing Techniques,Reality Testing Techniques,PT,0.0033140560691151816
2006-12-01,Historical,PT_Regenerative Medicine Approaches,Regenerative Medicine Approaches,PT,0.16080478055012967
2006-12-01,Historical,PT_Resting State Fmri,Resting State FMRI,PT,0.008481389397003587
2006-12-01,Historical,PT_Schema Therapy,Schema Therapy,PT,0.0057589777264007444
2006-12-01,Historical,PT_Secure Data Storage For Patient Records,Secure Data Storage For Patient Records,PT,0.011474572272038155
2006-12-01,Historical,PT_Selective Serotonin Reuptake Inhibitors,Selective Serotonin Reuptake Inhibitors,PT,0.008097747415936418
2006-12-01,Historical,PT_Sleep Pattern Monitoring And Manipulation,Sleep Pattern Monitoring And Manipulation,PT,0.0
2006-12-01,Historical,PT_Smart Wearable Mental Health Trackers,Smart Wearable Mental Health Trackers,PT,0.0
2006-12-01,Historical,PT_Social Skills Training,Social Skills Training,PT,0.008308448583638104
2006-12-01,Historical,PT_Speech Language Therapy,Speech Language Therapy,PT,0.051473918153544025
2006-12-01,Historical,PT_Stem Cell Therapy For Neurological Disorders,Stem Cell Therapy For Neurological Disorders,PT,0.004682397012909827
2006-12-01,Historical,PT_Stimulant And Wake Promoting Agents,Stimulant And Wake Promoting Agents,PT,0.0061824296761361745
2006-12-01,Historical,PT_Traditional And Alternative Medicine Approaches,Traditional And Alternative Medicine Approaches,PT,0.005702394526626046
2006-12-01,Historical,PT_Transcranial Direct Current Stimulation,Transcranial Direct Current Stimulation,PT,0.008308448583638104
2006-12-01,Historical,PT_Transcranial Magnetic Stimulation,Transcranial Magnetic Stimulation,PT,0.006394909296543345
2006-12-01,Historical,PT_Transference Focused Psychotherapy,Transference Focused Psychotherapy,PT,0.008021299481052305
2006-12-01,Historical,PT_Trauma Focused Cbt,Trauma Focused Cbt,PT,0.05231651225671432
2006-12-01,Historical,PT_Vagus Nerve Stimulation,Vagus Nerve Stimulation,PT,0.005881129711336077
2006-12-01,Historical,PT_Virtual Reality Exposure Therapy,Virtual Reality Exposure Therapy,PT,0.00806455564813241
2006-12-01,Historical,PT_Vocal And Speech Biomarkers,Vocal And Speech Biomarkers,PT,0.0
2006-12-01,Historical,PT_Voxel Based Lesion Symptom Mapping,Voxel Based Lesion Symptom Mapping,PT,0.004230885172217552
2007-01-01,Historical,RMD_Anorexia Nervosa,Anorexia Nervosa,RMD,0.45661916337173686
2007-01-01,Historical,RMD_Antisocial Personality Disorder,Antisocial Personality Disorder,RMD,0.011274532879271507
2007-01-01,Historical,RMD_Autosarcophagy,Autosarcophagy,RMD,0.0
2007-01-01,Historical,RMD_Avoidant Personality Disorder,Avoidant Personality Disorder,RMD,0.1861887350072933
2007-01-01,Historical,RMD_Boanthropy,Boanthropy,RMD,0.0
2007-01-01,Historical,RMD_Body Integrity Dysphoria,Body Integrity Dysphoria,RMD,0.02575261409511821
2007-01-01,Historical,RMD_Brief Psychotic Disorder,Brief Psychotic Disorder,RMD,0.09333721556469307
2007-01-01,Historical,RMD_Capgras Syndrome,Capgras Syndrome,RMD,0.04948811204523916
2007-01-01,Historical,RMD_Childhood Disintegrative Disorder,Childhood Disintegrative Disorder,RMD,0.32862224623986025
2007-01-01,Historical,RMD_Chronic Traumatic Encephalopathy,Chronic Traumatic Encephalopathy,RMD,0.00647212522190118
2007-01-01,Historical,RMD_Circadian Rhythm Sleep Wake Disorder,Circadian Rhythm Sleep Wake Disorder,RMD,0.08300220115680952
2007-01-01,Historical,RMD_Cotard Syndrome,Cotard Syndrome,RMD,0.007204683005572633
2007-01-01,Historical,RMD_Cyclothymic Disorder,Cyclothymic Disorder,RMD,0.11488833889217051
2007-01-01,Historical,RMD_Delusional Disorder,Delusional Disorder,RMD,0.14692853623453822
2007-01-01,Historical,RMD_Diogenes Syndrome,Diogenes Syndrome,RMD,0.33338145949921355
2007-01-01,Historical,RMD_Disinhibited Social Engagement Disorder,Disinhibited Social Engagement Disorder,RMD,0.007477603725274294
2007-01-01,Historical,RMD_Dissociative Amnesia,Dissociative Amnesia,RMD,0.18366396758020592
2007-01-01,Historical,RMD_Dissociative Fugue,Dissociative Fugue,RMD,0.004252875708831961
2007-01-01,Historical,RMD_Ekbom Syndrome,Ekbom Syndrome,RMD,0.10483424248209362
2007-01-01,Historical,RMD_Erotomania,Erotomania,RMD,0.13436921651673844
2007-01-01,Historical,RMD_Factitious Disorder,Factitious Disorder,RMD,0.33538745228048195
2007-01-01,Historical,RMD_Fregoli Delusion,Fregoli Delusion,RMD,0.014848794312341151
2007-01-01,Historical,RMD_Ganser Syndrome,Ganser Syndrome,RMD,0.02831646210302151
2007-01-01,Historical,RMD_Hallucinogen Persisting Perception Disorder,Hallucinogen Persisting Perception Disorder,RMD,0.10587855961547306
