Date,Entity,Display_Name,Entity_Type,Channel,Forecast_Scaled,Forecast_Raw
2026-08-01,RMD_Histrionic Personality Disorder,Histrionic Personality Disorder,RMD,TDB,1.2912691831588745,16.83551597595215
2026-08-01,RMD_Hypergraphia,Hypergraphia,RMD,TDB,1.0481534004211426,5.0973358154296875
2026-08-01,RMD_Hyperthymesia,Hyperthymesia,RMD,TDB,1.9726285934448242,78.30472564697266
2026-08-01,RMD_Impulse Control Disorders,Impulse Control Disorders,RMD,TDB,1.3446186780929565,70.85362243652344
2026-08-01,RMD_Intermetamorphosis Syndrome,Intermetamorphosis Syndrome,RMD,TDB,0.006383125204592943,0.01704658381640911
2026-08-01,RMD_Kleine Levin Syndrome,Kleine Levin Syndrome,RMD,TDB,1.4083257913589478,16.712188720703125
2026-08-01,RMD_Kleptomania,Kleptomania,RMD,TDB,2.3104281425476074,38.500850677490234
2026-08-01,RMD_Koro,Koro,RMD,TDB,1.059174656867981,3.4683215618133545
2026-08-01,RMD_Landau Kleffner Syndrome,Landau Kleffner Syndrome,RMD,TDB,1.6726617813110352,10.766801834106445
2026-08-01,RMD_Narcissistic Personality Disorder,Narcissistic Personality Disorder,RMD,TDB,2.0213565826416016,369.45465087890625
2026-08-01,RMD_Olfactory Reference Syndrome,Olfactory Reference Syndrome,RMD,TDB,1.5770703554153442,92.52635955810547
2026-08-01,RMD_Othello Syndrome,Othello Syndrome,RMD,TDB,1.439815878868103,18.2175350189209
2026-08-01,RMD_Palilalia,Palilalia,RMD,TDB,0.7841505408287048,2.3558390140533447
2026-08-01,RMD_Postpartum Psychosis,Postpartum Psychosis,RMD,TDB,2.309138298034668,33.48585510253906
2026-08-01,RMD_Pyromania,Pyromania,RMD,TDB,1.7945842742919922,47.19703674316406
2026-08-01,RMD_Reactive Attachment Disorder,Reactive Attachment Disorder,RMD,TDB,2.2489824295043945,168.1211395263672
2026-08-01,RMD_Reduplicative Paramnesia,Reduplicative Paramnesia,RMD,TDB,1.2988953590393066,2.665245532989502
2026-08-01,RMD_Rumination Disorder,Rumination Disorder,RMD,TDB,1.8565137386322021,84.1069107055664
2026-08-01,RMD_Savant Syndrome,Savant Syndrome,RMD,TDB,1.196395993232727,17.113542556762695
2026-08-01,RMD_Schizoaffective Disorder,Schizoaffective Disorder,RMD,TDB,1.5500640869140625,91.25536346435547
2026-08-01,RMD_Schizotypal Personality Disorder,Schizotypal Personality Disorder,RMD,TDB,2.0307364463806152,243.02835083007812
2026-08-01,RMD_Selective Mutism,Selective Mutism,RMD,TDB,2.69346022605896,54.85984420776367
2026-08-01,RMD_Stendhal Syndrome,Stendhal Syndrome,RMD,TDB,0.9355036020278931,3.600594997406006
2026-08-01,RMD_Wendigo Psychosis,Wendigo Psychosis,RMD,TDB,0.6268080472946167,1.2064403295516968
2026-08-01,PT_Acceptance And Commitment Therapy,Acceptance And Commitment Therapy,PT,TDB,1.0191916227340698,38.65501022338867
2026-08-01,PT_Animal Assisted Therapy,Animal Assisted Therapy,PT,TDB,1.320873498916626,8.278839111328125
2026-08-01,PT_Anticonvulsant Therapy,Anticonvulsant Therapy,PT,TDB,0.3969472348690033,2.6447668075561523
2026-08-01,PT_Antidepressants,Antidepressants,PT,TDB,0.9205944538116455,130.0438690185547
2026-08-01,PT_Antipsychotic Medications,Antipsychotic Medications,PT,TDB,-0.013624724932014942,0.0
2026-08-01,PT_Anxiolytic Medications,Anxiolytic Medications,PT,TDB,0.8881928324699402,77.58283996582031
2026-08-01,PT_Art Therapy,Art Therapy,PT,TDB,0.4132006764411926,3.187250852584839
2026-08-01,PT_Augmentative Communication Devices,Augmentative Communication Devices,PT,TDB,0.3165053725242615,0.5507979393005371
2026-08-01,PT_Behavioral Activation Therapy,Behavioral Activation Therapy,PT,TDB,0.5314305424690247,2.0335631370544434
2026-08-01,PT_Biofeedback Devices,Biofeedback Devices,PT,TDB,0.5665206909179688,0.8559128642082214
2026-08-01,PT_Blockchain For Data Protection,Blockchain For Data Protection,PT,TDB,-0.0132749630138278,0.0
2026-08-01,PT_Brain Computer Interface,Brain Computer Interface,PT,TDB,0.8986645340919495,66.3025131225586
2026-08-01,PT_Cbt For Insomnia,Cbt For Insomnia,PT,TDB,1.5117641687393188,3.5347237586975098
2026-08-01,PT_Chronotherapy,Chronotherapy,PT,TDB,1.0427799224853516,2.640246629714966
2026-08-01,PT_Closed Loop Neurostimulation,Closed Loop Neurostimulation,PT,TDB,1.2211273908615112,31.40213394165039
2026-08-01,PT_Clozapine Protocol,Clozapine Protocol,PT,TDB,-0.014182415790855885,0.0
2026-08-01,PT_Cognitive Assistive Technologies,Cognitive Assistive Technologies,PT,TDB,0.03696981072425842,0.03766169399023056
2026-08-01,PT_Cognitive Behavioral Therapy,Cognitive Behavioral Therapy,PT,TDB,0.9270357489585876,144.49290466308594
2026-08-01,PT_Cognitive Enhancement Programs,Cognitive Enhancement Programs,PT,TDB,0.08493936061859131,0.18870161473751068
2026-08-01,PT_Cultural Psychiatry Interventions,Cultural Psychiatry Interventions,PT,TDB,0.17439110577106476,0.19052109122276306
2026-08-01,PT_Deep Brain Stimulation,Deep Brain Stimulation,PT,TDB,0.8908953666687012,12.779569625854492
2026-08-01,PT_Dialectical Behavior Therapy,Dialectical Behavior Therapy,PT,TDB,0.997014045715332,29.54449462890625
2026-08-01,PT_Dietary Interventions And Supplements,Dietary Interventions And Supplements,PT,TDB,0.14687132835388184,0.15820492804050446
2026-08-01,PT_Digital Health Tools,Digital Health Tools,PT,TDB,0.7567511200904846,44.564842224121094
2026-08-01,PT_Digital Imaging Technologies For Brain Scanning,Digital Imaging Technologies For Brain Scanning,PT,TDB,0.052610259503126144,0.09006167948246002
2026-08-01,PT_Digital Phenotyping,Digital Phenotyping,PT,TDB,1.3556437492370605,17.720556259155273
2026-08-01,PT_Digital Therapeutics,Digital Therapeutics,PT,TDB,-0.01368033979088068,0.0
2026-08-01,PT_Electroconvulsive Therapy,Electroconvulsive Therapy,PT,TDB,-0.013699078001081944,0.0
2026-08-01,PT_Electroencephalography,Electroencephalography,PT,TDB,0.8435461521148682,182.75082397460938
2026-08-01,PT_Emdr Therapy,Emdr Therapy,PT,TDB,1.0115361213684082,29.269655227661133
2026-08-01,PT_Emotion Regulation Training,Emotion Regulation Training,PT,TDB,0.6427377462387085,2.0114781856536865
2026-08-01,PT_Expressive Writing And Journaling,Expressive Writing And Journaling,PT,TDB,0.15068519115447998,0.1626305878162384
2026-08-01,PT_Fecal Microbiota Transplant,Fecal Microbiota Transplant,PT,TDB,-0.013501911424100399,0.0
2026-08-01,PT_Focused Ultrasound Therapy,Focused Ultrasound Therapy,PT,TDB,0.41344138979911804,0.9666445851325989
2026-08-01,PT_Hypnotherapy,Hypnotherapy,PT,TDB,1.1094120740890503,25.334426879882812
2026-08-01,PT_Immunotherapy For Neuropsychiatric Disorders,Immunotherapy For Neuropsychiatric Disorders,PT,TDB,1.048068881034851,19.682931900024414
2026-08-01,PT_Interpersonal Psychotherapy,Interpersonal Psychotherapy,PT,TDB,0.6202645897865295,4.1546549797058105
2026-08-01,PT_Ketamine Therapy,Ketamine Therapy,PT,TDB,1.1790138483047485,22.81075668334961
2026-08-01,PT_Light Therapy,Light Therapy,PT,TDB,1.0549473762512207,16.23166275024414
2026-08-01,PT_Lithium Therapy,Lithium Therapy,PT,TDB,0.07112959772348404,0.08127819001674652
2026-08-01,PT_Machine Learning Neuroimaging,Machine Learning Neuroimaging,PT,TDB,2.0599350929260254,9.520709037780762
2026-08-01,PT_Meditation And Relaxation Techniques,Meditation And Relaxation Techniques,PT,TDB,0.3492874205112457,0.9732500314712524
2026-08-01,PT_Memory Retrieval Techniques,Memory Retrieval Techniques,PT,TDB,-0.00888632982969284,0.0
2026-08-01,PT_Mentalization Based Treatment,Mentalization Based Treatment,PT,TDB,0.9791550636291504,7.987077236175537
2026-08-01,PT_Metabolic And Enzyme Targeted Therapy,Metabolic And Enzyme Targeted Therapy,PT,TDB,0.4203716814517975,0.7909727692604065
2026-08-01,PT_Metaverse,Metaverse,PT,TDB,-0.014599435962736607,0.0
2026-08-01,PT_Mindfulness Based Stress Reduction,Mindfulness Based Stress Reduction,PT,TDB,0.9006239771842957,26.863927841186523
2026-08-01,PT_Mood Stabilizers,Mood Stabilizers,PT,TDB,0.9987987279891968,45.87102508544922
2026-08-01,PT_Motivational Interviewing,Motivational Interviewing,PT,TDB,1.1363277435302734,64.53334045410156
2026-08-01,PT_Music Therapy,Music Therapy,PT,TDB,0.8642120957374573,12.315755844116211
2026-08-01,PT_Naltrexone,Naltrexone,PT,TDB,1.2452577352523804,23.386333465576172
2026-08-01,PT_Narrative Exposure Therapy,Narrative Exposure Therapy,PT,TDB,0.8434877991676331,26.105690002441406
2026-08-01,PT_Neurobiological Assessments For Mental Disorders,Neurobiological Assessments For Mental Disorders,PT,TDB,0.170320525765419,0.18568482995033264
2026-08-01,PT_Neurocognitive Training,Neurocognitive Training,PT,TDB,0.7648481726646423,1.383457064628601
2026-08-01,PT_Neurofeedback Systems,Neurofeedback Systems,PT,TDB,0.32523611187934875,0.3843574821949005
2026-08-01,PT_Neuromodulation Techniques,Neuromodulation Techniques,PT,TDB,0.7362471222877502,12.160836219787598
2026-08-01,PT_Neuroplasticity Techniques,Neuroplasticity Techniques,PT,TDB,0.05144261196255684,0.11290298402309418
2026-08-01,PT_Neuroprotective Agents,Neuroprotective Agents,PT,TDB,1.0168887376785278,27.368698120117188
2026-08-01,PT_Occupational Therapy,Occupational Therapy,PT,TDB,1.0898665189743042,68.69796752929688
2026-08-01,PT_Oxytocin Therapy,Oxytocin Therapy,PT,TDB,0.9846202731132507,1.676795244216919
2026-08-01,PT_Personalized Medicine,Personalized Medicine,PT,TDB,0.9108706116676331,302.8450622558594
2026-08-01,PT_Pharmacogenomic Testing,Pharmacogenomic Testing,PT,TDB,1.4962700605392456,15.05235481262207
2026-08-01,PT_Privacy Preserving Ai In Digital Mental Health,Privacy Preserving AI In Digital Mental Health,PT,TDB,-0.013704988174140453,0.0
2026-08-01,PT_Prolonged Exposure Therapy,Prolonged Exposure Therapy,PT,TDB,0.02581678330898285,0.05391573905944824
2026-08-01,PT_Psilocybin Assisted Therapy,Psilocybin Assisted Therapy,PT,TDB,-0.014682832174003124,0.0
2026-08-01,PT_Psychoeducation Programs,Psychoeducation Programs,PT,TDB,0.4319343864917755,1.0040528774261475
2026-08-01,PT_Psychophysiological Metrics For Treatment Response,Psychophysiological Metrics For Treatment Response,PT,TDB,0.2852582335472107,0.49794942140579224
2026-08-01,PT_Reality Testing Techniques,Reality Testing Techniques,PT,TDB,-0.013458560220897198,0.0
2026-08-01,PT_Regenerative Medicine Approaches,Regenerative Medicine Approaches,PT,TDB,0.6415618658065796,17.855510711669922
2026-08-01,PT_Resting State Fmri,Resting State FMRI,PT,TDB,0.7620590329170227,27.387521743774414
2026-08-01,PT_Schema Therapy,Schema Therapy,PT,TDB,1.3446177244186401,2.836719512939453
2026-08-01,PT_Secure Data Storage For Patient Records,Secure Data Storage For Patient Records,PT,TDB,0.027524434030056,0.02790673077106476
2026-08-01,PT_Selective Serotonin Reuptake Inhibitors,Selective Serotonin Reuptake Inhibitors,PT,TDB,0.9695866107940674,65.52843475341797
2026-08-01,PT_Sleep Pattern Monitoring And Manipulation,Sleep Pattern Monitoring And Manipulation,PT,TDB,-0.013730932958424091,0.0
2026-08-01,PT_Smart Wearable Mental Health Trackers,Smart Wearable Mental Health Trackers,PT,TDB,-0.013579119928181171,0.0
2026-08-01,PT_Social Skills Training,Social Skills Training,PT,TDB,1.067976474761963,24.8284969329834
2026-08-01,PT_Speech Language Therapy,Speech Language Therapy,PT,TDB,0.546286404132843,1.0202020406723022
2026-08-01,PT_Stem Cell Therapy For Neurological Disorders,Stem Cell Therapy For Neurological Disorders,PT,TDB,0.3942631781101227,2.0830888748168945
2026-08-01,PT_Stimulant And Wake Promoting Agents,Stimulant And Wake Promoting Agents,PT,TDB,1.188549280166626,39.631080627441406
2026-08-01,PT_Traditional And Alternative Medicine Approaches,Traditional And Alternative Medicine Approaches,PT,TDB,0.5932790637016296,8.157394409179688
2026-08-01,PT_Transcranial Direct Current Stimulation,Transcranial Direct Current Stimulation,PT,TDB,0.8655468225479126,39.026798248291016
2026-08-01,PT_Transcranial Magnetic Stimulation,Transcranial Magnetic Stimulation,PT,TDB,0.949743926525116,188.11663818359375
2026-08-01,PT_Transference Focused Psychotherapy,Transference Focused Psychotherapy,PT,TDB,1.1232386827468872,10.238256454467773
2026-08-01,PT_Trauma Focused Cbt,Trauma Focused Cbt,PT,TDB,0.5867663621902466,2.795806884765625
2026-08-01,PT_Vagus Nerve Stimulation,Vagus Nerve Stimulation,PT,TDB,1.1161468029022217,15.865525245666504
2026-08-01,PT_Virtual Reality Exposure Therapy,Virtual Reality Exposure Therapy,PT,TDB,0.8872630596160889,7.2053327560424805
2026-08-01,PT_Vocal And Speech Biomarkers,Vocal And Speech Biomarkers,PT,TDB,-0.013916677795350552,0.0
2026-08-01,PT_Voxel Based Lesion Symptom Mapping,Voxel Based Lesion Symptom Mapping,PT,TDB,0.48308420181274414,0.9300819039344788
2026-09-01,RMD_Anorexia Nervosa,Anorexia Nervosa,RMD,TDB,1.908972144126892,362.8972473144531
2026-09-01,RMD_Antisocial Personality Disorder,Antisocial Personality Disorder,RMD,TDB,1.2061028480529785,44.73487854003906
2026-09-01,RMD_Autosarcophagy,Autosarcophagy,RMD,TDB,0.6043962836265564,0.8301469683647156
2026-09-01,RMD_Avoidant Personality Disorder,Avoidant Personality Disorder,RMD,TDB,1.5660407543182373,16.464336395263672
2026-09-01,RMD_Boanthropy,Boanthropy,RMD,TDB,0.807483971118927,2.304877519607544
2026-09-01,RMD_Body Integrity Dysphoria,Body Integrity Dysphoria,RMD,TDB,1.724822998046875,32.832881927490234
2026-09-01,RMD_Brief Psychotic Disorder,Brief Psychotic Disorder,RMD,TDB,1.1932752132415771,2.4105851650238037
2026-09-01,RMD_Capgras Syndrome,Capgras Syndrome,RMD,TDB,1.5759174823760986,24.581043243408203
2026-09-01,RMD_Childhood Disintegrative Disorder,Childhood Disintegrative Disorder,RMD,TDB,1.6895020008087158,32.60787582397461
2026-09-01,RMD_Chronic Traumatic Encephalopathy,Chronic Traumatic Encephalopathy,RMD,TDB,2.060973644256592,436.705078125
2026-09-01,RMD_Circadian Rhythm Sleep Wake Disorder,Circadian Rhythm Sleep Wake Disorder,RMD,TDB,1.2258222103118896,2.750577688217163
2026-09-01,RMD_Cotard Syndrome,Cotard Syndrome,RMD,TDB,1.536360740661621,5.318258762359619
2026-09-01,RMD_Cyclothymic Disorder,Cyclothymic Disorder,RMD,TDB,1.9831295013427734,240.53497314453125
2026-09-01,RMD_Delusional Disorder,Delusional Disorder,RMD,TDB,0.5617343187332153,1.7105488777160645
2026-09-01,RMD_Diogenes Syndrome,Diogenes Syndrome,RMD,TDB,1.7071001529693604,4.572292804718018
2026-09-01,RMD_Disinhibited Social Engagement Disorder,Disinhibited Social Engagement Disorder,RMD,TDB,1.0894039869308472,4.656528472900391
2026-09-01,RMD_Dissociative Amnesia,Dissociative Amnesia,RMD,TDB,1.6034579277038574,6.027365207672119
2026-09-01,RMD_Dissociative Fugue,Dissociative Fugue,RMD,TDB,1.9298378229141235,40.5849609375
2026-09-01,RMD_Ekbom Syndrome,Ekbom Syndrome,RMD,TDB,1.523447036743164,47.84606170654297
2026-09-01,RMD_Erotomania,Erotomania,RMD,TDB,1.9537959098815918,83.96009063720703
2026-09-01,RMD_Factitious Disorder,Factitious Disorder,RMD,TDB,2.0757999420166016,276.1534423828125
2026-09-01,RMD_Fregoli Delusion,Fregoli Delusion,RMD,TDB,0.9488929510116577,1.5828487873077393
2026-09-01,RMD_Ganser Syndrome,Ganser Syndrome,RMD,TDB,2.297743082046509,13.387121200561523
2026-09-01,RMD_Hallucinogen Persisting Perception Disorder,Hallucinogen Persisting Perception Disorder,RMD,TDB,2.0795390605926514,156.1869659423828
2026-09-01,RMD_Histrionic Personality Disorder,Histrionic Personality Disorder,RMD,TDB,1.2889701128005981,16.7442569732666
2026-09-01,RMD_Hypergraphia,Hypergraphia,RMD,TDB,1.0458877086639404,5.073554515838623
2026-09-01,RMD_Hyperthymesia,Hyperthymesia,RMD,TDB,1.9693049192428589,77.7225112915039
2026-09-01,RMD_Impulse Control Disorders,Impulse Control Disorders,RMD,TDB,1.3469154834747314,71.38020324707031
2026-09-01,RMD_Intermetamorphosis Syndrome,Intermetamorphosis Syndrome,RMD,TDB,0.010058664716780186,0.026993893086910248
2026-09-01,RMD_Kleine Levin Syndrome,Kleine Levin Syndrome,RMD,TDB,1.408510446548462,16.7188663482666
2026-09-01,RMD_Kleptomania,Kleptomania,RMD,TDB,2.307805299758911,38.33633804321289
2026-09-01,RMD_Koro,Koro,RMD,TDB,1.06300687789917,3.4925894737243652
2026-09-01,RMD_Landau Kleffner Syndrome,Landau Kleffner Syndrome,RMD,TDB,1.671464204788208,10.746048927307129
2026-09-01,RMD_Narcissistic Personality Disorder,Narcissistic Personality Disorder,RMD,TDB,2.018376350402832,366.2381896972656
2026-09-01,RMD_Olfactory Reference Syndrome,Olfactory Reference Syndrome,RMD,TDB,1.577589511871338,92.66618347167969
2026-09-01,RMD_Othello Syndrome,Othello Syndrome,RMD,TDB,1.4390532970428467,18.187475204467773
2026-09-01,RMD_Palilalia,Palilalia,RMD,TDB,0.7807629108428955,2.338332414627075
2026-09-01,RMD_Postpartum Psychosis,Postpartum Psychosis,RMD,TDB,2.305575370788574,33.297977447509766
2026-09-01,RMD_Pyromania,Pyromania,RMD,TDB,1.7930455207824707,47.03715133666992
2026-09-01,RMD_Reactive Attachment Disorder,Reactive Attachment Disorder,RMD,TDB,2.2447495460510254,166.4958038330078
2026-09-01,RMD_Reduplicative Paramnesia,Reduplicative Paramnesia,RMD,TDB,1.2989579439163208,2.6654751300811768
2026-09-01,RMD_Rumination Disorder,Rumination Disorder,RMD,TDB,1.8554799556732178,83.89659118652344
2026-09-01,RMD_Savant Syndrome,Savant Syndrome,RMD,TDB,1.1897192001342773,16.823081970214844
2026-09-01,RMD_Schizoaffective Disorder,Schizoaffective Disorder,RMD,TDB,1.5501770973205566,91.28581237792969
2026-09-01,RMD_Schizotypal Personality Disorder,Schizotypal Personality Disorder,RMD,TDB,2.027451276779175,240.86782836914062
2026-09-01,RMD_Selective Mutism,Selective Mutism,RMD,TDB,2.6875040531158447,54.3651237487793
2026-09-01,RMD_Stendhal Syndrome,Stendhal Syndrome,RMD,TDB,0.9318899512290955,3.5735526084899902
2026-09-01,RMD_Wendigo Psychosis,Wendigo Psychosis,RMD,TDB,0.6258379817008972,1.2037396430969238
2026-09-01,PT_Acceptance And Commitment Therapy,Acceptance And Commitment Therapy,PT,TDB,1.0172425508499146,38.37689208984375
2026-09-01,PT_Animal Assisted Therapy,Animal Assisted Therapy,PT,TDB,1.3122714757919312,8.145194053649902
2026-09-01,PT_Anticonvulsant Therapy,Anticonvulsant Therapy,PT,TDB,0.3952636122703552,2.624828577041626
2026-09-01,PT_Antidepressants,Antidepressants,PT,TDB,0.9191793203353882,129.06544494628906
2026-09-01,PT_Antipsychotic Medications,Antipsychotic Medications,PT,TDB,-0.013887814246118069,0.0
2026-09-01,PT_Anxiolytic Medications,Anxiolytic Medications,PT,TDB,0.8870901465415955,77.15824890136719
2026-09-01,PT_Art Therapy,Art Therapy,PT,TDB,0.41137897968292236,3.160898208618164
2026-09-01,PT_Augmentative Communication Devices,Augmentative Communication Devices,PT,TDB,0.3152035176753998,0.5480017066001892
2026-09-01,PT_Behavioral Activation Therapy,Behavioral Activation Therapy,PT,TDB,0.531028687953949,2.0310187339782715
2026-09-01,PT_Biofeedback Devices,Biofeedback Devices,PT,TDB,0.5639470815658569,0.8507065773010254
2026-09-01,PT_Blockchain For Data Protection,Blockchain For Data Protection,PT,TDB,-0.013478009961545467,0.0
2026-09-01,PT_Brain Computer Interface,Brain Computer Interface,PT,TDB,0.8991624116897583,66.45965576171875
2026-09-01,PT_Cbt For Insomnia,Cbt For Insomnia,PT,TDB,1.5035743713378906,3.497736930847168
2026-09-01,PT_Chronotherapy,Chronotherapy,PT,TDB,1.038630723953247,2.621579647064209
2026-09-01,PT_Closed Loop Neurostimulation,Closed Loop Neurostimulation,PT,TDB,1.2158586978912354,30.919496536254883
2026-09-01,PT_Clozapine Protocol,Clozapine Protocol,PT,TDB,-0.014534235931932926,0.0
2026-09-01,PT_Cognitive Assistive Technologies,Cognitive Assistive Technologies,PT,TDB,0.03635532408952713,0.03702426329255104
2026-09-01,PT_Cognitive Behavioral Therapy,Cognitive Behavioral Therapy,PT,TDB,0.9265750050544739,144.1332244873047
2026-09-01,PT_Cognitive Enhancement Programs,Cognitive Enhancement Programs,PT,TDB,0.08303897082805634,0.18411317467689514
2026-09-01,PT_Cultural Psychiatry Interventions,Cultural Psychiatry Interventions,PT,TDB,0.17197825014591217,0.18765200674533844
2026-09-01,PT_Deep Brain Stimulation,Deep Brain Stimulation,PT,TDB,0.8877668976783752,12.65322208404541
2026-09-01,PT_Dialectical Behavior Therapy,Dialectical Behavior Therapy,PT,TDB,0.995077908039093,29.34235191345215
2026-09-01,PT_Dietary Interventions And Supplements,Dietary Interventions And Supplements,PT,TDB,0.147091805934906,0.1584603190422058
2026-09-01,PT_Digital Health Tools,Digital Health Tools,PT,TDB,0.7570940256118774,44.64375686645508
2026-09-01,PT_Digital Imaging Technologies For Brain Scanning,Digital Imaging Technologies For Brain Scanning,PT,TDB,0.05522532016038895,0.09474413096904755
2026-09-01,PT_Digital Phenotyping,Digital Phenotyping,PT,TDB,1.351487159729004,17.55314826965332
2026-09-01,PT_Digital Therapeutics,Digital Therapeutics,PT,TDB,-0.013933784328401089,0.0
2026-09-01,PT_Electroconvulsive Therapy,Electroconvulsive Therapy,PT,TDB,-0.01393906306475401,0.0
2026-09-01,PT_Electroencephalography,Electroencephalography,PT,TDB,0.8437190055847168,182.9471893310547
2026-09-01,PT_Emdr Therapy,Emdr Therapy,PT,TDB,1.0098618268966675,29.099279403686523
2026-09-01,PT_Emotion Regulation Training,Emotion Regulation Training,PT,TDB,0.6415941119194031,2.0055766105651855
2026-09-01,PT_Expressive Writing And Journaling,Expressive Writing And Journaling,PT,TDB,0.1525026261806488,0.1647455245256424
2026-09-01,PT_Fecal Microbiota Transplant,Fecal Microbiota Transplant,PT,TDB,-0.013783498667180538,0.0
2026-09-01,PT_Focused Ultrasound Therapy,Focused Ultrasound Therapy,PT,TDB,0.41052737832069397,0.9572920203208923
2026-09-01,PT_Hypnotherapy,Hypnotherapy,PT,TDB,1.1040270328521729,24.91962432861328
2026-09-01,PT_Immunotherapy For Neuropsychiatric Disorders,Immunotherapy For Neuropsychiatric Disorders,PT,TDB,1.0432555675506592,19.397174835205078
2026-09-01,PT_Interpersonal Psychotherapy,Interpersonal Psychotherapy,PT,TDB,0.6197484135627747,4.14762544631958
2026-09-01,PT_Ketamine Therapy,Ketamine Therapy,PT,TDB,1.1720669269561768,22.37012481689453
2026-09-01,PT_Light Therapy,Light Therapy,PT,TDB,1.0491390228271484,15.963682174682617
2026-09-01,PT_Lithium Therapy,Lithium Therapy,PT,TDB,0.07042723894119263,0.08044417947530746
2026-09-01,PT_Machine Learning Neuroimaging,Machine Learning Neuroimaging,PT,TDB,2.049344539642334,9.394186019897461
2026-09-01,PT_Meditation And Relaxation Techniques,Meditation And Relaxation Techniques,PT,TDB,0.35081106424331665,0.9791091084480286
2026-09-01,PT_Memory Retrieval Techniques,Memory Retrieval Techniques,PT,TDB,-0.009305441752076149,0.0
2026-09-01,PT_Mentalization Based Treatment,Mentalization Based Treatment,PT,TDB,0.9708012938499451,7.820284843444824
2026-09-01,PT_Metabolic And Enzyme Targeted Therapy,Metabolic And Enzyme Targeted Therapy,PT,TDB,0.4174805283546448,0.7838088870048523
2026-09-01,PT_Metaverse,Metaverse,PT,TDB,-0.014913736842572689,0.0
2026-09-01,PT_Mindfulness Based Stress Reduction,Mindfulness Based Stress Reduction,PT,TDB,0.9005495309829712,26.856264114379883
2026-09-01,PT_Mood Stabilizers,Mood Stabilizers,PT,TDB,0.9968642592430115,45.52305221557617
2026-09-01,PT_Motivational Interviewing,Motivational Interviewing,PT,TDB,1.132561445236206,63.63114547729492
2026-09-01,PT_Music Therapy,Music Therapy,PT,TDB,0.8590552806854248,12.1116304397583
2026-09-01,PT_Naltrexone,Naltrexone,PT,TDB,1.2364968061447144,22.84445571899414
2026-09-01,PT_Narrative Exposure Therapy,Narrative Exposure Therapy,PT,TDB,0.8399266600608826,25.730690002441406
2026-09-01,PT_Neurobiological Assessments For Mental Disorders,Neurobiological Assessments For Mental Disorders,PT,TDB,0.16967083513736725,0.1849147528409958
2026-09-01,PT_Neurocognitive Training,Neurocognitive Training,PT,TDB,0.7622701525688171,1.376489520072937
2026-09-01,PT_Neurofeedback Systems,Neurofeedback Systems,PT,TDB,0.32377928495407104,0.3823421597480774
2026-09-01,PT_Neuromodulation Techniques,Neuromodulation Techniques,PT,TDB,0.7368536591529846,12.18880844116211
2026-09-01,PT_Neuroplasticity Techniques,Neuroplasticity Techniques,PT,TDB,0.05366712808609009,0.11806292831897736
2026-09-01,PT_Neuroprotective Agents,Neuroprotective Agents,PT,TDB,1.0146018266677856,27.15607261657715
2026-09-01,PT_Occupational Therapy,Occupational Therapy,PT,TDB,1.0860203504562378,67.66181182861328
2026-09-01,PT_Oxytocin Therapy,Oxytocin Therapy,PT,TDB,0.9791050553321838,1.662072777748108
2026-09-01,PT_Personalized Medicine,Personalized Medicine,PT,TDB,0.9105855226516724,302.30194091796875
2026-09-01,PT_Pharmacogenomic Testing,Pharmacogenomic Testing,PT,TDB,1.4894561767578125,14.850714683532715
2026-09-01,PT_Privacy Preserving Ai In Digital Mental Health,Privacy Preserving AI In Digital Mental Health,PT,TDB,-0.01403713133186102,0.0
2026-09-01,PT_Prolonged Exposure Therapy,Prolonged Exposure Therapy,PT,TDB,0.024919388815760612,0.05199374258518219
2026-09-01,PT_Psilocybin Assisted Therapy,Psilocybin Assisted Therapy,PT,TDB,-0.014974390156567097,0.0
2026-09-01,PT_Psychoeducation Programs,Psychoeducation Programs,PT,TDB,0.4293595552444458,0.9957652688026428
2026-09-01,PT_Psychophysiological Metrics For Treatment Response,Psychophysiological Metrics For Treatment Response,PT,TDB,0.28726285696029663,0.5022092461585999
2026-09-01,PT_Reality Testing Techniques,Reality Testing Techniques,PT,TDB,-0.013866662047803402,0.0
2026-09-01,PT_Regenerative Medicine Approaches,Regenerative Medicine Approaches,PT,TDB,0.6434372067451477,18.018077850341797
2026-09-01,PT_Resting State Fmri,Resting State FMRI,PT,TDB,0.7631565928459167,27.524648666381836
2026-09-01,PT_Schema Therapy,Schema Therapy,PT,TDB,1.3402493000030518,2.819995641708374
2026-09-01,PT_Secure Data Storage For Patient Records,Secure Data Storage For Patient Records,PT,TDB,0.027782749384641647,0.028172289952635765
2026-09-01,PT_Selective Serotonin Reuptake Inhibitors,Selective Serotonin Reuptake Inhibitors,PT,TDB,0.9675614237785339,64.94769287109375
2026-09-01,PT_Sleep Pattern Monitoring And Manipulation,Sleep Pattern Monitoring And Manipulation,PT,TDB,-0.014169110916554928,0.0
2026-09-01,PT_Smart Wearable Mental Health Trackers,Smart Wearable Mental Health Trackers,PT,TDB,-0.01406495925039053,0.0
2026-09-01,PT_Social Skills Training,Social Skills Training,PT,TDB,1.0653719902038574,24.62450408935547
2026-09-01,PT_Speech Language Therapy,Speech Language Therapy,PT,TDB,0.5450741052627563,1.0170519351959229
