node,year,month,forecast,ci_95,variance
RMD_Hypergraphia,0,1,15.064276695251465,0.031865596771240234,0.013215368613600731
RMD_Hyperthymesia,0,1,99.6037826538086,0.5108528137207031,3.3967952728271484
RMD_Impulse Control,0,1,23.51988410949707,0.02189350128173828,0.0062385736964643
RMD_Intermetamorphosis,0,1,4.358148097991943,0.0071353912353515625,0.0006627035327255726
RMD_Kleine-Levin,0,1,13.728312492370605,0.01629352569580078,0.003455220488831401
RMD_Kleptomania,0,1,63.823707580566406,0.06837272644042969,0.060862451791763306
RMD_Landau-Kleffner,0,1,2.706313133239746,0.007435917854309082,0.000719683535862714
RMD_Narcissistic Personality,0,1,56.2950325012207,0.05797386169433594,0.04373541846871376
RMD_Olfactory Reference,0,1,77.74935150146484,0.25414276123046875,0.840674638748169
RMD_Othello,0,1,61.16008377075195,0.09831809997558594,0.12579983472824097
RMD_Palilalia,0,1,75.808349609375,0.14342117309570312,0.2676677703857422
RMD_Paramnesia,0,1,14.27653694152832,0.022709369659423828,0.006713152397423983
RMD_Postpartum Psychosis,0,1,35.78799819946289,0.020681381225585938,0.005565359257161617
RMD_Psychogenic Amnesia,0,1,79.5987777709961,0.0491943359375,0.03149941563606262
RMD_Pyromania,0,1,53.78466796875,0.038818359375,0.01961093582212925
RMD_Reactive Attachment,0,1,43.881187438964844,0.02541351318359375,0.008407455869019032
RMD_Reduplicative Paramnesia,0,1,22.858842849731445,0.08785724639892578,0.10046010464429855
RMD_Rumination,0,1,66.23059844970703,0.08335113525390625,0.09040149301290512
RMD_Savant,0,1,88.90234375,0.06970596313476562,0.06326505541801453
RMD_Schizoaffective,0,1,145.36500549316406,0.181182861328125,0.42713090777397156
RMD_Schizotypal Personality,0,1,45.57118225097656,0.0576934814453125,0.04331602156162262
RMD_Selective Mutism,0,1,91.5909194946289,0.044681549072265625,0.025994403287768364
RMD_Stendhal,0,1,53.687599182128906,0.04683494567871094,0.02856389805674553
RMD_Walking Corpse,0,1,14.045897483825684,0.02658843994140625,0.009201448410749435
RMD_koro,0,1,22.47447395324707,0.04380035400390625,0.024969039484858513
Global_Disaster_Total,0,2,34.254981994628906,0.0066070556640625,0.0005675291176885366
Global_Holidays_Average,0,2,1.2427703142166138,0.0003333091735839844,1.4456371673077228e-06
Global_Holidays_Total,0,2,44.587867736816406,0.01210784912109375,0.0019084620289504528
PT_Animal-Assisted Interventions,0,2,29.297605514526367,0.10977554321289062,0.15684816241264343
PT_Antidepressants,0,2,151.25387573242188,0.16828155517578125,0.36866551637649536
PT_Antipsychotic Medications,0,2,77.17897033691406,0.06299972534179688,0.05163693055510521
PT_Behavioral Activation Therapy,0,2,84.63191223144531,0.369293212890625,1.7750450372695923
PT_Benzodiazepines,0,2,75.40364837646484,0.081573486328125,0.08661624044179916
PT_Biofeedback Devices,0,2,1.3900961875915527,0.001963794231414795,5.019597665523179e-05
PT_Brain Stimulation Technologies,0,2,0.5078930258750916,0.002321869134902954,7.016583549557254e-05
PT_Brain-Computer Interface,0,2,31.64808464050293,0.036950111389160156,0.017769919708371162
PT_Cognitive Behavioral Therapy,0,2,67.92512512207031,0.09882736206054688,0.12708152830600739
PT_Cognitive Enhancement Programs,0,2,0.09878574311733246,0.00019174814224243164,4.785227361026045e-07
PT_Cognitive Technologies,0,2,25.42022705078125,0.05904102325439453,0.04537087306380272
PT_Creative Arts Therapies,0,2,21.5421085357666,0.04350090026855469,0.024626638740301132
PT_Dietary Interventions & Supplements,0,2,0.4759798049926758,0.0007684677839279175,7.685865057283081e-06
PT_Digital Health Tools,0,2,83.6354751586914,0.28234100341796875,1.0373973846435547
PT_Digital Imaging Technologies for Brain Scanning,0,2,0.6409643888473511,0.0007152855396270752,6.658850452367915e-06
PT_Electroencephalography,0,2,52.70698928833008,0.1707134246826172,0.37930065393447876
PT_Exposure Therapy,0,2,19.856773376464844,0.03775310516357422,0.018550271168351173
PT_Expressive Writing & Journaling,0,2,2.516301393508911,0.004242539405822754,0.00023424727260135114
PT_Eye Movement Desensitization and Reprocessing,0,2,10.233405113220215,0.01705789566040039,0.0037873482797294855
PT_Genetic Testing,0,2,11.365327835083008,0.03274202346801758,0.013953723944723606
PT_Interpersonal Psychotherapy,0,2,14.842947006225586,0.00785684585571289,0.0008035637438297272
PT_Meditation and Relaxation Techniques,0,2,5.928213119506836,0.009891033172607422,0.0012733069015666842
PT_Metaverse,0,2,221.8959197998047,0.984527587890625,12.61640453338623
PT_Mindfulness-Based Stress Reduction,0,2,40.91834259033203,0.05859565734863281,0.04469510167837143
PT_Mood Stabilizers,0,2,180.13638305664062,0.6078109741210938,4.807705402374268
PT_Neurocognitive Training,0,2,3.096033811569214,0.008405327796936035,0.0009195390739478171
PT_Neurofeedback Systems,0,2,0.6969404220581055,0.001035541296005249,1.39566145662684e-05
PT_Neuromodulation Techniques,0,2,12.604065895080566,0.022298812866210938,0.006472668144851923
PT_Neuroprotective Agents,0,2,10.415078163146973,0.004599094390869141,0.00027540273731574416
PT_Peer Support Programs & Online Communities,0,2,0.013859094120562077,9.060697630047798e-05,1.0685351270467436e-07
PT_Personalized Medicine,0,2,151.2284698486328,0.5060806274414062,3.3339924812316895
PT_Privacy-Preserving AI in Digital Mental Health,0,2,8.675727844238281,0.02890300750732422,0.010872459039092064
PT_Psychoeducation Programs,0,2,2.58903169631958,0.005603432655334473,0.0004086706612724811
PT_Psychophysiological Metrics for Treatment Response,0,2,7.466433525085449,0.011326313018798828,0.001669886871241033
PT_Regenerative Medicine Approaches,0,2,3.2653021812438965,0.005299210548400879,0.00036546026240102947
PT_Resting-state Functional Magnetic Resonance Imaging,0,2,28.93337059020996,0.1175699234008789,0.1799139529466629
PT_Selective Serotonin Reuptake Inhibitors,0,2,41.93355941772461,0.14147377014160156,0.2605167627334595
PT_Social Skills Training,0,2,0.2984248697757721,0.0004960745573043823,3.2033251500251936e-06
PT_Stem Cell Therapy for Neurological Disorders,0,2,8.308493614196777,0.017548084259033203,0.004008189775049686
PT_Traditional & Alternative Medicine Approaches,0,2,61.37160110473633,0.162506103515625,0.343731164932251
PT_Transcranial Magnetic Stimulation,0,2,100.08386993408203,0.0828094482421875,0.08922573179006577
PT_Trauma-Focused CBT,0,2,9.43822193145752,0.014897346496582031,0.0028886806685477495
PT_Virtual Reality Exposure Therapy,0,2,9.113712310791016,0.007658481597900391,0.000763106974773109
PT_Voxel-based Lesion-Symptom Mapping,0,2,0.8780748248100281,0.0022182464599609375,6.404468877008185e-05
RMD_Anorexia nervosa,0,2,98.36810302734375,0.14238357543945312,0.2638784348964691
RMD_Antisocial Personality Disorder,0,2,60.90953826904297,0.045757293701171875,0.027266742661595345
RMD_Autosarcophagy,0,2,7.6690568923950195,0.01717543601989746,0.0038395971059799194
RMD_Avoidant Personality,0,2,72.53145599365234,0.16226959228515625,0.3427245318889618
RMD_Boanthropy,0,2,41.14720153808594,0.18120765686035156,0.4274011254310608
RMD_Body Integrity Dysphoria,0,2,18.415632247924805,0.012226104736328125,0.0019454621942713857
RMD_Brief Psychotic,0,2,61.502567291259766,0.08702659606933594,0.09856230765581131
RMD_Capgras,0,2,38.390846252441406,0.04483604431152344,0.026167448610067368
RMD_Childhood Disintegrative Disorder,0,2,30.679479598999023,0.02289295196533203,0.006820185575634241
RMD_Circadian Rhythm Sleep-Wake,0,2,2.2825927734375,0.004431247711181641,0.0002555561368353665
RMD_Cyclothymic,0,2,102.96173858642578,0.06027984619140625,0.04729751497507095
RMD_Delusional,0,2,120.7138671875,0.2780036926269531,1.0060728788375854
RMD_Dementia pugilistica,0,2,24.205373764038086,0.0961751937866211,0.12038566917181015
RMD_Diogenes,0,2,53.57295608520508,0.04590415954589844,0.027431845664978027
RMD_Disinhibited Social Engagement,0,2,14.137458801269531,0.048238277435302734,0.03028695099055767
RMD_Dissociative Fugue,0,2,35.81950759887695,0.025730133056640625,0.00861851405352354
RMD_Ekbom,0,2,64.06786346435547,0.07564163208007812,0.07448538392782211
RMD_Erotomanic,0,2,36.61274337768555,0.044200897216796875,0.025430338457226753
RMD_Factitious,0,2,104.41793060302734,0.07012176513671875,0.0640287920832634
RMD_Fregoli Delusion,0,2,30.601531982421875,0.07238292694091797,0.06819438934326172
RMD_Ganser,0,2,22.139558792114258,0.041977882385253906,0.022933252155780792
RMD_Hallucinogen-Induced Psychotic,0,2,82.88439178466797,0.32967376708984375,1.4147244691848755
RMD_Histrionic Personality,0,2,31.135141372680664,0.030378341674804688,0.01201079972088337
RMD_Hypergraphia,0,2,14.101569175720215,0.02482891082763672,0.008022747002542019
RMD_Hyperthymesia,0,2,83.77741241455078,0.3667755126953125,1.7510567903518677
RMD_Impulse Control,0,2,23.663928985595703,0.028449058532714844,0.010532707907259464
RMD_Intermetamorphosis,0,2,4.803511142730713,0.012104511260986328,0.001906979945488274
RMD_Kleine-Levin,0,2,14.231687545776367,0.02445840835571289,0.007786261383444071
RMD_Kleptomania,0,2,63.611083984375,0.060848236083984375,0.04819927364587784
RMD_Landau-Kleffner,0,2,2.6216275691986084,0.008091449737548828,0.0008521494455635548
RMD_Narcissistic Personality,0,2,63.617122650146484,0.07176017761230469,0.06703924387693405
RMD_Olfactory Reference,0,2,64.94366455078125,0.226806640625,0.6694983839988708
RMD_Othello,0,2,54.17586898803711,0.06969642639160156,0.06320049613714218
RMD_Palilalia,0,2,73.4805679321289,0.17022323608398438,0.37715059518814087
RMD_Paramnesia,0,2,14.707270622253418,0.027528762817382812,0.009864524006843567
RMD_Postpartum Psychosis,0,2,36.26611328125,0.030546188354492188,0.012147377245128155
RMD_Psychogenic Amnesia,0,2,81.27918243408203,0.07117080688476562,0.0659269243478775
RMD_Pyromania,0,2,51.19272994995117,0.042484283447265625,0.023486914113163948
RMD_Reactive Attachment,0,2,48.44083023071289,0.033641815185546875,0.014735644683241844
RMD_Reduplicative Paramnesia,0,2,20.14884376525879,0.06630611419677734,0.057221826165914536
RMD_Rumination,0,2,69.33795928955078,0.1078643798828125,0.15144528448581696
RMD_Savant,0,2,88.99374389648438,0.08560943603515625,0.09539981186389923
RMD_Schizoaffective,0,2,151.47401428222656,0.1495513916015625,0.2911892533302307
RMD_Schizotypal Personality,0,2,44.686161041259766,0.05707550048828125,0.04240409657359123
RMD_Selective Mutism,0,2,93.44183349609375,0.06421661376953125,0.05365948751568794
RMD_Stendhal,0,2,59.56934356689453,0.09074592590332031,0.10720714181661606
RMD_Walking Corpse,0,2,14.1135892868042,0.03555774688720703,0.016456279903650284
RMD_koro,0,2,23.05951499938965,0.047725677490234375,0.029642468318343163
Global_Disaster_Total,0,3,32.876014709472656,0.00675201416015625,0.0005929641192778945
Global_Holidays_Average,0,3,1.214447259902954,0.00030922889709472656,1.2443139212336973e-06
Global_Holidays_Total,0,3,43.63679122924805,0.00830078125,0.0008973968797363341
PT_Animal-Assisted Interventions,0,3,18.43316078186035,0.07118892669677734,0.06596046686172485
PT_Antidepressants,0,3,125.63616180419922,0.11068344116210938,0.15946920216083527
PT_Antipsychotic Medications,0,3,65.74481964111328,0.048915863037109375,0.03115958161652088
PT_Behavioral Activation Therapy,0,3,29.429698944091797,0.09246540069580078,0.11127040535211563
PT_Benzodiazepines,0,3,63.745304107666016,0.044612884521484375,0.025897402316331863
PT_Biofeedback Devices,0,3,1.2070724964141846,0.0014524459838867188,2.7459876946522854e-05
PT_Brain Stimulation Technologies,0,3,0.47641894221305847,0.003328964114189148,0.00014423509128391743
PT_Brain-Computer Interface,0,3,24.86525535583496,0.02237987518310547,0.006516700144857168
PT_Cognitive Behavioral Therapy,0,3,60.285213470458984,0.07276535034179688,0.0689411610364914
PT_Cognitive Enhancement Programs,0,3,0.06955844908952713,0.00017230212688446045,3.863913775603578e-07
PT_Cognitive Technologies,0,3,24.417360305786133,0.05444908142089844,0.0385889895260334
PT_Creative Arts Therapies,0,3,13.849081039428711,0.02866220474243164,0.010693613439798355
PT_Dietary Interventions & Supplements,0,3,0.3362783193588257,0.0005559474229812622,4.022502253064886e-06
PT_Digital Health Tools,0,3,39.72772979736328,0.10802650451660156,0.15189234912395477
PT_Digital Imaging Technologies for Brain Scanning,0,3,0.5703825950622559,0.0006868541240692139,6.1405517044477165e-06
PT_Electroencephalography,0,3,42.48773956298828,0.14478302001953125,0.2728135585784912
PT_Exposure Therapy,0,3,13.660433769226074,0.033747196197509766,0.014821586199104786
PT_Expressive Writing & Journaling,0,3,1.952901840209961,0.003023087978363037,0.00011895433999598026
PT_Eye Movement Desensitization and Reprocessing,0,3,9.364532470703125,0.013348579406738281,0.0023191485088318586
PT_Genetic Testing,0,3,9.485376358032227,0.01773214340209961,0.00409234594553709
PT_Interpersonal Psychotherapy,0,3,13.498906135559082,0.006999969482421875,0.0006376343662850559
