t,Global_Disaster_Total,Global_Holidays_Average,Global_Holidays_Total,PT_Animal-Assisted Interventions,PT_Antidepressants,PT_Antipsychotic Medications,PT_Behavioral Activation Therapy,PT_Benzodiazepines,PT_Biofeedback Devices,PT_Brain Stimulation Technologies,PT_Brain-Computer Interface,PT_Cognitive Behavioral Therapy,PT_Cognitive Enhancement Programs,PT_Cognitive Technologies,PT_Creative Arts Therapies,PT_Dietary Interventions & Supplements,PT_Digital Health Tools,PT_Digital Imaging Technologies for Brain Scanning,PT_Electroencephalography,PT_Exposure Therapy,PT_Expressive Writing & Journaling,PT_Eye Movement Desensitization and Reprocessing,PT_Genetic Testing,PT_Interpersonal Psychotherapy,PT_Meditation and Relaxation Techniques,PT_Metaverse,PT_Mindfulness-Based Stress Reduction,PT_Mood Stabilizers,PT_Neurocognitive Training,PT_Neurofeedback Systems,PT_Neuromodulation Techniques,PT_Neuroprotective Agents,PT_Peer Support Programs & Online Communities,PT_Personalized Medicine,PT_Privacy-Preserving AI in Digital Mental Health,PT_Psychoeducation Programs,PT_Psychophysiological Metrics for Treatment Response,PT_Regenerative Medicine Approaches,PT_Resting-state Functional Magnetic Resonance Imaging,PT_Selective Serotonin Reuptake Inhibitors,PT_Social Skills Training,PT_Stem Cell Therapy for Neurological Disorders,PT_Traditional & Alternative Medicine Approaches,PT_Transcranial Magnetic Stimulation,PT_Trauma-Focused CBT,PT_Virtual Reality Exposure Therapy,PT_Voxel-based Lesion-Symptom Mapping,RMD_Anorexia nervosa,RMD_Antisocial Personality Disorder,RMD_Autosarcophagy,RMD_Avoidant Personality,RMD_Boanthropy,RMD_Body Integrity Dysphoria,RMD_Brief Psychotic,RMD_Capgras,RMD_Childhood Disintegrative Disorder,RMD_Circadian Rhythm Sleep-Wake,RMD_Cyclothymic,RMD_Delusional,RMD_Dementia pugilistica,RMD_Diogenes,RMD_Disinhibited Social Engagement,RMD_Dissociative Fugue,RMD_Ekbom,RMD_Erotomanic,RMD_Factitious,RMD_Fregoli Delusion,RMD_Ganser,RMD_Hallucinogen-Induced Psychotic,RMD_Histrionic Personality,RMD_Hypergraphia,RMD_Hyperthymesia,RMD_Impulse Control,RMD_Intermetamorphosis,RMD_Kleine-Levin,RMD_Kleptomania,RMD_Landau-Kleffner,RMD_Narcissistic Personality,RMD_Olfactory Reference,RMD_Othello,RMD_Palilalia,RMD_Paramnesia,RMD_Postpartum Psychosis,RMD_Psychogenic Amnesia,RMD_Pyromania,RMD_Reactive Attachment,RMD_Reduplicative Paramnesia,RMD_Rumination,RMD_Savant,RMD_Schizoaffective,RMD_Schizotypal Personality,RMD_Selective Mutism,RMD_Stendhal,RMD_Walking Corpse,RMD_koro
-001-12,33.26282501220703,1.224968671798706,43.973960876464844,21.521137237548828,140.81549072265625,73.65675354003906,64.39798736572266,69.15473937988281,1.3337582349777222,0.4796580970287323,28.873517990112305,53.536067962646484,0.07755914330482483,29.321704864501953,20.14324188232422,0.30161553621292114,60.99024200439453,0.624904990196228,65.11740112304688,18.581655502319336,2.424109697341919,9.785161018371582,10.547338485717773,13.624556541442871,5.797380447387695,160.25881958007812,38.89821243286133,127.9837417602539,3.087324380874634,0.6690611243247986,11.285609245300293,10.008986473083496,0.011833141557872295,150.84938049316406,7.412715435028076,2.5903351306915283,6.546265602111816,3.2305591106414795,30.325284957885742,41.94587707519531,0.20318064093589783,7.5474395751953125,52.8124885559082,85.57485961914062,8.464154243469238,8.565366744995117,0.6770028471946716,106.13067626953125,58.08086013793945,7.526064872741699,61.48406219482422,37.90679168701172,18.81197166442871,55.019859313964844,34.440181732177734,31.11956214904785,2.0442941188812256,104.81523895263672,102.27909088134766,25.16120147705078,49.55630111694336,10.72178840637207,32.286766052246094,62.551265716552734,36.058326721191406,101.25483703613281,36.852176666259766,23.812631607055664,79.25714111328125,30.822341918945312,14.556060791015625,87.01313781738281,23.920602798461914,4.019913196563721,12.03311824798584,63.590755462646484,2.695209503173828,47.35398483276367,65.39409637451172,58.79661560058594,76.66124725341797,12.473177909851074,33.926937103271484,74.34285736083984,52.8427619934082,45.905235290527344,19.340669631958008,60.854888916015625,94.47373962402344,136.24154663085938,38.66537094116211,88.18991088867188,52.24089431762695,13.069061279296875,19.41918182373047
0000-01,33.85722732543945,1.2333446741104126,44.225982666015625,22.403100967407227,146.21678161621094,76.9671401977539,77.9631576538086,73.82986450195312,1.3751987218856812,0.42480695247650146,27.934097290039062,58.193119049072266,0.08091961592435837,28.89427375793457,22.778169631958008,0.407333105802536,67.15435791015625,0.6481027007102966,58.107574462890625,21.242916107177734,2.592977285385132,10.079713821411133,11.095161437988281,13.77234935760498,6.6725873947143555,204.1375732421875,43.999507904052734,155.10882568359375,3.316534996032715,0.6920779943466187,12.18407917022705,10.577679634094238,0.013956112787127495,175.8775177001953,7.546938419342041,2.724482536315918,7.464665412902832,3.551010847091675,35.59379959106445,36.438533782958984,0.20998282730579376,8.1658935546875,75.78311920166016,88.82229614257812,9.857952117919922,8.87440299987793,0.7123554348945618,107.50421905517578,61.525997161865234,8.24564266204834,69.00836944580078,41.88816452026367,17.946056365966797,61.34376907348633,38.020172119140625,32.34857940673828,2.2142274379730225,105.80851745605469,125.5728988647461,30.603580474853516,50.6373176574707,13.701767921447754,33.842952728271484,65.19964599609375,36.901817321777344,104.00959777832031,35.50525665283203,25.018756866455078,86.71006774902344,31.6101131439209,15.064276695251465,99.6037826538086,23.51988410949707,4.358148097991943,13.728312492370605,63.823707580566406,2.706313133239746,56.2950325012207,77.74935150146484,61.16008377075195,75.808349609375,14.27653694152832,35.78799819946289,79.5987777709961,53.78466796875,43.881187438964844,22.858842849731445,66.23059844970703,88.90234375,145.36500549316406,45.57118225097656,91.5909194946289,53.687599182128906,14.045897483825684,22.47447395324707
0000-02,34.254981994628906,1.2427703142166138,44.587867736816406,29.297605514526367,151.25387573242188,77.17897033691406,84.63191223144531,75.40364837646484,1.3900961875915527,0.5078930258750916,31.64808464050293,67.92512512207031,0.09878574311733246,25.42022705078125,21.5421085357666,0.4759798049926758,83.6354751586914,0.6409643888473511,52.70698928833008,19.856773376464844,2.516301393508911,10.233405113220215,11.365327835083008,14.842947006225586,5.928213119506836,221.8959197998047,40.91834259033203,180.13638305664062,3.096033811569214,0.6969404220581055,12.604065895080566,10.415078163146973,0.013859094120562077,151.2284698486328,8.675727844238281,2.58903169631958,7.466433525085449,3.2653021812438965,28.93337059020996,41.93355941772461,0.2984248697757721,8.308493614196777,61.37160110473633,100.08386993408203,9.43822193145752,9.113712310791016,0.8780748248100281,98.36810302734375,60.90953826904297,7.6690568923950195,72.53145599365234,41.14720153808594,18.415632247924805,61.502567291259766,38.390846252441406,30.679479598999023,2.2825927734375,102.96173858642578,120.7138671875,24.205373764038086,53.57295608520508,14.137458801269531,35.81950759887695,64.06786346435547,36.61274337768555,104.41793060302734,30.601531982421875,22.139558792114258,82.88439178466797,31.135141372680664,14.101569175720215,83.77741241455078,23.663928985595703,4.803511142730713,14.231687545776367,63.611083984375,2.6216275691986084,63.617122650146484,64.94366455078125,54.17586898803711,73.4805679321289,14.707270622253418,36.26611328125,81.27918243408203,51.19272994995117,48.44083023071289,20.14884376525879,69.33795928955078,88.99374389648438,151.47401428222656,44.686161041259766,93.44183349609375,59.56934356689453,14.1135892868042,23.05951499938965
0000-03,32.876014709472656,1.214447259902954,43.63679122924805,18.43316078186035,125.63616180419922,65.74481964111328,29.429698944091797,63.745304107666016,1.2070724964141846,0.47641894221305847,24.86525535583496,60.285213470458984,0.06955844908952713,24.417360305786133,13.849081039428711,0.3362783193588257,39.72772979736328,0.5703825950622559,42.48773956298828,13.660433769226074,1.952901840209961,9.364532470703125,9.485376358032227,13.498906135559082,4.821582317352295,79.55366516113281,41.676239013671875,81.81504821777344,2.7175800800323486,0.5918333530426025,8.885271072387695,10.163551330566406,0.005227747838944197,160.41152954101562,5.009079456329346,2.1530327796936035,5.345773696899414,3.4785194396972656,31.37847900390625,39.14851379394531,0.18777303397655487,5.95148229598999,35.9265251159668,88.29698181152344,6.7430219650268555,8.782374382019043,0.8379833698272705,88.9442367553711,59.40822219848633,6.117371559143066,46.7302360534668,35.360862731933594,18.729007720947266,55.80610275268555,32.04088592529297,28.36754608154297,2.104346752166748,97.96211242675781,68.88150024414062,23.078096389770508,44.39399719238281,11.687230110168457,30.941673278808594,55.83303451538086,29.901992797851562,90.35032653808594,30.788877487182617,21.52698516845703,64.99040985107422,28.720829010009766,15.462546348571777,72.42403411865234,20.744192123413086,3.6912574768066406,10.092874526977539,59.93106460571289,2.698817253112793,45.713077545166016,59.869789123535156,55.2200813293457,62.596824645996094,7.973556041717529,30.200584411621094,64.78474426269531,50.708316802978516,43.39350509643555,18.767091751098633,52.55281066894531,85.4168930053711,119.53799438476562,32.23293685913086,81.79222106933594,45.09173583984375,10.91943645477295,18.090551376342773
0000-04,33.2477912902832,1.2503330707550049,44.7794189453125,25.09209632873535,152.17979431152344,76.84391784667969,69.13754272460938,75.3552474975586,1.4020577669143677,0.5582766532897949,28.034671783447266,65.98954010009766,0.09660686552524567,31.418190002441406,23.40682601928711,0.3573598265647888,82.71879577636719,0.6593639850616455,73.84467315673828,21.32964324951172,2.611647605895996,10.564613342285156,10.808320045471191,13.921773910522461,6.368653297424316,183.77345275878906,38.6479377746582,146.0130615234375,3.503864288330078,0.7247105836868286,12.091764450073242,10.48474407196045,0.013054898008704185,165.4932861328125,7.0313262939453125,2.501392364501953,7.264074325561523,3.233968734741211,27.45552635192871,53.245487213134766,0.298799067735672,8.77721881866455,67.99530029296875,88.40379333496094,9.852014541625977,9.208429336547852,0.9465097784996033,120.06621551513672,60.76470184326172,8.427301406860352,70.77873229980469,38.14067459106445,19.798460006713867,58.78520965576172,38.4281005859375,30.994239807128906,2.1056511402130127,110.81002044677734,123.12718200683594,31.88460350036621,50.75434494018555,12.32851505279541,34.18619918823242,66.95098876953125,39.04245376586914,106.63016510009766,43.890724182128906,27.657272338867188,94.42285919189453,30.886091232299805,16.456205368041992,107.0186538696289,25.5670108795166,4.450375080108643,13.620400428771973,68.45057678222656,3.0192959308624268,57.016868591308594,77.45310974121094,64.99691772460938,83.61235809326172,13.835485458374023,35.51244354248047,78.23997497558594,56.523311614990234,49.759910583496094,23.022367477416992,67.57634735107422,99.42021942138672,151.08221435546875,43.25032043457031,91.1359634399414,54.38814926147461,14.920076370239258,17.82379913330078
0000-05,33.800960540771484,1.2436667680740356,44.5213623046875,17.85895538330078,121.96211242675781,70.35913848876953,39.686153411865234,61.40899658203125,1.1581485271453857,0.423834890127182,28.062728881835938,70.91065979003906,0.06740792840719223,18.76573944091797,16.1804141998291,0.33055055141448975,35.939273834228516,0.5478323698043823,45.30821990966797,13.932394027709961,2.0527184009552,7.9465179443359375,8.868518829345703,14.476387977600098,4.563752174377441,110.0372314453125,36.67020034790039,104.96499633789062,2.3787169456481934,0.5897680521011353,9.349798202514648,10.597888946533203,0.012396253645420074,127.88789367675781,5.547576427459717,2.2638986110687256,5.345422267913818,2.8585009574890137,23.546842575073242,29.02269744873047,0.23667778074741364,6.685503959655762,37.33396530151367,89.09691619873047,6.498990058898926,8.10472583770752,0.8926400542259216,91.00904083251953,59.43467330932617,5.572829246520996,48.55904769897461,29.786266326904297,18.377849578857422,53.41250228881836,31.07060432434082,30.10572052001953,1.9029680490493774,100.59129333496094,71.54788970947266,20.997819900512695,45.41604995727539,8.746520042419434,30.334060668945312,56.28643035888672,35.917686462402344,95.43067169189453,29.25889778137207,22.587501525878906,56.62879180908203,27.988887786865234,12.415346145629883,57.71046447753906,22.698972702026367,3.593135118484497,10.047148704528809,63.37214279174805,2.544553518295288,51.32639694213867,44.97018051147461,50.2072868347168,63.127384185791016,8.008478164672852,30.850326538085938,67.43415832519531,50.17372512817383,46.22109603881836,19.47284698486328,49.73020553588867,76.1340103149414,119.27750396728516,33.96002197265625,83.04129028320312,48.951210021972656,10.156149864196777,20.28375816345215
0000-06,34.3773078918457,1.276434302330017,45.768741607666016,12.351038932800293,108.21916198730469,64.11485290527344,21.01366424560547,53.526771545410156,1.0329395532608032,0.7139443755149841,23.675479888916016,68.02471923828125,0.07042868435382843,16.634342193603516,11.570358276367188,0.32100898027420044,26.150510787963867,0.45816102623939514,35.54615783691406,10.609312057495117,1.5991088151931763,8.620760917663574,7.345589637756348,15.397406578063965,3.7021098136901855,68.2680435180664,36.12800598144531,89.59613800048828,2.2049801349639893,0.5291735529899597,7.773637771606445,10.951658248901367,0.012492437846958637,137.2176513671875,4.348672389984131,1.91793692111969,4.102248668670654,2.9245095252990723,21.00189971923828,29.941133499145508,0.2724328339099884,4.8710150718688965,24.079938888549805,100.1764144897461,5.305229663848877,7.689619541168213,1.2077258825302124,81.33978271484375,65.98790740966797,4.463567733764648,38.90486145019531,26.8486328125,19.00760269165039,50.57004165649414,28.11136245727539,28.78627586364746,1.7214196920394897,97.08126068115234,50.54972457885742,24.991079330444336,42.65508270263672,7.7638702392578125,27.504865646362305,51.54190444946289,32.28167724609375,87.22344207763672,25.82410430908203,22.048988342285156,46.45042037963867,26.713592529296875,15.039772033691406,51.98316955566406,20.794458389282227,2.9737298488616943,8.423894882202148,61.8604850769043,2.5352284908294678,57.343814849853516,42.763858795166016,51.61949157714844,55.629093170166016,4.91234827041626,28.4875431060791,60.372039794921875,50.092044830322266,48.102264404296875,22.511159896850586,42.060821533203125,72.08966827392578,107.26224517822266,27.684642791748047,78.4255599975586,44.11738967895508,9.18441104888916,16.95599365234375
0000-07,34.04641342163086,1.231376051902771,44.154212951660156,16.629289627075195,131.0455322265625,78.08064270019531,59.630340576171875,67.84698486328125,1.2321767807006836,0.5741024017333984,25.540185928344727,55.60771179199219,0.08570179343223572,24.82877540588379,19.510652542114258,0.394519180059433,57.64988708496094,0.5846079587936401,51.23592758178711,20.564464569091797,2.4779052734375,9.816985130310059,8.723915100097656,14.239827156066895,5.8943376541137695,179.75157165527344,38.56748962402344,170.54440307617188,2.8154027462005615,0.6521218419075012,10.672530174255371,10.11341667175293,0.01134070660918951,146.39068603515625,8.168272018432617,2.3466110229492188,6.579410552978516,3.2688491344451904,25.87713623046875,49.61448287963867,0.2769075930118561,6.961051940917969,66.07526397705078,95.83611297607422,8.423697471618652,8.500015258789062,0.8439266681671143,113.82750701904297,60.99931716918945,8.325408935546875,60.59626007080078,33.638465881347656,18.16204261779785,56.893367767333984,35.471073150634766,32.128570556640625,1.9835988283157349,106.94754028320312,103.40064239501953,28.12070655822754,48.59274673461914,10.327276229858398,30.877859115600586,64.24308776855469,37.92340850830078,104.36712646484375,37.4017219543457,26.0302734375,72.61094665527344,31.2038631439209,16.440725326538086,83.09068298339844,24.2725772857666,3.705709934234619,12.494980812072754,64.53921508789062,2.502751588821411,55.84669494628906,64.74827575683594,60.913818359375,73.30912017822266,12.305486679077148,34.68070983886719,76.31864929199219,54.45249938964844,46.79832458496094,20.87468910217285,60.10840606689453,91.6748046875,138.54457092285156,41.88933181762695,88.52819061279297,50.34184646606445,12.53515911102295,21.947040557861328
0000-08,33.36231994628906,1.2207839488983154,43.86662673950195,15.404703140258789,119.80503845214844,68.90262603759766,37.260005950927734,60.32228088378906,1.1549934148788452,0.502470850944519,26.239604949951172,67.23763275146484,0.061435844749212265,20.727582931518555,16.47126579284668,0.26609140634536743,37.72138595581055,0.5693872570991516,30.682268142700195,13.69435977935791,1.8530343770980835,8.78388500213623,9.221449851989746,13.712677001953125,4.490407466888428,128.36309814453125,37.06596755981445,123.27642822265625,2.5255584716796875,0.6039366722106934,9.853137969970703,10.300504684448242,0.01271029096096754,156.08192443847656,6.9669189453125,2.622910976409912,5.45921516418457,3.2925703525543213,27.714160919189453,24.058446884155273,0.2256704419851303,6.251691818237305,32.68576431274414,85.09070587158203,6.4204912185668945,8.341052055358887,0.8407469391822815,81.49686431884766,62.737205505371094,6.188994884490967,49.52042007446289,35.049163818359375,17.800127029418945,52.55718994140625,32.04981231689453,30.82749366760254,1.9756860733032227,96.2074203491211,76.57975006103516,27.69607162475586,47.291481018066406,9.867741584777832,29.913938522338867,56.204349517822266,32.873291015625,91.8105697631836,25.131317138671875,21.83184242248535,62.78582000732422,29.679706573486328,11.885442733764648,70.80615234375,21.390459060668945,3.367239475250244,10.798717498779297,59.45063781738281,2.3899075984954834,49.760284423828125,58.56797790527344,48.834529876708984,66.03730773925781,7.919554710388184,31.232677459716797,68.8000717163086,49.56166458129883,44.36864471435547,21.322120666503906,51.18851089477539,79.64028930664062,122.41323852539062,33.59523391723633,84.08512115478516,49.67460250854492,10.963726043701172,17.575464248657227
0000-09,33.893394470214844,1.245219349861145,44.64503860473633,15.791207313537598,132.08929443359375,68.59292602539062,40.725990295410156,65.76853942871094,1.194629430770874,0.5915228128433228,25.5511417388916,64.08937072753906,0.08125459402799606,26.43354034423828,16.41270637512207,0.3770928680896759,49.538055419921875,0.5361855626106262,79.38970184326172,15.781326293945312,2.1299967765808105,10.389985084533691,9.214250564575195,13.902717590332031,5.155187129974365,83.7375259399414,37.925086975097656,78.69229125976562,3.0407371520996094,0.599977433681488,9.181546211242676,10.825432777404785,0.011493598110973835,146.96981811523438,4.037150859832764,2.060840129852295,5.710336685180664,3.0524771213531494,24.84906005859375,61.96395492553711,0.26353320479393005,6.601447582244873,45.88554382324219,91.78472137451172,7.500040531158447,8.280693054199219,0.9345029592514038,103.04585266113281,61.81850814819336,6.642270565032959,51.687015533447266,30.19902992248535,18.366548538208008,52.82179260253906,33.405250549316406,29.095489501953125,1.8474494218826294,104.50885772705078,81.0330810546875,26.945613861083984,44.463314056396484,9.31358528137207,30.601741790771484,59.10105514526367,33.603477478027344,95.50896453857422,38.988014221191406,23.277498245239258,66.19056701660156,28.48213005065918,16.093942642211914,73.09417724609375,22.78553581237793,3.377481460571289,10.635828018188477,63.29011535644531,2.9521400928497314,58.16639709472656,57.34934997558594,68.19182586669922,68.36994934082031,9.598376274108887,31.586231231689453,67.12615203857422,55.437076568603516,47.03938674926758,19.634151458740234,52.81183624267578,92.53759765625,127.58758544921875,35.6425666809082,83.56072998046875,44.34096145629883,11.74782943725586,19.84695816040039
