node,category,horizon,window_index,t_index,forecast,ci_95,lower,upper,actual
PT_Stem Cell Therapy for Neurological Disorders,PT,1,0,249,2.4367406368255615,0.021998286247253418,2.4148130416870117,2.4588096141815186,5.357804298400879
PT_Traditional & Alternative Medicine Approaches,PT,1,0,249,5.998985767364502,0.0555119514465332,5.943693161010742,6.054717063903809,54.67234802246094
PT_Transcranial Magnetic Stimulation,PT,1,0,249,107.14254760742188,1.7745285034179688,105.38257598876953,108.93163299560547,128.79209899902344
PT_Trauma-Focused CBT,PT,1,0,249,2.158912420272827,0.0263901948928833,2.132632255554199,2.185412645339966,8.426007270812988
PT_Virtual Reality Exposure Therapy,PT,1,0,249,5.936923027038574,0.04616880416870117,5.8909077644348145,5.983245372772217,8.583080291748047
PT_Voxel-based Lesion-Symptom Mapping,PT,1,0,249,0.8854455351829529,0.04122236371040344,0.844673752784729,0.9271184802055359,0.9166915416717529
RMD_Anorexia nervosa,RMD,1,0,249,54.154747009277344,0.7022113800048828,53.456993103027344,54.86141586303711,81.23932647705078
RMD_Antisocial Personality Disorder,RMD,1,0,249,62.74726486206055,0.9997539520263672,61.755367279052734,63.75487518310547,68.91815948486328
RMD_Autosarcophagy,RMD,1,0,249,2.0897793769836426,0.06754910945892334,2.0229685306549072,2.158066749572754,6.2543253898620605
RMD_Avoidant Personality,RMD,1,0,249,17.63841438293457,0.18798446655273438,17.45137596130371,17.82734489440918,54.30913162231445
RMD_Boanthropy,RMD,1,0,249,14.765724182128906,0.5845775604248047,14.191985130310059,15.361140251159668,32.680938720703125
RMD_Body Integrity Dysphoria,RMD,1,0,249,19.665369033813477,0.14162063598632812,19.52423095703125,19.807472229003906,19.95925521850586
RMD_Brief Psychotic,RMD,1,0,249,40.79057312011719,0.6154518127441406,40.179649353027344,41.410552978515625,48.907676696777344
RMD_Capgras,RMD,1,0,249,19.30923080444336,0.12376213073730469,19.185848236083984,19.433372497558594,34.77071762084961
RMD_Childhood Disintegrative Disorder,RMD,1,0,249,27.075305938720703,0.2521238327026367,26.824310302734375,27.32855796813965,34.35578918457031
RMD_Circadian Rhythm Sleep-Wake,RMD,1,0,249,1.2584455013275146,0.021904051303863525,1.2366477251052856,1.2804558277130127,1.9805291891098022
RMD_Cyclothymic,RMD,1,0,249,84.63693237304688,0.758392333984375,83.88189697265625,85.398681640625,92.01028442382812
RMD_Delusional,RMD,1,0,249,15.073770523071289,0.19498538970947266,14.879969596862793,15.269940376281738,72.54057312011719
RMD_Dementia pugilistica,RMD,1,0,249,14.111275672912598,1.2039885520935059,12.955175399780273,15.363152503967285,25.836931228637695
RMD_Diogenes,RMD,1,0,249,30.021867752075195,0.11046981811523438,29.91159439086914,30.13253402709961,49.677825927734375
RMD_Disinhibited Social Engagement,RMD,1,0,249,4.012012004852295,0.1015017032623291,3.9115376472473145,4.114541053771973,13.198634147644043
RMD_Dissociative Fugue,RMD,1,0,249,20.52912139892578,0.054381370544433594,20.474811553955078,20.583574295043945,28.409208297729492
RMD_Ekbom,RMD,1,0,249,38.697872161865234,0.4076423645019531,38.292320251464844,39.10760498046875,58.82793045043945
RMD_Erotomanic,RMD,1,0,249,25.534847259521484,0.5650310516357422,24.975828170776367,26.10589027404785,30.60366439819336
RMD_Factitious,RMD,1,0,249,68.35195922851562,0.3534660339355469,67.99937438964844,68.70630645751953,85.1864013671875
RMD_Fregoli Delusion,RMD,1,0,249,17.78376579284668,0.6045608520507812,17.188928604125977,18.39805030822754,20.854984283447266
RMD_Ganser,RMD,1,0,249,15.029500007629395,0.8138637542724609,14.236281394958496,15.864008903503418,23.245771408081055
RMD_Hallucinogen-Induced Psychotic,RMD,1,0,249,22.473617553710938,1.0523128509521484,21.44487953186035,23.54950523376465,47.83150863647461
RMD_Histrionic Personality,RMD,1,0,249,21.11096954345703,0.11992835998535156,20.991363525390625,21.231220245361328,30.01437759399414
RMD_Hypergraphia,RMD,1,0,249,14.260730743408203,0.48073577880859375,13.787565231323242,14.74903678894043,11.819906234741211
RMD_Hyperthymesia,RMD,1,0,249,26.673343658447266,2.6413917541503906,24.15772819519043,29.44051170349121,54.877079010009766
RMD_Impulse Control,RMD,1,0,249,17.25769805908203,0.20091915130615234,17.057884216308594,17.4597225189209,21.48890495300293
RMD_Intermetamorphosis,RMD,1,0,249,1.124089002609253,0.01571720838546753,1.1084299087524414,1.1398643255233765,4.292453289031982
RMD_Kleine-Levin,RMD,1,0,249,4.084529876708984,0.024624109268188477,4.059965133666992,4.109213352203369,11.851944923400879
RMD_Kleptomania,RMD,1,0,249,50.88291931152344,0.8770828247070312,50.01325607299805,51.76742172241211,53.955833435058594
RMD_Landau-Kleffner,RMD,1,0,249,1.9882005453109741,0.04994380474090576,1.938673973083496,2.0385615825653076,1.037337303161621
RMD_Narcissistic Personality,RMD,1,0,249,39.78723907470703,0.5747089385986328,39.216583251953125,40.36600112915039,26.809202194213867
RMD_Olfactory Reference,RMD,1,0,249,26.129281997680664,2.2878856658935547,23.93769645690918,28.51346778869629,54.38666915893555
RMD_Othello,RMD,1,0,249,42.559974670410156,0.610137939453125,41.95410919189453,43.17438507080078,34.64188766479492
RMD_Palilalia,RMD,1,0,249,38.436832427978516,1.1465873718261719,37.30691146850586,39.6000862121582,59.41879653930664
RMD_Paramnesia,RMD,1,0,249,1.1052628755569458,0.018700599670410156,1.0866453647613525,1.1240465641021729,4.068220138549805
RMD_Postpartum Psychosis,RMD,1,0,249,19.80748748779297,0.09139251708984375,19.716293334960938,19.899078369140625,29.777936935424805
RMD_Psychogenic Amnesia,RMD,1,0,249,37.76353454589844,0.07309913635253906,37.69050979614258,37.836708068847656,70.0203628540039
RMD_Pyromania,RMD,1,0,249,44.23816680908203,0.5266895294189453,43.71453857421875,44.76791763305664,40.89967727661133
RMD_Reactive Attachment,RMD,1,0,249,51.371864318847656,0.5800495147705078,50.7950325012207,51.95513153076172,37.650718688964844
RMD_Reduplicative Paramnesia,RMD,1,0,249,16.53994369506836,0.9293665885925293,15.635178565979004,17.493911743164062,17.747739791870117
RMD_Rumination,RMD,1,0,249,23.542360305786133,0.19854736328125,23.34461212158203,23.74170684814453,54.171634674072266
RMD_Savant,RMD,1,0,249,49.71723175048828,0.6385974884033203,49.08264923095703,50.35984420776367,70.41878509521484
RMD_Schizoaffective,RMD,1,0,249,70.85012817382812,0.6479835510253906,70.20506286621094,71.50102996826172,122.02457427978516
RMD_Schizotypal Personality,RMD,1,0,249,13.82300853729248,0.03306150436401367,13.789983749389648,13.856106758117676,35.933101654052734
RMD_Selective Mutism,RMD,1,0,249,59.78935623168945,0.10914993286132812,59.68029022216797,59.898590087890625,82.60784912109375
RMD_Stendhal,RMD,1,0,249,29.358444213867188,0.21444988250732422,29.144752502441406,29.573652267456055,39.046817779541016
RMD_Walking Corpse,RMD,1,0,249,4.996011734008789,0.10496640205383301,4.891964435577393,5.101897239685059,10.746359825134277
RMD_koro,RMD,1,0,249,15.681447982788086,0.19141912460327148,15.491125106811523,15.873963356018066,17.777013778686523
Global_Disaster_Total,Other,1,1,250,34.83060073852539,0.11987113952636719,34.710933685302734,34.95067596435547,37.79121398925781
Global_Holidays_Average,Other,1,1,250,1.238752007484436,0.005508005619049072,1.2332507371902466,1.2442667484283447,1.1336818933486938
Global_Holidays_Total,Other,1,1,250,44.462806701660156,0.1774272918701172,44.28572463989258,44.64057922363281,40.80305862426758
PT_Animal-Assisted Interventions,PT,1,1,250,4.091744899749756,0.07479000091552734,4.0175042152404785,4.167084217071533,12.240165710449219
PT_Antidepressants,PT,1,1,250,73.7951889038086,0.6440849304199219,73.15387725830078,74.44204711914062,97.6450424194336
PT_Antipsychotic Medications,PT,1,1,250,50.62211608886719,0.22772216796875,50.394901275634766,50.850345611572266,70.88741302490234
PT_Behavioral Activation Therapy,PT,1,1,250,3.504648208618164,0.02656102180480957,3.4781653881073,3.531287431716919,22.28122901916504
PT_Benzodiazepines,PT,1,1,250,37.14825439453125,0.2899150848388672,36.859439849853516,37.43927001953125,56.8125114440918
PT_Biofeedback Devices,PT,1,1,250,0.6790173053741455,0.01192578673362732,0.6671338677406311,0.6909854412078857,1.3501548767089844
PT_Brain Stimulation Technologies,PT,1,1,250,0.6702772378921509,0.044394344091415405,0.6264728307723999,0.7152615189552307,1.1500239372253418
PT_Brain-Computer Interface,PT,1,1,250,17.3753662109375,0.09900283813476562,17.276630401611328,17.47463607788086,16.582883834838867
PT_Cognitive Behavioral Therapy,PT,1,1,250,71.65271759033203,0.6330833435058594,71.02239227294922,72.28855895996094,68.57288360595703
PT_Cognitive Enhancement Programs,PT,1,1,250,0.011457670480012894,0.0020071123726665974,0.009452549740672112,0.013466774486005306,0.013063068501651287
PT_Cognitive Technologies,PT,1,1,250,8.230973243713379,0.32700037956237793,7.909762859344482,8.563763618469238,14.86695384979248
PT_Creative Arts Therapies,PT,1,1,250,4.616848468780518,0.04009056091308594,4.576900482177734,4.657081604003906,13.947157859802246
PT_Dietary Interventions & Supplements,PT,1,1,250,0.1457626223564148,0.0033256039023399353,0.14244182407855988,0.14909303188323975,0.18819387257099152
PT_Digital Health Tools,PT,1,1,250,5.311072826385498,0.09367775917053223,5.218090057373047,5.405445575714111,46.07006072998047
PT_Digital Imaging Technologies for Brain Scanning,PT,1,1,250,0.29309773445129395,0.0045994967222213745,0.288506418466568,0.29770541191101074,0.6185469031333923
PT_Electroencephalography,PT,1,1,250,41.441158294677734,0.48781585693359375,40.956146240234375,41.93177795410156,11.662945747375488
PT_Exposure Therapy,PT,1,1,250,3.9776995182037354,0.058595895767211914,3.9194483757019043,4.036640167236328,15.330255508422852
PT_Expressive Writing & Journaling,PT,1,1,250,0.8735971450805664,0.00943407416343689,0.8641867637634277,0.8830549120903015,2.073756217956543
PT_Eye Movement Desensitization and Reprocessing,PT,1,1,250,5.980640888214111,0.09518218040466309,5.886107921600342,6.076472282409668,7.560894012451172
PT_Genetic Testing,PT,1,1,250,3.681234359741211,0.034976959228515625,3.646388053894043,3.716341972351074,8.116829872131348
PT_Interpersonal Psychotherapy,PT,1,1,250,16.53894805908203,0.17408370971679688,16.3657283782959,16.713895797729492,15.768783569335938
PT_Meditation and Relaxation Techniques,PT,1,1,250,1.7814353704452515,0.028446435928344727,1.7531343698501587,1.8100272417068481,4.29581356048584
PT_Metaverse,PT,1,1,250,10.702027320861816,0.14865398406982422,10.554317474365234,10.851625442504883,93.91134643554688
PT_Mindfulness-Based Stress Reduction,PT,1,1,250,33.91685485839844,0.4389171600341797,33.48069381713867,34.35852813720703,44.9613037109375
PT_Mood Stabilizers,PT,1,1,250,25.73958969116211,0.27886962890625,25.462173461914062,26.019912719726562,139.7448272705078
PT_Neurocognitive Training,PT,1,1,250,1.42042875289917,0.04747450351715088,1.3734197616577148,1.4683687686920166,2.3833842277526855
PT_Neurofeedback Systems,PT,1,1,250,0.32440832257270813,0.005722150206565857,0.31869855523109436,0.3301428556442261,0.753162145614624
PT_Neuromodulation Techniques,PT,1,1,250,3.6428821086883545,0.027733683586120605,3.6152312755584717,3.670698642730713,9.82393741607666
PT_Neuroprotective Agents,PT,1,1,250,11.627090454101562,0.12851905822753906,11.499225616455078,11.756263732910156,12.124391555786133
PT_Peer Support Programs & Online Communities,PT,1,1,250,-0.043400201946496964,0.07786224782466888,-0.11809889227151871,0.03762560710310936,0.003096102038398385
PT_Personalized Medicine,PT,1,1,250,110.86809539794922,3.6939430236816406,107.23509216308594,114.62297821044922,166.39967346191406
PT_Privacy-Preserving AI in Digital Mental Health,PT,1,1,250,0.1423470675945282,0.00042881816625595093,0.1419183313846588,0.14277596771717072,10.618083953857422
PT_Psychoeducation Programs,PT,1,1,250,0.9515160322189331,0.005521595478057861,0.9460022449493408,0.9570454359054565,2.260993480682373
PT_Psychophysiological Metrics for Treatment Response,PT,1,1,250,2.1011507511138916,0.029523730278015137,2.0717673301696777,2.130814790725708,7.184943675994873
PT_Regenerative Medicine Approaches,PT,1,1,250,2.9063854217529297,0.060433387756347656,2.846419334411621,2.9672861099243164,4.604948997497559
PT_Resting-state Functional Magnetic Resonance Imaging,PT,1,1,250,13.40168571472168,0.6441988945007324,12.77188777923584,14.060285568237305,30.13456153869629
PT_Selective Serotonin Reuptake Inhibitors,PT,1,1,250,17.776443481445312,0.42368602752685547,17.357540130615234,18.204912185668945,6.356554985046387
PT_Social Skills Training,PT,1,1,250,0.3073329031467438,0.010928183794021606,0.2964503765106201,0.31830674409866333,0.2776712477207184
PT_Stem Cell Therapy for Neurological Disorders,PT,1,1,250,2.4122114181518555,0.02349245548248291,2.3888001441955566,2.4357850551605225,5.729180335998535
PT_Traditional & Alternative Medicine Approaches,PT,1,1,250,6.049215793609619,0.08103156089782715,5.968649864196777,6.130712985992432,63.74055099487305
PT_Transcranial Magnetic Stimulation,PT,1,1,250,114.25418090820312,1.5512237548828125,112.71339416503906,115.81584167480469,119.4487075805664
PT_Trauma-Focused CBT,PT,1,1,250,2.180877447128296,0.03404533863067627,2.1470143795013428,2.2151050567626953,8.31192684173584
PT_Virtual Reality Exposure Therapy,PT,1,1,250,5.989234924316406,0.048039913177490234,5.941359996795654,6.037439823150635,9.336434364318848
PT_Voxel-based Lesion-Symptom Mapping,PT,1,1,250,0.9084639549255371,0.03665289282798767,0.8721629977226257,0.9454687833786011,1.0359135866165161
RMD_Anorexia nervosa,RMD,1,1,250,55.33130645751953,0.6880035400390625,54.64750671386719,56.02351379394531,80.65215301513672
RMD_Antisocial Personality Disorder,RMD,1,1,250,62.4311637878418,0.9117450714111328,61.525970458984375,63.34946060180664,68.26008605957031
RMD_Autosarcophagy,RMD,1,1,250,2.2083098888397217,0.05796468257904053,2.1508688926696777,2.266798257827759,7.113978862762451
RMD_Avoidant Personality,RMD,1,1,250,17.54224395751953,0.31800270080566406,17.226970672607422,17.86297607421875,54.86647415161133
RMD_Boanthropy,RMD,1,1,250,14.618982315063477,0.5525956153869629,14.076157569885254,15.18134880065918,33.10646438598633
RMD_Body Integrity Dysphoria,RMD,1,1,250,20.114206314086914,0.1893768310546875,19.925678253173828,20.304431915283203,19.56251335144043
RMD_Brief Psychotic,RMD,1,1,250,40.46929168701172,0.5740509033203125,39.89921188354492,41.04731369018555,49.715065002441406
RMD_Capgras,RMD,1,1,250,19.306184768676758,0.07690238952636719,19.22943115234375,19.383235931396484,35.98905944824219
RMD_Childhood Disintegrative Disorder,RMD,1,1,250,26.493806838989258,0.25853443145751953,26.236488342285156,26.753557205200195,33.287322998046875
RMD_Circadian Rhythm Sleep-Wake,RMD,1,1,250,1.3036110401153564,0.022883892059326172,1.2808408737182617,1.326608657836914,1.848057508468628
RMD_Cyclothymic,RMD,1,1,250,84.97042083740234,0.6669578552246094,84.30607604980469,85.6399917602539,94.75193786621094
RMD_Delusional,RMD,1,1,250,15.23788070678711,0.16715288162231445,15.071590423583984,15.405896186828613,77.53631591796875
RMD_Dementia pugilistica,RMD,1,1,250,13.934288024902344,1.2173714637756348,12.766451835632324,15.201194763183594,25.60997772216797
RMD_Diogenes,RMD,1,1,250,30.19278335571289,0.10895442962646484,30.084014892578125,30.301923751831055,49.063594818115234
RMD_Disinhibited Social Engagement,RMD,1,1,250,4.1676554679870605,0.09535908699035645,4.073176383972168,4.263894557952881,12.982745170593262
RMD_Dissociative Fugue,RMD,1,1,250,20.542301177978516,0.07773685455322266,20.464702606201172,20.620176315307617,28.85647201538086
RMD_Ekbom,RMD,1,1,250,38.90449142456055,0.39226722717285156,38.51415252685547,39.29868698120117,58.04168701171875
RMD_Erotomanic,RMD,1,1,250,26.049253463745117,0.588435173034668,25.467214584350586,26.644084930419922,32.7659797668457
RMD_Factitious,RMD,1,1,250,68.13331604003906,0.282745361328125,67.85115051269531,68.41664123535156,88.53147888183594
RMD_Fregoli Delusion,RMD,1,1,250,18.223011016845703,0.670231819152832,17.564462661743164,18.904926300048828,21.574243545532227
RMD_Ganser,RMD,1,1,250,16.005281448364258,0.9658489227294922,15.066839218139648,16.998537063598633,22.892650604248047
RMD_Hallucinogen-Induced Psychotic,RMD,1,1,250,22.841720581054688,1.2103681564331055,21.66205596923828,24.082792282104492,48.611351013183594
RMD_Histrionic Personality,RMD,1,1,250,21.090904235839844,0.07767105102539062,21.013370513916016,21.168712615966797,29.879648208618164
RMD_Hypergraphia,RMD,1,1,250,14.098394393920898,0.3551506996154785,13.747420310974121,14.457721710205078,11.514313697814941
RMD_Hyperthymesia,RMD,1,1,250,27.378345489501953,2.001737594604492,25.447118759155273,29.450593948364258,57.17302322387695
RMD_Impulse Control,RMD,1,1,250,17.370315551757812,0.18881607055664062,17.182472229003906,17.560104370117188,20.1697940826416
RMD_Intermetamorphosis,RMD,1,1,250,1.1720820665359497,0.014703989028930664,1.1574279069900513,1.1868358850479126,3.9490575790405273
RMD_Kleine-Levin,RMD,1,1,250,4.062556266784668,0.02974247932434082,4.032901763916016,4.092386722564697,10.983789443969727
RMD_Kleptomania,RMD,1,1,250,49.70185089111328,0.6933860778808594,49.013214111328125,50.399986267089844,53.722084045410156
RMD_Landau-Kleffner,RMD,1,1,250,1.95798921585083,0.04687941074371338,1.9114811420440674,2.005239963531494,1.1758314371109009
RMD_Narcissistic Personality,RMD,1,1,250,39.07002258300781,0.5147914886474609,38.55854034423828,39.5881233215332,26.88907814025879
RMD_Olfactory Reference,RMD,1,1,250,26.993267059326172,1.213362693786621,25.806184768676758,28.23291015625,55.875732421875
RMD_Othello,RMD,1,1,250,42.308109283447266,0.5190162658691406,41.792198181152344,42.830230712890625,34.377384185791016
RMD_Palilalia,RMD,1,1,250,38.5723876953125,0.8086605072021484,37.77199172973633,39.389312744140625,59.78529739379883
RMD_Paramnesia,RMD,1,1,250,1.0761007070541382,0.015568554401397705,1.0605905055999756,1.091727614402771,4.3727006912231445
RMD_Postpartum Psychosis,RMD,1,1,250,19.775331497192383,0.061237335205078125,19.714183807373047,19.836658477783203,29.315706253051758
RMD_Psychogenic Amnesia,RMD,1,1,250,37.723602294921875,0.06234550476074219,37.66130828857422,37.7859992980957,71.37872314453125
RMD_Pyromania,RMD,1,1,250,44.29345703125,0.48017311096191406,43.815834045410156,44.776180267333984,40.48176956176758
RMD_Reactive Attachment,RMD,1,1,250,51.41828536987305,0.5986804962158203,50.823020935058594,52.020381927490234,36.914695739746094
RMD_Reduplicative Paramnesia,RMD,1,1,250,16.147769927978516,0.9407706260681152,15.232787132263184,17.114328384399414,17.607919692993164
RMD_Rumination,RMD,1,1,250,23.551219940185547,0.26624202728271484,23.28642463684082,23.81890869140625,53.437896728515625
RMD_Savant,RMD,1,1,250,50.871788024902344,0.4372844696044922,50.43634796142578,51.310916900634766,72.98233032226562
RMD_Schizoaffective,RMD,1,1,250,70.98870849609375,0.90484619140625,70.08954620361328,71.89923858642578,123.93303680419922
RMD_Schizotypal Personality,RMD,1,1,250,13.814016342163086,0.03613710403442383,13.777921676635742,13.85019588470459,34.578453063964844
RMD_Selective Mutism,RMD,1,1,250,59.698638916015625,0.09655380249023438,59.6021614074707,59.79526901245117,82.15924072265625
RMD_Stendhal,RMD,1,1,250,29.029348373413086,0.15941238403320312,28.870363235473633,29.18918800354004,48.300758361816406
RMD_Walking Corpse,RMD,1,1,250,5.081812858581543,0.12723922729492188,4.955904960632324,5.210383415222168,11.246651649475098
RMD_koro,RMD,1,1,250,15.820597648620605,0.19051742553710938,15.631160736083984,16.012195587158203,19.314847946166992
Global_Disaster_Total,Other,1,2,251,35.07498550415039,0.10162925720214844,34.9734992980957,35.1767578125,35.967918395996094
Global_Holidays_Average,Other,1,2,251,1.2078927755355835,0.004982650279998779,1.2029156684875488,1.2128809690475464,1.1605874300003052
Global_Holidays_Total,Other,1,2,251,43.47676467895508,0.16065216064453125,43.316402435302734,43.6377067565918,41.778812408447266
PT_Animal-Assisted Interventions,PT,1,2,251,4.093918323516846,0.06764459609985352,4.0267229080200195,4.162012100219727,12.540948867797852
PT_Antidepressants,PT,1,2,251,74.01964569091797,0.519378662109375,73.50205993652344,74.54081726074219,103.08380889892578
PT_Antipsychotic Medications,PT,1,2,251,50.75783920288086,0.2822303771972656,50.476375579833984,51.040836334228516,70.9764175415039
PT_Behavioral Activation Therapy,PT,1,2,251,3.403069257736206,0.03158998489379883,3.3715925216674805,3.434772491455078,21.058731079101562
PT_Benzodiazepines,PT,1,2,251,36.976097106933594,0.21623802185058594,36.76047134399414,37.19294738769531,58.30202865600586
PT_Biofeedback Devices,PT,1,2,251,0.7004898190498352,0.012651801109313965,0.6878849864006042,0.7131885886192322,1.3221423625946045
PT_Brain Stimulation Technologies,PT,1,2,251,0.6600172519683838,0.04478225111961365,0.6158390045166016,0.7054035067558289,1.1380219459533691
PT_Brain-Computer Interface,PT,1,2,251,17.392446517944336,0.11837005615234375,17.274459838867188,17.511199951171875,16.216012954711914
PT_Cognitive Behavioral Therapy,PT,1,2,251,74.4648208618164,0.9783363342285156,73.4928207397461,75.44949340820312,63.167057037353516
PT_Cognitive Enhancement Programs,PT,1,2,251,0.011681463569402695,0.0019158534705638885,0.009767424315214157,0.013599131256341934,0.012018023058772087
PT_Cognitive Technologies,PT,1,2,251,8.40345287322998,0.29830455780029297,8.109878540039062,8.706487655639648,14.975627899169922
PT_Creative Arts Therapies,PT,1,2,251,4.661665916442871,0.03700137138366699,4.62478494644165,4.698787689208984,13.871394157409668
PT_Dietary Interventions & Supplements,PT,1,2,251,0.14900362491607666,0.005509637296199799,0.1435071974992752,0.1545264720916748,0.25313839316368103
PT_Digital Health Tools,PT,1,2,251,5.229713439941406,0.06516408920288086,5.164890289306641,5.295218467712402,90.80017852783203
PT_Digital Imaging Technologies for Brain Scanning,PT,1,2,251,0.29304948449134827,0.0041828155517578125,0.28887346386909485,0.2972390949726105,0.649062991142273
PT_Electroencephalography,PT,1,2,251,39.59919357299805,0.4550037384033203,39.14674377441406,40.0567512512207,12.969908714294434
PT_Exposure Therapy,PT,1,2,251,4.009506702423096,0.06721639633178711,3.9427404403686523,4.077173233032227,14.263834953308105
PT_Expressive Writing & Journaling,PT,1,2,251,0.8831479549407959,0.008925020694732666,0.8742440938949585,0.8920941352844238,2.0678560733795166
