,Anorexia Nervosa,Antisocial Personality Disorder,Autosarcophagy,Avoidant Personality Disorder,Boanthropy,Body Integrity Dysphoria,Brief Psychotic Disorder,Capgras Syndrome,Childhood Disintegrative Disorder,Chronic Traumatic Encephalopathy,Circadian Rhythm Sleep Wake Disorder,Cotard Syndrome,Cyclothymic Disorder,Delusional Disorder,Diogenes Syndrome,Disinhibited Social Engagement Disorder,Dissociative Amnesia,Dissociative Fugue,Ekbom Syndrome,Erotomania,Factitious Disorder,Fregoli Delusion,Ganser Syndrome,Hallucinogen Persisting Perception Disorder,Histrionic Personality Disorder,Hypergraphia,Hyperthymesia,Impulse Control Disorders,Intermetamorphosis Syndrome,Kleine Levin Syndrome,Kleptomania,Koro,Landau Kleffner Syndrome,Narcissistic Personality Disorder,Olfactory Reference Syndrome,Othello Syndrome,Palilalia,Postpartum Psychosis,Pyromania,Reactive Attachment Disorder,Reduplicative Paramnesia,Rumination Disorder,Savant Syndrome,Schizoaffective Disorder,Schizotypal Personality Disorder,Selective Mutism,Stendhal Syndrome,Wendigo Psychosis
Intermetamorphosis Syndrome,0.09287069779904616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3642912897335409,0.0,0.0,0.0,0.0,0.0,0.0,0.30859598491864954,0.0,0.0,0.0,0.0,0.0,0.0,0.23424202718447215,0.0,0.0,0.0,0.0,0.0
Kleine Levin Syndrome,0.002130252095654124,0.03383663239002622,0.025969546595575176,0.0191568158748413,0.023464765076764055,0.02105752309386028,0.012564130227476019,0.021451622738831125,0.014923515969724266,0.03227228295938674,0.023144055079061206,0.019851141106586312,0.02805960451192872,0.014688612952075427,0.015405496524314508,0.021317513885963722,0.026933797639761718,0.020779115645005113,0.025257331803819855,0.020937556528762558,0.01741571877939632,0.022453029463337167,0.005609334579566744,0.024555746350903632,0.02016655216171611,0.024414181822091516,0.026027463499590817,0.028206561413474197,0.0,0.037748726997079096,0.022567868225434055,0.012870052718597895,0.013273518224475651,0.02679983950882668,0.030819864232709576,0.0,0.022442798910927497,0.024337912386849563,0.01386871218632551,0.028114397017577446,0.02165446545315549,0.029258970091676287,0.0,0.03502377283490261,0.02241496833191474,0.025680883718876692,0.019497061447355243,0.02157628690607233
Kleptomania,0.016814345303942026,0.02330974364617727,0.02510378726228085,0.025964361274131223,0.02758191465591215,0.023120084268179183,0.010038272308148587,0.021052406435070073,0.014764007938532728,0.026804450374365484,0.020492648041790525,0.022763624949632237,0.023232260156673443,0.015515190919102865,0.014091437039713642,0.024619165088672915,0.019723260593995127,0.0223682963689631,0.021637112835450792,0.02614344462582248,0.022882198711805097,0.019598326284535016,0.01410787853408771,0.02630910527591525,0.020295693950099867,0.027308994927861673,0.025934844482713344,0.025528685076486587,0.0,0.019371945461128366,0.03240298433638942,0.021051695264805676,0.017117985985332627,0.022207823935962295,0.02610503363181662,0.0,0.025600282588366656,0.021084522729856104,0.021904019952042778,0.022571126399495548,0.018264797677945012,0.022250172615278504,0.0026419853283583894,0.022983078160382846,0.02250467881749108,0.027559684586808155,0.021388449278930424,0.025884191887145334
Koro,0.010271246360540706,0.021919190127432993,0.02030995494443665,0.01469815699053674,0.030838037256476086,0.0316699127392225,0.007126320618387388,0.028114329852303655,0.023973499764183268,0.02232133620431935,0.022127704232013514,0.026846287041153907,0.02261424076501403,0.021465199463803552,0.016072018317606525,0.02256066442936304,0.02642412398511089,0.01895211516244157,0.021422543109527802,0.023305226803950304,0.019298535742854873,0.010762005467004346,0.009880103697006665,0.031451561334551896,0.017213997916383252,0.028910156323900576,0.018056934099888906,0.026302115261676935,0.0,0.014593594349991426,0.02780906061418986,0.04280399008994564,0.029087675338241636,0.02058809771678188,0.01848688661565881,0.0,0.029353180087915532,0.023040175399747242,0.023601919752910334,0.015825240051995034,0.018965598178780494,0.021968631963024916,0.0,0.018978420085960443,0.012837411778492807,0.02830519520306095,0.02843668014510159,0.030410724574305558
Landau Kleffner Syndrome,0.006877689818009951,0.01988014667944937,0.019592049366380575,0.0168093494029073,0.021802960083781128,0.023397178080039025,0.015266174502235675,0.02938899583462833,0.031140068515148462,0.02061405242184268,0.01735004644282227,0.02714701257717285,0.03099149680346981,0.018011830136270834,0.016291434769735005,0.022866457299636718,0.02342398951636584,0.020600077884771396,0.015091898253510767,0.021677745876690226,0.027622314333273387,0.010899633690828992,0.007339996595018547,0.03168005474691306,0.022684465465490824,0.02610028523962257,0.021294811345128402,0.028691329301647396,0.0,0.01643573836560083,0.024692958977856776,0.03176363805821414,0.0467418050034729,0.02569998617662284,0.022030381312994354,0.0,0.0249185069711255,0.02410066859773582,0.019997788654036844,0.01555884958218643,0.01934930985582776,0.017064608390249585,0.0,0.019086065596763086,0.02350193454623522,0.02474028587948321,0.027006179366803447,0.02277774963525817
Narcissistic Personality Disorder,0.015462155650855009,0.022287434177535558,0.024882341646219594,0.02273768219535966,0.021315606745297096,0.023703382836382472,0.0160083484355414,0.025331033463920027,0.024799318223232482,0.02437098679157937,0.019684872373988242,0.023309420456278755,0.02423716489076446,0.011036315612432266,0.02182982034609937,0.025470950462720396,0.01728607727314844,0.024702143272840482,0.017992996895968328,0.02372031997992972,0.025446890964694806,0.02249235026742572,0.013642872761208177,0.02592704513753649,0.021303350392534535,0.02671197653417966,0.024449604072240085,0.02589722021430453,0.0,0.02274050446084248,0.021952864995923943,0.015406435774213727,0.017611551708278037,0.032030978931253486,0.024586652583859326,0.0,0.02536958636633196,0.024012774096516632,0.013278393360403247,0.019339296170198982,0.024062533695359833,0.019931158027821916,0.004549520441391424,0.023812212002241023,0.024140481845234867,0.02657869872854344,0.023850806850148353,0.02070586785518912
Olfactory Reference Syndrome,0.01200310481057268,0.025809399120011223,0.028521164552146126,0.024348702546613966,0.02440355919972002,0.019742341632958647,0.0163159511297493,0.02269092319854777,0.015039244774587792,0.03022546193955474,0.018168544865848662,0.023989205778188378,0.026765029000483796,0.014175353767653201,0.013206514007872091,0.02495353738457787,0.019957169069298626,0.023161836565557578,0.018426023278273647,0.027254802278296724,0.02134597391307153,0.02075474381686445,0.007941380905042662,0.025039564413451038,0.020029143214792364,0.026706491399290207,0.028657652173816675,0.025686440946054715,0.0,0.026756869560173244,0.02640256599812411,0.014154235378779577,0.015446263014247416,0.02515568127185822,0.03277229765507751,0.0,0.024262110687512866,0.022681874871658965,0.01792661421147337,0.022631615921925335,0.01862839342149793,0.022448282092281523,0.002123276839884226,0.02779957855263425,0.02473540134200493,0.026334117294660325,0.02108578697646371,0.023335775194073642
Othello Syndrome,0.13341662866579662,0.0,0.0,0.021307779966944416,0.0,0.0,0.028264938053552582,0.0,0.002346103754766637,0.0,0.0,0.0135544519391248,0.0,0.0,0.02796816812869386,0.029603559885672367,0.0,0.0213589136452017,0.0,0.015163870206937134,0.030845078731412588,0.0,0.02625121369589301,0.0,0.0,0.008147835282975148,0.0,0.0,0.19425432023427627,0.0,0.0,0.0,0.0,0.0,0.0,0.2293132779193855,0.0,0.0,0.0,0.0,0.012137591033336538,0.0,0.1939802249552318,0.0,0.0,0.0,0.012086043671485648,0.0
Palilalia,0.015848030640022246,0.021578058411496265,0.02659462748730318,0.02159010588797599,0.029360126356343417,0.02830178664683182,0.011603845211181862,0.025660466106129723,0.019381972968404642,0.02703313365308973,0.0192191413658953,0.026766129093700138,0.01945900271736442,0.013773495658700405,0.019906959381304212,0.02756462974135171,0.017947652130928943,0.02089595523044039,0.018413938184282254,0.02756005383508292,0.020425627257878342,0.017885949296727825,0.009239458294337347,0.027116061165441678,0.014978667677709931,0.030067371324820583,0.022466482489866796,0.022305332781741447,0.0,0.019358837959670125,0.02572552967235178,0.02232931915538653,0.01735885658064255,0.02578978677961195,0.024106061819347047,0.0,0.032561513027880996,0.024570346887736266,0.02046927519325135,0.015119747945283948,0.023262413318216785,0.01874740737989636,0.002836124949078112,0.022425978807038394,0.01835607528709398,0.02884478987800278,0.025360010242697524,0.029833864087898496
Postpartum Psychosis,0.011567639887808652,0.023955864098189276,0.02332908678936841,0.021276216528727937,0.02396556557393728,0.026110967332829502,0.01687896143897897,0.02723315314304815,0.02073100826613778,0.02730084831328209,0.01671702706719043,0.02643858925283071,0.02328661766623054,0.012957811505290365,0.021273867195016567,0.022014531587064085,0.02416193133263205,0.021435585988845856,0.017284554419662642,0.024301199115536725,0.019487520834442752,0.020358085728234554,0.009026653944369396,0.02440048097543735,0.014699974930224543,0.02711462417514147,0.02164555831115635,0.02372346991045977,0.0,0.022952889116295033,0.02316514962275568,0.019162751680669346,0.01835608065715046,0.026688764478930708,0.024639302263601788,0.0,0.026863528530557082,0.03560052034345443,0.02423776871586226,0.01721280592833887,0.023141964316612067,0.021108833770252054,0.0,0.024296314567650402,0.021152663370530775,0.02819747947249017,0.02411909246133643,0.026426695355837734
Pyromania,0.014645196717260523,0.023804770687533658,0.02077070504311349,0.021323950586172105,0.032146417570698825,0.027438285750287932,0.008365318282396327,0.02675357980639626,0.00939804422880619,0.029780405896974393,0.017545969759105953,0.02972002842391548,0.02186489051753082,0.024062204123443797,0.01295022124896172,0.016843390352695695,0.021823061726741522,0.018228961029401212,0.021408233246585934,0.028551500449238713,0.014493870480440266,0.01757963267086476,0.013787874823410743,0.022005519179656458,0.010227595888048667,0.028730180641828095,0.02170146382219987,0.02138034204169448,0.0,0.016290169144181174,0.02997302557356613,0.024448647745381268,0.018970040743466712,0.018380913319618334,0.024253987555398326,0.0,0.02787338134474258,0.030187563383162332,0.044339599776701565,0.020033570735499696,0.014486508733550653,0.02474476495930895,0.0,0.02215721350578647,0.018712308644917023,0.031014639733940818,0.024416225737024587,0.03238582432400991
Reactive Attachment Disorder,0.010100904166100601,0.03207575456714743,0.020967591446571607,0.022092533319796978,0.023664940912733617,0.0222457348358712,0.005792372906871416,0.018000779380995043,0.01270647945444561,0.028837434013825568,0.02697479833381254,0.01554206899331259,0.027313170490848238,0.02028001408706197,0.01435472611561849,0.016820561507034894,0.023152260096312577,0.022157851485923846,0.03244432685772006,0.019337763976981222,0.019852131413559383,0.0280106718536261,0.01731492422637481,0.02291117351721656,0.02184280249806516,0.022840770275533936,0.024990225815995835,0.0330578293728753,0.0,0.029483891990035094,0.02757570158128316,0.01463606738338425,0.01317741888347761,0.02390170055844697,0.027338017807078896,0.0,0.018382235384506136,0.01914051747615078,0.017886482570519936,0.03958752481326042,0.01540570447408612,0.03383870385671944,0.0,0.029557048351707322,0.024940739633257294,0.02529192403825248,0.01564932918086722,0.018524396055146795
Reduplicative Paramnesia,0.014308033889846241,0.019730914337075255,0.028055859713684704,0.02034922117631461,0.022419442129141827,0.026451056200180595,0.013268401362285428,0.02563943501147349,0.0240265991338245,0.023229523765879313,0.02156351785213838,0.02360725651938746,0.019424469956679298,0.009552411075693698,0.023835427044941567,0.03004376708459376,0.016667894256853766,0.02388287611279904,0.016449517042244014,0.021137860195233747,0.025085097291264468,0.0203902217859993,0.011875313583121041,0.02926068506410981,0.020210243482346152,0.029103133072282423,0.02235150075458088,0.02236305074297501,0.0,0.022681717247640815,0.022287462738755336,0.017519151379521987,0.01636781754424209,0.029703109644643108,0.02247497854750321,0.002092830582035945,0.028247561707909874,0.0257024574583597,0.01291822186225097,0.015387001252314958,0.0395394637682625,0.015907941816046264,0.005823113299616795,0.022388635481402568,0.020366161834936555,0.026790565977063502,0.025189150129088407,0.02432992805191618
Rumination Disorder,0.006568977949693576,0.03399636479165297,0.02134706186964572,0.018482046502519972,0.02630286564941829,0.025542551711483636,0.002690002006753151,0.019218412670339684,0.014978286918367233,0.029238404410410108,0.027642761169965932,0.016933116679400253,0.0250596368172026,0.021420480430170454,0.014163503655609963,0.016944394058171046,0.025506829064244292,0.019654990911525155,0.030870749976568433,0.0205189522108247,0.01679928919244332,0.024089109226618655,0.015370253235528286,0.023556272559135734,0.021940510364975806,0.023147689706137647,0.022553057837031966,0.030379692962886697,0.0,0.029054370942985797,0.0257396789769017,0.01923860202677854,0.013685025134096883,0.02332475406064402,0.02567621318690728,0.0,0.02158198528830253,0.022226068401141347,0.02091925995136384,0.0320412996488745,0.015081271943012039,0.037484761540210555,0.0,0.030504478166586933,0.01997034666463558,0.027488646770285306,0.018724045237985994,0.02234292748307703
Savant Syndrome,0.07627032133116315,0.0,0.02369462131544981,0.04278499295069788,0.0,0.0,0.04625990879939231,0.020513115224178185,0.016427577410495244,0.0,0.0,0.03108960812232077,0.0,0.0,0.018866886509438453,0.04036864223176577,0.0,0.04641735125979257,0.0,0.03849099753495777,0.04463794831995883,0.014848375402913068,0.029180490294489592,0.00953866032753154,0.01602260370800676,0.02492286941434607,0.035663427219497695,0.0,0.07646668553864734,0.0,0.009696201366076603,0.0,0.0,0.016890855414131503,0.007704704155605385,0.1005968754518374,0.010358026525350734,0.0,0.0,0.0,0.017513812686052017,0.0,0.1189203655353676,0.0,0.02956597860922239,0.009686790740609071,0.026601306481784003,0.0
Schizoaffective Disorder,0.0067699348952316475,0.0307806780075893,0.024180464924886604,0.020932968006699693,0.0246462283261019,0.019972312667314276,0.013199922683974314,0.02276461092775136,0.01577838202869396,0.03051761428692716,0.020799806805771516,0.022901399846542766,0.027461370861193102,0.012489029777521799,0.014872773058344448,0.02218102527072724,0.025083189048861258,0.022387317834953784,0.023418631689710447,0.024071554921572966,0.01890370096986858,0.0205705044928234,0.009260812507093171,0.02486457631450726,0.02145568085661155,0.02559962480152709,0.027030808036005174,0.026030732342437923,0.0,0.031349939439234614,0.023966205144010176,0.014981382414073855,0.013797074905161294,0.025119189251269984,0.02866206064485046,0.0,0.023271421897915843,0.02306004472984231,0.01688493772204001,0.025227766505407215,0.019132553641337733,0.027496976144379078,0.0,0.033789058387430605,0.022365896024589552,0.027136807120157955,0.022386214278972298,0.022446815524294315
Schizotypal Personality Disorder,0.02001936476101815,0.019950017906497197,0.023722272653188856,0.027350521110246762,0.01952398167908205,0.017078654190548402,0.015331746296377402,0.02065510364496983,0.021054958995172172,0.024851065393152773,0.020923936524049554,0.021341546560412206,0.027418316708162915,0.012404689298103492,0.01689231916394032,0.02274046077329269,0.012915877629398878,0.02673955751496955,0.018857574673784898,0.025513838933445332,0.030342781663782202,0.025475552134770627,0.015821821943018854,0.02333516879098845,0.025579326288423035,0.024706723748650388,0.028156908542937932,0.028016865194416016,0.0,0.021813014478770015,0.02551336115570008,0.011017246988021935,0.01847047233642104,0.027685705257807235,0.027726301348941648,0.0,0.02070880896371968,0.021826725200919234,0.015502990181037998,0.023143596475938912,0.018921618581123602,0.01957089648655886,0.009133051180188681,0.024315885001630563,0.03673498513803544,0.02496425899154599,0.018466502721517054,0.017763626758586084
Selective Mutism,0.015755110561188453,0.02372366621666291,0.024422331881341644,0.02203870649128647,0.026618726026986162,0.02427653568651159,0.012342073655910554,0.02528442563096776,0.019080741160017966,0.02571762099307569,0.018554852215102623,0.02545458614147225,0.02304620103179259,0.01207507478641952,0.01734206723922783,0.024670980058137806,0.019198614625044734,0.023889379488417052,0.01978552545992016,0.026515496478357777,0.021789733385332806,0.019764937781170028,0.014370292080204109,0.026277465350451692,0.01947904577349782,0.028108133499003676,0.024783749384520284,0.023343892392107102,0.0,0.02046299412066594,0.025582957983494546,0.019890395787761965,0.0159206487177531,0.02495887627505028,0.02416981913036844,0.0,0.026645527861451537,0.02382404325777204,0.021039552462349693,0.01921697591060088,0.020380396972304347,0.022057695328778326,0.002450107885464939,0.02415706590145344,0.0204409152019779,0.03007887061285448,0.025609484726509153,0.025403706359181256
Stendhal Syndrome,0.017999968311960726,0.019536807220282,0.023595383607573853,0.01776290922609298,0.025837250364649157,0.02210868555970289,0.01964914789088063,0.031182017732821123,0.024780035526045924,0.023293863342405616,0.014417994619433798,0.03109228535143684,0.024035711035285037,0.01136930493139438,0.017708854335695072,0.02662191484337298,0.020357352460892444,0.026017686979601842,0.015193393963509617,0.0269916211448653,0.021682464019307686,0.014305757055935396,0.011356584055360807,0.028575534887021893,0.01891889424112029,0.029631599317587184,0.0256221754427195,0.021300199183695964,0.0,0.0176752091025537,0.022588739533888534,0.022734863372772755,0.019772217485278135,0.025481827650754154,0.022018140279821526,0.0018036516655261607,0.026652782671579847,0.023184745182026973,0.018844493679293882,0.01352804651046604,0.021801202560254154,0.017093958280185288,0.007654986722605622,0.022672649672331815,0.017202932935074616,0.029136476111328333,0.034221395097418346,0.024986284801967705
Wendigo Psychosis,0.01568529383494797,0.02313115900224387,0.02633956086715954,0.020081052799779016,0.03279298795751789,0.028951980643673207,0.0087542969996327,0.02508582425546438,0.015063670255215527,0.02884730712743707,0.021340582482425603,0.027046061309367035,0.018402292325985555,0.018395597089463023,0.017909113344684927,0.02587922424233031,0.020756266151137306,0.018145951284994882,0.02107114920806521,0.027080518675940916,0.01726214555351521,0.01716175437717443,0.005200698569480974,0.02711551632910336,0.013225533220510939,0.030416972929504668,0.021719164259071673,0.021750169254253174,0.0,0.019774690678591264,0.027636618325291958,0.02457976995533295,0.016859342621978583,0.02236446570314534,0.024634890860118244,0.0,0.03169861089609088,0.025681584388687253,0.025269607012929785,0.016189036791003402,0.021288514143623868,0.020621517660823745,0.0,0.022983382720489096,0.016729658344559795,0.029219370780903177,0.025260344923623043,0.03459674980813049
