node,hop,propagated_mean_variance,amplification_ratio
RMD_Disinhibited Social Engagement,3,0.00012397026051870984,0.0084998597517313
RMD_Dissociative Fugue,3,4.555033729086905e-05,0.008499859750727985
RMD_Ekbom,3,0.00042104697080352335,0.008499859752142494
RMD_Erotomanic,3,0.00023162340502099415,0.008499859752002166
RMD_Factitious,3,0.0003610342663244695,0.008499859752113972
RMD_Fregoli Delusion,3,0.0003641376352572412,0.008499859752115677
RMD_Ganser,3,0.00044508924565232836,0.008499859752151763
RMD_Hallucinogen-Induced Psychotic,3,0.005686700778268562,0.00849985975230138
RMD_Histrionic Personality,3,6.321928367054289e-05,0.008499859751171275
RMD_Hypergraphia,3,0.0002129325322151824,0.008499859751974786
RMD_Hyperthymesia,3,0.012470116077172095,0.00849985975230829
RMD_Impulse Control,3,5.3460333363309816e-05,0.008499859750962659
RMD_Intermetamorphosis,3,5.473308672255638e-06,0.008499859739114095
RMD_Kleine-Levin,3,2.61644398108312e-05,0.008499859749552795
RMD_Kleptomania,3,0.00038629948537090633,0.008499859752127059
RMD_Landau-Kleffner,3,4.143431664582426e-06,0.008499859734877421
RMD_Narcissistic Personality,3,0.0002949025344927261,0.008499859752069096
RMD_Olfactory Reference,3,0.005097788203331954,0.008499859752299912
RMD_Othello,3,0.0008096882952031818,0.008499859752224856
RMD_Palilalia,3,0.0018660850478859701,0.008499859752275367
RMD_Paramnesia,3,3.6146309790410104e-05,0.00849985975031533
RMD_Postpartum Psychosis,3,4.9968536682820506e-05,0.008499859750868222
RMD_Psychogenic Amnesia,3,0.4054382922498061,9.53139818760174
RMD_Pyromania,3,0.7492761832851804,45.38566519781089
RMD_Reactive Attachment,3,0.7492920418208711,40.77816611729414
RMD_Reduplicative Paramnesia,3,0.7496786925282667,11.73869203048683
RMD_Rumination,3,0.7497405557345803,10.538641781571505
RMD_Savant,3,0.0006688552927827608,0.008499859752206065
RMD_Schizoaffective,3,0.4068707335773494,1.9277270697888385
RMD_Schizotypal Personality,3,0.40525984399232384,18.81178729963015
RMD_Selective Mutism,3,0.7493346054687512,32.046943470229266
RMD_Stendhal,3,0.7494543569644271,20.000890988307052
RMD_Walking Corpse,3,0.7491849834296405,129.6275094988208
RMD_koro,3,0.749318675830549,34.8385840398327
