src,dst,weight,uncertainty_corr,amplification_ratio,amplification_ratio_floored,log10_amplification_ratio_floored,src_variance_floored,amplification_floor_applied,src_mean_variance,dst_mean_variance
PT_Benzodiazepines,RMD_Stendhal,0.3,0.5534661800758677,0.926304817199707,0.926304817199707,-0.03324607741703285,0.040452178567647934,0,0.040452178567647934,0.03747104853391647
PT_Benzodiazepines,RMD_Walking Corpse,0.3,0.7075050642534996,0.14287292957305908,0.14287292957305908,-0.8450500500805516,0.040452178567647934,0,0.040452178567647934,0.00577952153980732
PT_Benzodiazepines,RMD_koro,0.3,0.15309980321346667,0.5316969156265259,0.5316969156265259,-0.27433585902053126,0.040452178567647934,0,0.040452178567647934,0.021508298814296722
PT_Biofeedback Devices,Global_Disaster_Total,0.5,0.1279336247368857,23.605884552001953,23.605884552001953,1.3730202788132737,3.233853567508049e-05,0,3.233853567508049e-05,0.0007633797358721495
PT_Biofeedback Devices,Global_Holidays_Average,0.5,0.23209090611455635,0.06443729996681213,0.06443729996681213,-1.1908626655538945,3.233853567508049e-05,0,3.233853567508049e-05,2.0838078853557818e-06
PT_Biofeedback Devices,Global_Holidays_Total,0.5,0.072341631247747,72.54991149902344,72.54991149902344,1.8606368869941654,3.233853567508049e-05,0,3.233853567508049e-05,0.002346157794818282
PT_Biofeedback Devices,RMD_Pyromania,0.3,0.0381614857674478,510.50836181640625,510.50836181640625,2.7080028599606036,3.233853567508049e-05,0,3.233853567508049e-05,0.01650909334421158
PT_Biofeedback Devices,RMD_Reactive Attachment,0.3,-0.3703176307091757,568.202392578125,568.202392578125,2.7545030581114673,3.233853567508049e-05,0,3.233853567508049e-05,0.018374834209680557
PT_Biofeedback Devices,RMD_Reduplicative Paramnesia,0.3,-0.056032994028263665,1974.8544921875,1974.8544921875,3.295535102206513,3.233853567508049e-05,0,3.233853567508049e-05,0.06386390328407288
PT_Biofeedback Devices,RMD_Rumination,0.3,0.5890626925153851,2199.91552734375,2199.91552734375,3.3424060050436566,3.233853567508049e-05,0,3.233853567508049e-05,0.0711420476436615
PT_Biofeedback Devices,RMD_Selective Mutism,0.3,0.5213271709624716,723.0508422851562,723.0508422851562,2.8591688363644643,3.233853567508049e-05,0,3.233853567508049e-05,0.023382404819130898
PT_Biofeedback Devices,RMD_Stendhal,0.3,0.5929580837620261,1158.7119140625,1158.7119140625,3.0639754724735218,3.233853567508049e-05,0,3.233853567508049e-05,0.03747104853391647
PT_Biofeedback Devices,RMD_Walking Corpse,0.3,0.6046246073040173,178.71932983398438,178.71932983398438,2.252171527246756,3.233853567508049e-05,0,3.233853567508049e-05,0.00577952153980732
PT_Biofeedback Devices,RMD_koro,0.3,0.05390629916288968,665.0980834960938,665.0980834960938,2.8228856964008773,3.233853567508049e-05,0,3.233853567508049e-05,0.021508298814296722
PT_Brain Stimulation Technologies,Global_Disaster_Total,0.5,0.12689189655272562,8.855669975280762,8.855669975280762,0.9472214232969166,8.620237349532545e-05,0,8.620237349532545e-05,0.0007633797358721495
PT_Brain Stimulation Technologies,Global_Holidays_Average,0.5,-0.18976931645568212,0.024173440411686897,0.024173440411686897,-1.6166615355468084,8.620237349532545e-05,0,8.620237349532545e-05,2.0838078853557818e-06
PT_Brain Stimulation Technologies,Global_Holidays_Total,0.5,-0.21016932451038797,27.21685791015625,27.21685791015625,1.4348379860015397,8.620237349532545e-05,0,8.620237349532545e-05,0.002346157794818282
PT_Brain Stimulation Technologies,RMD_Pyromania,0.3,0.11271652178951702,191.51553344726562,191.51553344726562,2.28220400450226,8.620237349532545e-05,0,8.620237349532545e-05,0.01650909334421158
PT_Brain Stimulation Technologies,RMD_Reactive Attachment,0.3,0.06600989138759149,213.1592559814453,213.1592559814453,2.328704195694805,8.620237349532545e-05,0,8.620237349532545e-05,0.018374834209680557
PT_Brain Stimulation Technologies,RMD_Reduplicative Paramnesia,0.3,0.2844058880238129,740.8601684570312,740.8601684570312,2.8697362460385456,8.620237349532545e-05,0,8.620237349532545e-05,0.06386390328407288
PT_Brain Stimulation Technologies,RMD_Rumination,0.3,0.13646636753422603,825.2910766601562,825.2910766601562,2.9166071493887533,8.620237349532545e-05,0,8.620237349532545e-05,0.0711420476436615
PT_Brain Stimulation Technologies,RMD_Selective Mutism,0.3,0.09179555895698131,271.2501220703125,271.2501220703125,2.4333699423015673,8.620237349532545e-05,0,8.620237349532545e-05,0.023382404819130898
