RMD,PT,score,lagged_corr
RMD_Anorexia Nervosa_NoM,PT_Acceptance And Commitment Therapy_NoM,0.8832301666275303,0.7787407830452754
RMD_Anorexia Nervosa_NoM,PT_Animal Assisted Therapy_NoM,0.8301158042680183,0.8004032526268037
RMD_Anorexia Nervosa_NoM,PT_Anticonvulsant Therapy_NoM,0.5053896265907681,0.4867026859089158
RMD_Anorexia Nervosa_NoM,PT_Antidepressants_NoM,0.5092774043194848,0.40586878846183905
RMD_Anorexia Nervosa_NoM,PT_Antipsychotic Medications_NoM,0.6945659147660134,0.5950098112873646
RMD_Anorexia Nervosa_NoM,PT_Anxiolytic Medications_NoM,0.1824843439376308,0.14757223798585306
RMD_Anorexia Nervosa_NoM,PT_Art Therapy_NoM,0.7867202791385586,0.7685805863351461
RMD_Anorexia Nervosa_NoM,PT_Augmentative Communication Devices_NoM,0.5236576119950759,0.5138142549412431
RMD_Anorexia Nervosa_NoM,PT_Behavioral Activation Therapy_NoM,0.050710235872771924,0.046816460743553875
RMD_Anorexia Nervosa_NoM,PT_Biofeedback Devices_NoM,0.5947249186820895,0.5748408912128352
RMD_Anorexia Nervosa_NoM,PT_Blockchain For Data Protection_NoM,0.6717517128026378,0.6692633917638354
RMD_Anorexia Nervosa_NoM,PT_Brain Computer Interface_NoM,0.47577973808958074,0.39018015880406404
RMD_Anorexia Nervosa_NoM,PT_Cbt For Insomnia_NoM,0.8919678455825313,0.8762988184897059
RMD_Anorexia Nervosa_NoM,PT_Chronotherapy_NoM,0.5713230567381103,0.5449333192550639
RMD_Anorexia Nervosa_NoM,PT_Closed Loop Neurostimulation_NoM,0.9454934436497162,0.8711449197228369
RMD_Anorexia Nervosa_NoM,PT_Clozapine Protocol_NoM,0.5880189653676711,0.558575882991969
RMD_Anorexia Nervosa_NoM,PT_Cognitive Assistive Technologies_NoM,0.17127054523838114,0.17066967244358247
RMD_Anorexia Nervosa_NoM,PT_Cognitive Behavioral Therapy_NoM,0.7286097649520118,0.5822611127682177
RMD_Anorexia Nervosa_NoM,PT_Cognitive Enhancement Programs_NoM,0.7215153670015859,0.7174768993623036
RMD_Anorexia Nervosa_NoM,PT_Cultural Psychiatry Interventions_NoM,0.544662712763264,0.539950628430397
RMD_Anorexia Nervosa_NoM,PT_Deep Brain Stimulation_NoM,0.7219440524098207,0.6919053956824898
RMD_Anorexia Nervosa_NoM,PT_Dialectical Behavior Therapy_NoM,0.8437901347955555,0.7337745444223189
RMD_Anorexia Nervosa_NoM,PT_Dietary Interventions And Supplements_NoM,0.1744455950958602,0.17088080013609655
RMD_Anorexia Nervosa_NoM,PT_Digital Health Tools_NoM,0.42257700678346416,0.34494739501420246
RMD_Anorexia Nervosa_NoM,PT_Digital Imaging Technologies For Brain Scanning_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Digital Phenotyping_NoM,0.9496748198140356,0.8736911828565969
RMD_Anorexia Nervosa_NoM,PT_Digital Therapeutics_NoM,0.8438733501962945,0.7639228785518801
RMD_Anorexia Nervosa_NoM,PT_Electroconvulsive Therapy_NoM,1.0129285233630523,0.8930003464136177
RMD_Anorexia Nervosa_NoM,PT_Electroencephalography_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Emdr Therapy_NoM,0.740236808916038,0.6440734428261468
RMD_Anorexia Nervosa_NoM,PT_Emotion Regulation Training_NoM,0.5660024101453738,0.5308460714639932
RMD_Anorexia Nervosa_NoM,PT_Expressive Writing And Journaling_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Fecal Microbiota Transplant_NoM,0.8711570642229025,0.8098181723760329
RMD_Anorexia Nervosa_NoM,PT_Focused Ultrasound Therapy_NoM,0.29741218408034764,0.2864249166002986
RMD_Anorexia Nervosa_NoM,PT_Hypnotherapy_NoM,0.9949023182624287,0.9120925043670328
RMD_Anorexia Nervosa_NoM,PT_Immunotherapy For Neuropsychiatric Disorders_NoM,0.8104686490424894,0.7829280480316421
RMD_Anorexia Nervosa_NoM,PT_Interpersonal Psychotherapy_NoM,0.05753379284750058,0.051981055031410074
RMD_Anorexia Nervosa_NoM,PT_Ketamine Therapy_NoM,0.8152835750667944,0.7391432742111577
RMD_Anorexia Nervosa_NoM,PT_Light Therapy_NoM,0.8390778907763481,0.7838553047204075
RMD_Anorexia Nervosa_NoM,PT_Lithium Therapy_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Machine Learning Neuroimaging_NoM,0.8810504465890615,0.8593272910966424
RMD_Anorexia Nervosa_NoM,PT_Meditation And Relaxation Techniques_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Memory Retrieval Techniques_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Mentalization Based Treatment_NoM,0.8279997699843484,0.7893463949880293
RMD_Anorexia Nervosa_NoM,PT_Metabolic And Enzyme Targeted Therapy_NoM,0.6513610695721392,0.6398289712718912
RMD_Anorexia Nervosa_NoM,PT_Metaverse_NoM,0.6119085235249498,0.4855865937510174
RMD_Anorexia Nervosa_NoM,PT_Mindfulness Based Stress Reduction_NoM,0.5535690539434536,0.4730390612855012
RMD_Anorexia Nervosa_NoM,PT_Mood Stabilizers_NoM,0.6561669782746532,0.5557852018958235
RMD_Anorexia Nervosa_NoM,PT_Motivational Interviewing_NoM,0.8618674625086891,0.7489331235834442
RMD_Anorexia Nervosa_NoM,PT_Music Therapy_NoM,0.8027902369073977,0.7464158824869916
RMD_Anorexia Nervosa_NoM,PT_Naltrexone_NoM,0.892984416954662,0.8374097087056808
RMD_Anorexia Nervosa_NoM,PT_Narrative Exposure Therapy_NoM,0.7838144659408621,0.7060632969575505
RMD_Anorexia Nervosa_NoM,PT_Neurobiological Assessments For Mental Disorders_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Neurocognitive Training_NoM,0.8010979139007531,0.7738731144401795
RMD_Anorexia Nervosa_NoM,PT_Neurofeedback Systems_NoM,0.366551471147951,0.36069592147996393
RMD_Anorexia Nervosa_NoM,PT_Neuromodulation Techniques_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Neuroplasticity Techniques_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Neuroprotective Agents_NoM,1.041419701000878,0.9119448440694373
RMD_Anorexia Nervosa_NoM,PT_Occupational Therapy_NoM,0.8449848982437188,0.7250911843021125
RMD_Anorexia Nervosa_NoM,PT_Oxytocin Therapy_NoM,0.6853605283177022,0.6670824107179261
RMD_Anorexia Nervosa_NoM,PT_Personalized Medicine_NoM,0.8229831208510827,0.6412032734114952
RMD_Anorexia Nervosa_NoM,PT_Pharmacogenomic Testing_NoM,0.80601395188721,0.7545345999348981
RMD_Anorexia Nervosa_NoM,PT_Privacy Preserving Ai In Digital Mental Health_NoM,0.36069870327556436,0.3406737310018071
RMD_Anorexia Nervosa_NoM,PT_Prolonged Exposure Therapy_NoM,0.17037471231491927,0.1702591186573177
RMD_Anorexia Nervosa_NoM,PT_Psilocybin Assisted Therapy_NoM,0.2498390597216353,0.2469313343307934
RMD_Anorexia Nervosa_NoM,PT_Psychoeducation Programs_NoM,0.4491203189718996,0.4305389416882658
RMD_Anorexia Nervosa_NoM,PT_Psychophysiological Metrics For Treatment Response_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Reality Testing Techniques_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Regenerative Medicine Approaches_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Resting State Fmri_NoM,0.09389571549548988,0.07823475348193859
RMD_Anorexia Nervosa_NoM,PT_Schema Therapy_NoM,0.6869728657511806,0.6791737855249689
RMD_Anorexia Nervosa_NoM,PT_Secure Data Storage For Patient Records_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Selective Serotonin Reuptake Inhibitors_NoM,0.8865558458330245,0.7379013713727209
RMD_Anorexia Nervosa_NoM,PT_Sleep Pattern Monitoring And Manipulation_NoM,0.1412195961775257,0.14065285381130294
RMD_Anorexia Nervosa_NoM,PT_Smart Wearable Mental Health Trackers_NoM,0.6736703333765837,0.62800162362722
RMD_Anorexia Nervosa_NoM,PT_Social Skills Training_NoM,0.9033730400889725,0.8017308599851621
RMD_Anorexia Nervosa_NoM,PT_Speech Language Therapy_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Stem Cell Therapy For Neurological Disorders_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Stimulant And Wake Promoting Agents_NoM,0.9641609073971288,0.8624897734180303
RMD_Anorexia Nervosa_NoM,PT_Traditional And Alternative Medicine Approaches_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Transcranial Direct Current Stimulation_NoM,0.9644184961505325,0.87141363966474
RMD_Anorexia Nervosa_NoM,PT_Transcranial Magnetic Stimulation_NoM,0.7449555608543764,0.5902639496963898
RMD_Anorexia Nervosa_NoM,PT_Transference Focused Psychotherapy_NoM,0.8205799711754045,0.7650759770326897
RMD_Anorexia Nervosa_NoM,PT_Trauma Focused Cbt_NoM,0.40958529037816305,0.3768106101983318
RMD_Anorexia Nervosa_NoM,PT_Vagus Nerve Stimulation_NoM,0.8300445967785867,0.7642001985373683
RMD_Anorexia Nervosa_NoM,PT_Virtual Reality Exposure Therapy_NoM,0.6343283279375617,0.573345404659149
RMD_Anorexia Nervosa_NoM,PT_Vocal And Speech Biomarkers_NoM,0.16308006078464352,0.16307932764688673
RMD_Anorexia Nervosa_NoM,PT_Voxel Based Lesion Symptom Mapping_NoM,0.0,0.0
RMD_Anorexia Nervosa_NoM,PT_Chronic Traumatic Encephalopathy_NoM,0.852882862320332,0.7610099120608689
RMD_Antisocial Personality Disorder_NoM,PT_Acceptance And Commitment Therapy_NoM,0.7025028970514506,0.619394215474217
RMD_Antisocial Personality Disorder_NoM,PT_Animal Assisted Therapy_NoM,0.6053007144138035,0.5836350279601609
RMD_Antisocial Personality Disorder_NoM,PT_Anticonvulsant Therapy_NoM,0.41562478783834084,0.40025693035255283
RMD_Antisocial Personality Disorder_NoM,PT_Antidepressants_NoM,0.06896050957030497,0.05495809991493843
RMD_Antisocial Personality Disorder_NoM,PT_Antipsychotic Medications_NoM,0.3378652948207876,0.2894371304983935
RMD_Antisocial Personality Disorder_NoM,PT_Anxiolytic Medications_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Art Therapy_NoM,0.6590624400396484,0.6438662000066886
RMD_Antisocial Personality Disorder_NoM,PT_Augmentative Communication Devices_NoM,0.3540525109372525,0.3473972743835744
RMD_Antisocial Personality Disorder_NoM,PT_Behavioral Activation Therapy_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Biofeedback Devices_NoM,0.09281027216403602,0.08970725437687459
RMD_Antisocial Personality Disorder_NoM,PT_Blockchain For Data Protection_NoM,0.4447027759875788,0.4430554958207937
RMD_Antisocial Personality Disorder_NoM,PT_Brain Computer Interface_NoM,0.19679858007102694,0.16139170098511008
RMD_Antisocial Personality Disorder_NoM,PT_Cbt For Insomnia_NoM,0.7069718602211308,0.6945526219195131
RMD_Antisocial Personality Disorder_NoM,PT_Chronotherapy_NoM,0.5602103052378636,0.5343338720777342
RMD_Antisocial Personality Disorder_NoM,PT_Closed Loop Neurostimulation_NoM,0.6838373595907974,0.6300640641405687
RMD_Antisocial Personality Disorder_NoM,PT_Clozapine Protocol_NoM,0.35477217883755213,0.33700814893149283
RMD_Antisocial Personality Disorder_NoM,PT_Cognitive Assistive Technologies_NoM,0.06530135489425162,0.06507225649578015
RMD_Antisocial Personality Disorder_NoM,PT_Cognitive Behavioral Therapy_NoM,0.3230622829324307,0.258171950750711
RMD_Antisocial Personality Disorder_NoM,PT_Cognitive Enhancement Programs_NoM,0.5965935401022746,0.593254285228854
RMD_Antisocial Personality Disorder_NoM,PT_Cultural Psychiatry Interventions_NoM,0.16592107012012616,0.16448562382155535
RMD_Antisocial Personality Disorder_NoM,PT_Deep Brain Stimulation_NoM,0.6500496940188888,0.623002418611382
RMD_Antisocial Personality Disorder_NoM,PT_Dialectical Behavior Therapy_NoM,0.41057674904684044,0.35704466615414737
RMD_Antisocial Personality Disorder_NoM,PT_Dietary Interventions And Supplements_NoM,0.27553158739360994,0.26990110063092226
RMD_Antisocial Personality Disorder_NoM,PT_Digital Health Tools_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Digital Imaging Technologies For Brain Scanning_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Digital Phenotyping_NoM,0.6481893738191546,0.5963276364830119
RMD_Antisocial Personality Disorder_NoM,PT_Digital Therapeutics_NoM,0.4603349641855225,0.41672178752520245
RMD_Antisocial Personality Disorder_NoM,PT_Electroconvulsive Therapy_NoM,0.8121468864019558,0.715990747785217
RMD_Antisocial Personality Disorder_NoM,PT_Electroencephalography_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Emdr Therapy_NoM,0.4893655129033152,0.42579256651336256
RMD_Antisocial Personality Disorder_NoM,PT_Emotion Regulation Training_NoM,0.406863200847497,0.3815915408163828
RMD_Antisocial Personality Disorder_NoM,PT_Expressive Writing And Journaling_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Fecal Microbiota Transplant_NoM,0.7180137711937602,0.6674578256994722
RMD_Antisocial Personality Disorder_NoM,PT_Focused Ultrasound Therapy_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Hypnotherapy_NoM,0.8383444710432486,0.7685656109953886
RMD_Antisocial Personality Disorder_NoM,PT_Immunotherapy For Neuropsychiatric Disorders_NoM,0.8221059148544515,0.794169866968561
RMD_Antisocial Personality Disorder_NoM,PT_Interpersonal Psychotherapy_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Ketamine Therapy_NoM,0.5556332948107148,0.5037420418453518
RMD_Antisocial Personality Disorder_NoM,PT_Light Therapy_NoM,0.6666417852049076,0.6227678090739165
RMD_Antisocial Personality Disorder_NoM,PT_Lithium Therapy_NoM,0.4433183836002991,0.4430172848520316
RMD_Antisocial Personality Disorder_NoM,PT_Machine Learning Neuroimaging_NoM,0.7354636784871249,0.7173301063305534
RMD_Antisocial Personality Disorder_NoM,PT_Meditation And Relaxation Techniques_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Memory Retrieval Techniques_NoM,0.3988702894602779,0.39502940044799184
RMD_Antisocial Personality Disorder_NoM,PT_Mentalization Based Treatment_NoM,0.5914173404430727,0.5638083034986494
RMD_Antisocial Personality Disorder_NoM,PT_Metabolic And Enzyme Targeted Therapy_NoM,0.4121089242427144,0.404812693554721
RMD_Antisocial Personality Disorder_NoM,PT_Metaverse_NoM,0.24431026297684136,0.19387503827196245
RMD_Antisocial Personality Disorder_NoM,PT_Mindfulness Based Stress Reduction_NoM,0.22197711631732323,0.18968518196888787
RMD_Antisocial Personality Disorder_NoM,PT_Mood Stabilizers_NoM,0.2599830986669899,0.22021034853365218
RMD_Antisocial Personality Disorder_NoM,PT_Motivational Interviewing_NoM,0.528767243120635,0.45948051210362434
RMD_Antisocial Personality Disorder_NoM,PT_Music Therapy_NoM,0.5868212123160215,0.5456128549100361
RMD_Antisocial Personality Disorder_NoM,PT_Naltrexone_NoM,0.7185445377713687,0.67382606083901
RMD_Antisocial Personality Disorder_NoM,PT_Narrative Exposure Therapy_NoM,0.5977835001778548,0.5384858373285567
RMD_Antisocial Personality Disorder_NoM,PT_Neurobiological Assessments For Mental Disorders_NoM,0.14980063136905344,0.14766288149004023
RMD_Antisocial Personality Disorder_NoM,PT_Neurocognitive Training_NoM,0.5354424396948481,0.5172457713595233
RMD_Antisocial Personality Disorder_NoM,PT_Neurofeedback Systems_NoM,0.42105675652879143,0.4143305012960012
RMD_Antisocial Personality Disorder_NoM,PT_Neuromodulation Techniques_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Neuroplasticity Techniques_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Neuroprotective Agents_NoM,0.7672754749258702,0.6718836917211212
RMD_Antisocial Personality Disorder_NoM,PT_Occupational Therapy_NoM,0.588740511714064,0.5052049519141282
RMD_Antisocial Personality Disorder_NoM,PT_Oxytocin Therapy_NoM,0.429858428361523,0.418394384868775
RMD_Antisocial Personality Disorder_NoM,PT_Personalized Medicine_NoM,0.5360605909274666,0.41765596029980817
RMD_Antisocial Personality Disorder_NoM,PT_Pharmacogenomic Testing_NoM,0.5945187476727225,0.5565473952140809
RMD_Antisocial Personality Disorder_NoM,PT_Privacy Preserving Ai In Digital Mental Health_NoM,0.06262859730357459,0.05915163463872612
RMD_Antisocial Personality Disorder_NoM,PT_Prolonged Exposure Therapy_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Psilocybin Assisted Therapy_NoM,0.2495310628697993,0.24662692206764172
RMD_Antisocial Personality Disorder_NoM,PT_Psychoeducation Programs_NoM,0.33289466040975346,0.31912186719714486
RMD_Antisocial Personality Disorder_NoM,PT_Psychophysiological Metrics For Treatment Response_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Reality Testing Techniques_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Regenerative Medicine Approaches_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Resting State Fmri_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Schema Therapy_NoM,0.3377090288763143,0.3338750785987551
RMD_Antisocial Personality Disorder_NoM,PT_Secure Data Storage For Patient Records_NoM,0.18498603834401744,0.18406443504003378
RMD_Antisocial Personality Disorder_NoM,PT_Selective Serotonin Reuptake Inhibitors_NoM,0.5004889548667564,0.41656877893131183
RMD_Antisocial Personality Disorder_NoM,PT_Sleep Pattern Monitoring And Manipulation_NoM,0.1940356252699112,0.19325692165955147
RMD_Antisocial Personality Disorder_NoM,PT_Smart Wearable Mental Health Trackers_NoM,0.3996736304004845,0.37257940030466263
RMD_Antisocial Personality Disorder_NoM,PT_Social Skills Training_NoM,0.9024324425193838,0.8008960928791038
RMD_Antisocial Personality Disorder_NoM,PT_Speech Language Therapy_NoM,0.3675764704884333,0.35374588227960474
RMD_Antisocial Personality Disorder_NoM,PT_Stem Cell Therapy For Neurological Disorders_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Stimulant And Wake Promoting Agents_NoM,0.7715777421103898,0.6902145760749886
RMD_Antisocial Personality Disorder_NoM,PT_Traditional And Alternative Medicine Approaches_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Transcranial Direct Current Stimulation_NoM,0.7399133026278992,0.6685588742365803
RMD_Antisocial Personality Disorder_NoM,PT_Transcranial Magnetic Stimulation_NoM,0.40803988346481707,0.3233095313381774
RMD_Antisocial Personality Disorder_NoM,PT_Transference Focused Psychotherapy_NoM,0.6656498500282916,0.6206253226514569
RMD_Antisocial Personality Disorder_NoM,PT_Trauma Focused Cbt_NoM,0.0,0.0
RMD_Antisocial Personality Disorder_NoM,PT_Vagus Nerve Stimulation_NoM,0.6061706054293576,0.5580853110958801
RMD_Antisocial Personality Disorder_NoM,PT_Virtual Reality Exposure Therapy_NoM,0.35095929089847056,0.31721884045966525
RMD_Antisocial Personality Disorder_NoM,PT_Vocal And Speech Biomarkers_NoM,0.12379512832036911,0.12379457179075881
RMD_Antisocial Personality Disorder_NoM,PT_Voxel Based Lesion Symptom Mapping_NoM,0.15752755159653054,0.14942313477017014
RMD_Antisocial Personality Disorder_NoM,PT_Chronic Traumatic Encephalopathy_NoM,0.5019251812588078,0.4478575604294859
RMD_Autosarcophagy_NoM,PT_Acceptance And Commitment Therapy_NoM,0.4554711523075451,0.4015872364922185
RMD_Autosarcophagy_NoM,PT_Animal Assisted Therapy_NoM,0.6596868621796431,0.6360745181443103
RMD_Autosarcophagy_NoM,PT_Anticonvulsant Therapy_NoM,0.633183596388471,0.6097714334078994
RMD_Autosarcophagy_NoM,PT_Antidepressants_NoM,0.02929290735506908,0.023344991782255495
RMD_Autosarcophagy_NoM,PT_Antipsychotic Medications_NoM,0.6072387745748367,0.5201997693593472
RMD_Autosarcophagy_NoM,PT_Anxiolytic Medications_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Art Therapy_NoM,0.6538663471874255,0.6387899153386662
RMD_Autosarcophagy_NoM,PT_Augmentative Communication Devices_NoM,0.12147214097388476,0.11918879088346211
RMD_Autosarcophagy_NoM,PT_Behavioral Activation Therapy_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Biofeedback Devices_NoM,0.17161921390687532,0.16588129868526633
RMD_Autosarcophagy_NoM,PT_Blockchain For Data Protection_NoM,0.5099449734952648,0.5080560213988337
RMD_Autosarcophagy_NoM,PT_Brain Computer Interface_NoM,0.038474929149267804,0.031552739142939094
RMD_Autosarcophagy_NoM,PT_Cbt For Insomnia_NoM,0.5033915164018615,0.4945485347317679
RMD_Autosarcophagy_NoM,PT_Chronotherapy_NoM,0.3148791144455723,0.3003346687574267
RMD_Autosarcophagy_NoM,PT_Closed Loop Neurostimulation_NoM,0.6048955903942873,0.5573298514907027
RMD_Autosarcophagy_NoM,PT_Clozapine Protocol_NoM,0.5542760198462683,0.5265225025749235
RMD_Autosarcophagy_NoM,PT_Cognitive Assistive Technologies_NoM,0.4312006011723101,0.42968780917421934
RMD_Autosarcophagy_NoM,PT_Cognitive Behavioral Therapy_NoM,0.3071522799125592,0.24545763300737658
RMD_Autosarcophagy_NoM,PT_Cognitive Enhancement Programs_NoM,0.6064034773083307,0.6030093142295385
RMD_Autosarcophagy_NoM,PT_Cultural Psychiatry Interventions_NoM,0.16040365529342768,0.15901594224949975
RMD_Autosarcophagy_NoM,PT_Deep Brain Stimulation_NoM,0.4188762245931885,0.40144761765364056
RMD_Autosarcophagy_NoM,PT_Dialectical Behavior Therapy_NoM,0.40558524947622465,0.3527039715046416
RMD_Autosarcophagy_NoM,PT_Dietary Interventions And Supplements_NoM,0.2090590909001948,0.20478696930764753
RMD_Autosarcophagy_NoM,PT_Digital Health Tools_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Digital Imaging Technologies For Brain Scanning_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Digital Phenotyping_NoM,0.2416758957552257,0.2223393679866735
RMD_Autosarcophagy_NoM,PT_Digital Therapeutics_NoM,0.14498961983530087,0.13125297500977082
RMD_Autosarcophagy_NoM,PT_Electroconvulsive Therapy_NoM,0.6811369687033344,0.6004920732093838
RMD_Autosarcophagy_NoM,PT_Electroencephalography_NoM,0.016451892946763066,0.012723700377721251
RMD_Autosarcophagy_NoM,PT_Emdr Therapy_NoM,0.5001693008326697,0.4351928459961033
RMD_Autosarcophagy_NoM,PT_Emotion Regulation Training_NoM,0.15781089900001818,0.14800872622935313
RMD_Autosarcophagy_NoM,PT_Expressive Writing And Journaling_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Fecal Microbiota Transplant_NoM,0.6384615965798796,0.5935069857188323
RMD_Autosarcophagy_NoM,PT_Focused Ultrasound Therapy_NoM,0.075699632009732,0.07290306835312166
RMD_Autosarcophagy_NoM,PT_Hypnotherapy_NoM,0.6135987455732002,0.562526397067563
RMD_Autosarcophagy_NoM,PT_Immunotherapy For Neuropsychiatric Disorders_NoM,0.6802811791775474,0.6571644891574558
RMD_Autosarcophagy_NoM,PT_Interpersonal Psychotherapy_NoM,0.281901171050277,0.2546941468751088
RMD_Autosarcophagy_NoM,PT_Ketamine Therapy_NoM,0.3231787775164318,0.292996727855684
RMD_Autosarcophagy_NoM,PT_Light Therapy_NoM,0.511625376545335,0.4779535605014911
RMD_Autosarcophagy_NoM,PT_Lithium Therapy_NoM,0.09097480274052556,0.09091301329022893
RMD_Autosarcophagy_NoM,PT_Machine Learning Neuroimaging_NoM,0.5173793533077685,0.5046228622532739
RMD_Autosarcophagy_NoM,PT_Meditation And Relaxation Techniques_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Memory Retrieval Techniques_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Mentalization Based Treatment_NoM,0.6127730596875406,0.5841670772677724
RMD_Autosarcophagy_NoM,PT_Metabolic And Enzyme Targeted Therapy_NoM,0.44651383468295236,0.4386084782308591
RMD_Autosarcophagy_NoM,PT_Metaverse_NoM,0.4200246431447114,0.3333150755626153
RMD_Autosarcophagy_NoM,PT_Mindfulness Based Stress Reduction_NoM,0.4439811943617852,0.3793934034303295
RMD_Autosarcophagy_NoM,PT_Mood Stabilizers_NoM,0.2940663975104896,0.2490795140909003
RMD_Autosarcophagy_NoM,PT_Motivational Interviewing_NoM,0.285821419059718,0.24836896329786792
RMD_Autosarcophagy_NoM,PT_Music Therapy_NoM,0.5876600192413134,0.5463927582802987
RMD_Autosarcophagy_NoM,PT_Naltrexone_NoM,0.699587890499492,0.6560491767539379
RMD_Autosarcophagy_NoM,PT_Narrative Exposure Therapy_NoM,0.658705390327828,0.5933645267190907
RMD_Autosarcophagy_NoM,PT_Neurobiological Assessments For Mental Disorders_NoM,0.39246320562058884,0.3868625071277661
RMD_Autosarcophagy_NoM,PT_Neurocognitive Training_NoM,0.4500229953997473,0.4347292521633586
RMD_Autosarcophagy_NoM,PT_Neurofeedback Systems_NoM,0.4456167681869024,0.4384981741437944
RMD_Autosarcophagy_NoM,PT_Neuromodulation Techniques_NoM,0.3900276024465026,0.3380224609148407
RMD_Autosarcophagy_NoM,PT_Neuroplasticity Techniques_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Neuroprotective Agents_NoM,0.5780508582716185,0.5061844896001935
RMD_Autosarcophagy_NoM,PT_Occupational Therapy_NoM,0.1859322370969176,0.15955057454489524
RMD_Autosarcophagy_NoM,PT_Oxytocin Therapy_NoM,0.5283235333790526,0.5142334898547556
RMD_Autosarcophagy_NoM,PT_Personalized Medicine_NoM,0.7257225030130151,0.5654255023348536
RMD_Autosarcophagy_NoM,PT_Pharmacogenomic Testing_NoM,0.502947625467501,0.4708248343366545
RMD_Autosarcophagy_NoM,PT_Privacy Preserving Ai In Digital Mental Health_NoM,0.2490840081169994,0.23525556817229404
RMD_Autosarcophagy_NoM,PT_Prolonged Exposure Therapy_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Psilocybin Assisted Therapy_NoM,0.2205709283800914,0.21800383703077655
RMD_Autosarcophagy_NoM,PT_Psychoeducation Programs_NoM,0.5008310523633347,0.48011025585021866
RMD_Autosarcophagy_NoM,PT_Psychophysiological Metrics For Treatment Response_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Reality Testing Techniques_NoM,0.07189885923835357,0.07189883012136757
RMD_Autosarcophagy_NoM,PT_Regenerative Medicine Approaches_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Resting State Fmri_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Schema Therapy_NoM,0.02332028940422478,0.02305553832448141
RMD_Autosarcophagy_NoM,PT_Secure Data Storage For Patient Records_NoM,0.0,0.0
RMD_Autosarcophagy_NoM,PT_Selective Serotonin Reuptake Inhibitors_NoM,0.5077265786640882,0.4225928241740713
RMD_Autosarcophagy_NoM,PT_Sleep Pattern Monitoring And Manipulation_NoM,0.20418665310226164,0.2033672113954265
RMD_Autosarcophagy_NoM,PT_Smart Wearable Mental Health Trackers_NoM,0.22242278466614757,0.20734454670418986
RMD_Autosarcophagy_NoM,PT_Social Skills Training_NoM,0.560372780040501,0.4973229562063297
RMD_Autosarcophagy_NoM,PT_Speech Language Therapy_NoM,0.24435128507484333,0.235157219965949
