rank,rmd_name,pt_name,brgi_score,brgi_norm,cisn_spillover_value,cisn_spillover_norm,final_priority_score,priority_label,interpretation
275,RMD Hypergraphia,Antipsychotic Medications,0.058168215653875,0.08591425749662193,1.9412340318524757,0.3118368250605089,0.09930987213921073,Watch,Lower gap urgency and lower spillover value.
276,RMD Cyclothymic Disorder,Machine Learning Neuroimaging,0.0426899130342817,0.06305285695473013,2.522517955212403,0.4072009701699093,0.07589044921670544,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
277,RMD Stendhal Syndrome,Resting State Fmri,0.0459938510333277,0.06793276218840567,0.7208009155095788,0.11161528765670116,0.07172392958489227,Watch,Lower gap urgency and lower spillover value.
278,RMD Stendhal Syndrome,Metaverse,0.036121205923628,0.05335089880145475,3.5368101816368105,0.5736034925465366,0.06865202974296039,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
279,RMD Palilalia,Dialectical Behavior Therapy,0.0410509135401407,0.060632060253411994,1.0615172321607091,0.16751244730021655,0.06571037265236361,Watch,Lower gap urgency and lower spillover value.
280,RMD Fregoli Delusion,Virtual Reality Exposure Therapy,0.0424361554899679,0.06267805792129214,0.4055043383512456,0.05988843382797991,0.06455490328343493,Watch,Lower gap urgency and lower spillover value.
281,RMD Wendigo Psychosis,Voxel Based Lesion Symptom Mapping,0.0417061490874342,0.06159984093738702,0.117581136213691,0.012652394905211611,0.061989533694206046,Watch,Lower gap urgency and lower spillover value.
282,RMD Palilalia,Acceptance And Commitment Therapy,0.0396244407948811,0.05852516484033288,0.4693880824986075,0.07036905853163022,0.06058434521544422,Watch,Lower gap urgency and lower spillover value.
283,RMD Disinhibited Social Engagement Disorder,Acceptance And Commitment Therapy,0.0390486275371121,0.05767469060897077,0.4693880824986075,0.07036905853163022,0.05970394744859893,Watch,Lower gap urgency and lower spillover value.
284,RMD Hypergraphia,Selective Serotonin Reuptake Inhibitors,0.0347731722697111,0.05135985766060426,0.8343375239414705,0.13024185062638421,0.05470445911541665,Watch,Lower gap urgency and lower spillover value.
285,RMD Savant Syndrome,Hypnotherapy,0.0217905796225672,0.03218461229468994,3.640910593831803,0.5906819741896023,0.04169004745906714,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
286,RMD Fregoli Delusion,Mentalization Based Treatment,0.0212765463432628,0.03142538688226233,1.7953066763424803,0.28789630830606666,0.035949013317508945,Watch,Lower gap urgency and lower spillover value.
287,RMD Fregoli Delusion,Selective Serotonin Reuptake Inhibitors,0.0226743297202673,0.03348990819560371,0.8343375239414705,0.13024185062638421,0.035670802005955286,Watch,Lower gap urgency and lower spillover value.
288,RMD Savant Syndrome,Occupational Therapy,0.0231847168818252,0.03424374830446966,0.3540510379273358,0.05144712002108652,0.03512461941896562,Watch,Lower gap urgency and lower spillover value.
289,RMD Savant Syndrome,Electroconvulsive Therapy,0.0154608292392767,0.022835592418349038,6.135873325076947,1.0,0.03425338862752356,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
290,RMD Autosarcophagy,Speech Language Therapy,0.0221929102570671,0.0327788532790943,0.3605031806379515,0.05250564417596965,0.033639390682478516,Watch,Lower gap urgency and lower spillover value.
291,RMD Reduplicative Paramnesia,Animal Assisted Therapy,0.0092979422785474,0.013733029251940506,3.682905338694589,0.5975715384489724,0.01783626296076392,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
292,RMD Savant Syndrome,Motivational Interviewing,0.0096433283122771,0.01424316325388687,2.215112731872707,0.3567687542632559,0.01678392105931557,Watch,Lower gap urgency and lower spillover value.
293,RMD Stendhal Syndrome,Antidepressants,0.0084006868422165,0.012407786011613579,2.222216948715186,0.3579342562471037,0.01462837184048364,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
294,RMD Intermetamorphosis Syndrome,Prolonged Exposure Therapy,0.0090302567946369,0.01333765869889411,0.0404595540722748,0.0,0.01333765869889411,Watch,Lower gap urgency and lower spillover value.
295,RMD Fregoli Delusion,Hypnotherapy,0.0043103659082054,0.006366395846587217,3.640910593831803,0.5906819741896023,0.008246653480154529,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
296,RMD Stendhal Syndrome,Clozapine Protocol,0.0052950643785077,0.007820792151907712,0.2302490241404801,0.031136437524720062,0.00794254795502356,Watch,Lower gap urgency and lower spillover value.
297,RMD Wendigo Psychosis,Interpersonal Psychotherapy,0.005112137634602,0.007550609970758308,0.5898670420163191,0.09013456814983188,0.007890895455249366,Watch,Lower gap urgency and lower spillover value.
298,RMD Intermetamorphosis Syndrome,Cognitive Assistive Technologies,0.0051541590450168,0.007612675451608378,0.231006110901656,0.031260643491635265,0.007731664018263504,Watch,Lower gap urgency and lower spillover value.
299,RMD Wendigo Psychosis,Deep Brain Stimulation,0.0043147742153179,0.0063729069012608075,0.9052952632683952,0.14188301921521146,0.006825010537424979,Watch,Lower gap urgency and lower spillover value.
300,RMD Fregoli Delusion,Cbt For Insomnia,0.0018356319983,0.002711222243938282,1.9201998719323623,0.30838600765740315,0.0031292737457783186,Watch,Lower gap urgency and lower spillover value.
301,RMD Hypergraphia,Cbt For Insomnia,0.0007817631399644,0.0011546615097827028,1.9201998719323623,0.30838600765740315,0.0013327022363814815,Watch,Lower gap urgency and lower spillover value.
302,RMD Savant Syndrome,Cbt For Insomnia,0.0003252081680184,0.0004803313626361207,1.9201998719323623,0.30838600765740315,0.0005543950982741175,Watch,Lower gap urgency and lower spillover value.
303,RMD Stendhal Syndrome,Selective Serotonin Reuptake Inhibitors,0.0001320293801936,0.00019500694734335888,0.8343375239414705,0.13024185062638421,0.00020770598019685934,Watch,Lower gap urgency and lower spillover value.
304,RMD Wendigo Psychosis,Anxiolytic Medications,0.0,0.0,1.7360299014026417,0.27817149270424274,0.0,Watch,Lower gap urgency and lower spillover value.
305,RMD Delusional Disorder,Digital Health Tools,0.0,0.0,0.5873764693512619,0.08972597034849726,0.0,Watch,Lower gap urgency and lower spillover value.
306,RMD Autosarcophagy,Narrative Exposure Therapy,0.0,0.0,3.9825314317890848,0.6467275275829323,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
307,RMD Delusional Disorder,Metaverse,0.0,0.0,3.5368101816368105,0.5736034925465366,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
308,RMD Hypergraphia,Machine Learning Neuroimaging,0.0,0.0,2.522517955212403,0.4072009701699093,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
309,RMD Delusional Disorder,Resting State Fmri,0.0,0.0,0.7208009155095788,0.11161528765670116,0.0,Watch,Lower gap urgency and lower spillover value.
310,RMD Savant Syndrome,Stimulant And Wake Promoting Agents,0.0,0.0,3.964868063529896,0.6438297147481069,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
311,RMD Savant Syndrome,Machine Learning Neuroimaging,0.0,0.0,2.522517955212403,0.4072009701699093,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
312,RMD Delusional Disorder,Antidepressants,0.0,0.0,2.222216948715186,0.3579342562471037,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
313,RMD Intermetamorphosis Syndrome,Focused Ultrasound Therapy,0.0,0.0,1.0198302756773785,0.16067337811649163,0.0,Watch,Lower gap urgency and lower spillover value.
314,RMD Delusional Disorder,Anxiolytic Medications,0.0,0.0,1.7360299014026417,0.27817149270424274,0.0,Watch,Lower gap urgency and lower spillover value.
315,RMD Intermetamorphosis Syndrome,Psilocybin Assisted Therapy,0.0,0.0,0.462012221803312,0.06915899126263171,0.0,Watch,Lower gap urgency and lower spillover value.
316,RMD Savant Syndrome,Closed Loop Neurostimulation,0.0,0.0,3.441061398090393,0.5578951604884431,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
317,RMD Hypergraphia,Motivational Interviewing,0.0,0.0,2.215112731872707,0.3567687542632559,0.0,Watch,Lower gap urgency and lower spillover value.
318,RMD Hypergraphia,Digital Phenotyping,0.0,0.0,1.6032683864270187,0.25639093440856847,0.0,Watch,Lower gap urgency and lower spillover value.
319,RMD Avoidant Personality Disorder,Machine Learning Neuroimaging,0.0,0.0,2.522517955212403,0.4072009701699093,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
320,RMD Pyromania,Machine Learning Neuroimaging,0.0,0.0,2.522517955212403,0.4072009701699093,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
321,RMD Delusional Disorder,Cognitive Behavioral Therapy,0.0,0.0,2.946872315305659,0.47681960083808,0.0,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
322,RMD Delusional Disorder,Selective Serotonin Reuptake Inhibitors,0.0,0.0,0.8343375239414705,0.13024185062638421,0.0,Watch,Lower gap urgency and lower spillover value.
323,RMD Autosarcophagy,Acceptance And Commitment Therapy,0.0,0.0,0.4693880824986075,0.07036905853163022,0.0,Watch,Lower gap urgency and lower spillover value.
324,RMD Intermetamorphosis Syndrome,Trauma Focused Cbt,0.0,0.0,1.1064749925759565,0.17488811728821757,0.0,Watch,Lower gap urgency and lower spillover value.
325,RMD Intermetamorphosis Syndrome,Clozapine Protocol,0.0,0.0,0.2302490241404801,0.031136437524720062,0.0,Watch,Lower gap urgency and lower spillover value.
