rank,rmd_name,pt_name,brgi_score,brgi_norm,cisn_spillover_value,cisn_spillover_norm,final_priority_score,priority_label,interpretation
130,RMD Hyperthymesia,Closed Loop Neurostimulation,0.2446893901685342,0.3614054004806041,3.441061398090393,0.5578951604884431,0.46221856243186243,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
131,RMD Cyclothymic Disorder,Transference Focused Psychotherapy,0.2758969559756696,0.40749886947320835,1.6666146501405488,0.26678338126998785,0.4618558326040883,Watch,Lower gap urgency and lower spillover value.
132,RMD Childhood Disintegrative Disorder,Resting State Fmri,0.2940412031329548,0.4342978610673317,0.7208009155095788,0.11161528765670116,0.4585350014131918,Watch,Lower gap urgency and lower spillover value.
133,RMD Body Integrity Dysphoria,Digital Health Tools,0.2957961209373318,0.4368898687202364,0.5873764693512619,0.08972597034849726,0.4564900524234118,Watch,Lower gap urgency and lower spillover value.
134,RMD Cotard Syndrome,Metaverse,0.2401125648713845,0.3546454450190826,3.5368101816368105,0.5736034925465366,0.45635837795841583,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
135,RMD Childhood Disintegrative Disorder,Transcranial Magnetic Stimulation,0.2437682872978359,0.3600449346604912,3.298822551790199,0.534559772335335,0.45627770381179256,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
136,RMD Histrionic Personality Disorder,Art Therapy,0.2967369959760281,0.43827953796551106,0.4720099419937074,0.07079919495773666,0.45379445719271455,Watch,Lower gap urgency and lower spillover value.
137,RMD Schizotypal Personality Disorder,Animal Assisted Therapy,0.2361044997249171,0.34872554637364606,3.682905338694589,0.5975715384489724,0.45291977699512515,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
138,RMD Erotomania,Motivational Interviewing,0.2602041589684642,0.384320661447337,2.215112731872707,0.3567687542632559,0.45287746325843553,Watch,Lower gap urgency and lower spillover value.
139,RMD Rumination Disorder,Mindfulness Based Stress Reduction,0.2766064185649959,0.408546743314591,1.3497798374291512,0.21480416794429832,0.4524255149466128,Watch,Lower gap urgency and lower spillover value.
140,RMD Hyperthymesia,Transference Focused Psychotherapy,0.2701199301432354,0.39896622188632425,1.6666146501405488,0.26678338126998785,0.4521850007299971,Watch,Lower gap urgency and lower spillover value.
141,RMD Erotomania,Closed Loop Neurostimulation,0.2387138550672123,0.3525795553759525,3.441061398090393,0.5578951604884431,0.450930769191658,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
142,RMD Dissociative Amnesia,Metaverse,0.2359960851858736,0.3485654184666945,3.5368101816368105,0.5736034925465366,0.448534589173415,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
143,RMD Factitious Disorder,Ketamine Therapy,0.2917269971251844,0.430879786632405,0.4646766214755783,0.0695961067354058,0.4458735644427038,Watch,Lower gap urgency and lower spillover value.
144,RMD Landau Kleffner Syndrome,Resting State Fmri,0.284667652370764,0.4204531583411468,0.7208009155095788,0.11161528765670116,0.4439176584483546,Watch,Lower gap urgency and lower spillover value.
145,RMD Pyromania,Transcranial Direct Current Stimulation,0.260245836202406,0.3843822185807022,1.875861089052281,0.30111188574446646,0.44225324592244064,Watch,Lower gap urgency and lower spillover value.
146,RMD Dissociative Fugue,Motivational Interviewing,0.2512712287801514,0.37112675381632426,2.215112731872707,0.3567687542632559,0.4373299686327323,Watch,Lower gap urgency and lower spillover value.
147,RMD Reactive Attachment Disorder,Cbt For Insomnia,0.2554568010109827,0.3773088298241242,1.9201998719323623,0.30838600765740315,0.43548721166579835,Watch,Lower gap urgency and lower spillover value.
148,RMD Dissociative Fugue,Closed Loop Neurostimulation,0.2297809248788995,0.3393856477449398,3.441061398090393,0.5578951604884431,0.4340564529530085,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
149,RMD Anorexia Nervosa,Closed Loop Neurostimulation,0.2267105605206514,0.33485072998757504,3.441061398090393,0.5578951604884431,0.4282565308606203,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
150,RMD Diogenes Syndrome,Mindfulness Based Stress Reduction,0.2594996053092893,0.38328003807916067,1.3497798374291512,0.21480416794429832,0.4244451129137872,Watch,Lower gap urgency and lower spillover value.
151,RMD Landau Kleffner Syndrome,Antidepressants,0.243547132733786,0.359718290118472,2.222216948715186,0.3579342562471037,0.4240960394344896,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
152,RMD Kleine Levin Syndrome,Traditional And Alternative Medicine Approaches,0.2647555122382914,0.3910429948107806,1.0527469474517626,0.16607361393493034,0.42351395648686285,Watch,Lower gap urgency and lower spillover value.
153,RMD Selective Mutism,Machine Learning Neuroimaging,0.2377604412712655,0.35117136642868935,2.522517955212403,0.4072009701699093,0.42267002698151684,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
154,RMD Capgras Syndrome,Digital Health Tools,0.2717083079194685,0.4013122504817555,0.5873764693512619,0.08972597034849726,0.41931631602536285,Watch,Lower gap urgency and lower spillover value.
155,RMD Erotomania,Occupational Therapy,0.2748996796656878,0.40602589574128417,0.3540510379273358,0.05144712002108652,0.41647032723621963,Watch,Lower gap urgency and lower spillover value.
156,RMD Brief Psychotic Disorder,Focused Ultrasound Therapy,0.2604934951479117,0.3847480100043575,1.0198302756773785,0.16067337811649163,0.4156573912498564,Watch,Lower gap urgency and lower spillover value.
157,RMD Pyromania,Deep Brain Stimulation,0.2627081840457555,0.3880190980050015,0.9052952632683952,0.14188301921521146,0.41554575857405784,Watch,Lower gap urgency and lower spillover value.
158,RMD Childhood Disintegrative Disorder,Electroencephalography,0.272981024879442,0.4031920491207601,0.3965544241443226,0.058420130847549455,0.41496931525392333,Watch,Lower gap urgency and lower spillover value.
159,RMD Childhood Disintegrative Disorder,Brain Computer Interface,0.2565362032436147,0.3789031032656303,1.1310437727795437,0.17891881661833667,0.41279955069028135,Watch,Lower gap urgency and lower spillover value.
160,RMD Rumination Disorder,Selective Serotonin Reuptake Inhibitors,0.261320542594921,0.385969556282261,0.8343375239414705,0.13024185062638421,0.411104250930084,Watch,Lower gap urgency and lower spillover value.
161,RMD Cyclothymic Disorder,Digital Therapeutics,0.2562565218211692,0.37849001475199967,1.0587660086772843,0.16706108770646558,0.4101054915272523,Watch,Lower gap urgency and lower spillover value.
162,RMD Diogenes Syndrome,Emdr Therapy,0.2293815461637351,0.33879576673539535,2.5514555840953275,0.4119484130786382,0.40857895596759863,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
163,RMD Reduplicative Paramnesia,Stem Cell Therapy For Neurological Disorders,0.2680680145833377,0.39593554955448984,0.3465091663524839,0.05020981737713348,0.40587547537261287,Watch,Lower gap urgency and lower spillover value.
164,RMD Ganser Syndrome,Fecal Microbiota Transplant,0.2593256146285974,0.3830230544331103,0.7328060734653572,0.11358482711813786,0.40477585814313327,Watch,Lower gap urgency and lower spillover value.
165,RMD Landau Kleffner Syndrome,Electroencephalography,0.2636074741172512,0.38934734639457524,0.3965544241443226,0.058420130847549455,0.4007202078553339,Watch,Lower gap urgency and lower spillover value.
166,RMD Capgras Syndrome,Mood Stabilizers,0.2062488261219331,0.30462881758751914,3.872536770533319,0.6286820485739436,0.400386152135309,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
167,RMD Circadian Rhythm Sleep Wake Disorder,Stem Cell Therapy For Neurological Disorders,0.2626225691325122,0.3878926450681312,0.3465091663524839,0.05020981737713348,0.3976306545035333,Watch,Lower gap urgency and lower spillover value.
168,RMD Capgras Syndrome,Antidepressants,0.2273903197783317,0.3358547321087261,2.222216948715186,0.3579342562471037,0.39596168898092965,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
169,RMD Erotomania,Digital Therapeutics,0.2445039608874131,0.361131522060464,1.0587660086772843,0.16706108770646558,0.3912970345007203,Watch,Lower gap urgency and lower spillover value.
170,RMD Othello Syndrome,Interpersonal Psychotherapy,0.2512625005830948,0.37111386229883536,0.5898670420163191,0.09013456814983188,0.38783895615519626,Watch,Lower gap urgency and lower spillover value.
171,RMD Palilalia,Neurofeedback Systems,0.2533396954014743,0.37418187200982284,0.4269333375822717,0.06340402768855782,0.38604419089655645,Watch,Lower gap urgency and lower spillover value.
172,RMD Dissociative Amnesia,Resting State Fmri,0.2466001666885732,0.36422761092862554,0.7208009155095788,0.11161528765670116,0.38455429571178135,Watch,Lower gap urgency and lower spillover value.
173,RMD Diogenes Syndrome,Clozapine Protocol,0.2543881387479965,0.37573041928140705,0.2302490241404801,0.031136437524720062,0.38157987264445326,Watch,Lower gap urgency and lower spillover value.
174,RMD Dissociative Fugue,Digital Therapeutics,0.2355710306991003,0.3479376144294513,1.0587660086772843,0.16706108770646558,0.37700103258973977,Watch,Lower gap urgency and lower spillover value.
175,RMD Histrionic Personality Disorder,Speech Language Therapy,0.2471354592624755,0.3650182362471659,0.3605031806379515,0.05250564417596965,0.3746009950622327,Watch,Lower gap urgency and lower spillover value.
176,RMD Schizoaffective Disorder,Music Therapy,0.2274755530536757,0.33598062136771173,1.4332086041076302,0.22849130548947075,0.37436494676544774,Watch,Lower gap urgency and lower spillover value.
177,RMD Avoidant Personality Disorder,Deep Brain Stimulation,0.2356305151869659,0.3480254728165462,0.9052952632683952,0.14188301921521146,0.3727149252400528,Watch,Lower gap urgency and lower spillover value.
178,RMD Schizoaffective Disorder,Transcranial Magnetic Stimulation,0.1966714772860124,0.29048310579672865,3.298822551790199,0.534559772335335,0.3681233972477088,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
179,RMD Cotard Syndrome,Anxiolytic Medications,0.2184589983282386,0.3226632005786148,1.7360299014026417,0.27817149270424274,0.3675410526514557,Watch,Lower gap urgency and lower spillover value.
180,RMD Cotard Syndrome,Mood Stabilizers,0.1884546330807075,0.27834685473713194,3.872536770533319,0.6286820485739436,0.36584269016225895,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
181,RMD Cotard Syndrome,Antidepressants,0.2095961267371061,0.3095727692583388,2.222216948715186,0.3579342562471037,0.3649761187177587,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
182,RMD Impulse Control Disorders,Narrative Exposure Therapy,0.1860837992976313,0.274845141269885,3.9825314317890848,0.6467275275829323,0.36372010061071225,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
183,RMD Rumination Disorder,Transference Focused Psychotherapy,0.2156552606124473,0.31852208946905586,1.6666146501405488,0.26678338126998785,0.361010289487924,Watch,Lower gap urgency and lower spillover value.
184,RMD Disinhibited Social Engagement Disorder,Anticonvulsant Therapy,0.2331777285248634,0.34440271522456367,0.5778276442261366,0.0881594113774643,0.35958388555006265,Watch,Lower gap urgency and lower spillover value.
185,RMD Dissociative Amnesia,Mood Stabilizers,0.1843381533951966,0.27226682818474385,3.872536770533319,0.6286820485739436,0.35785146183570116,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
186,RMD Olfactory Reference Syndrome,Electroconvulsive Therapy,0.1612524763940474,0.2381693614485703,6.135873325076947,1.0,0.35725404217285545,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
187,RMD Boanthropy,Electroconvulsive Therapy,0.1589698939584432,0.23479799492261938,6.135873325076947,1.0,0.3521969923839291,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
188,RMD Schizoaffective Disorder,Personalized Medicine,0.2055804854761963,0.3036416807175323,1.8916286276174703,0.30369867298443926,0.3497494684658719,Watch,Lower gap urgency and lower spillover value.
189,RMD Kleine Levin Syndrome,Neuromodulation Techniques,0.2201334872393026,0.3251364150285204,0.8830238501161648,0.13822922080399064,0.34760809168071805,Watch,Lower gap urgency and lower spillover value.
190,RMD Schizoaffective Disorder,Electroencephalography,0.2258842148676185,0.3336302202569976,0.3965544241443226,0.058420130847549455,0.3433755808180529,Watch,Lower gap urgency and lower spillover value.
191,RMD Erotomania,Digital Phenotyping,0.2051862347328078,0.3030593737049317,1.6032683864270187,0.25639093440856847,0.34191021170767316,Watch,Lower gap urgency and lower spillover value.
192,RMD Olfactory Reference Syndrome,Mentalization Based Treatment,0.201986998790311,0.2983341130541383,1.7953066763424803,0.28789630830606666,0.3412787579491639,Watch,Lower gap urgency and lower spillover value.
193,RMD Cyclothymic Disorder,Fecal Microbiota Transplant,0.2173669084532309,0.32105018753229464,0.7328060734653572,0.11358482711813786,0.3392834025558454,Watch,Lower gap urgency and lower spillover value.
194,RMD Koro,Focused Ultrasound Therapy,0.2123495496408869,0.3136395655609818,1.0198302756773785,0.16067337811649163,0.3388363298158177,Watch,Lower gap urgency and lower spillover value.
195,RMD Boanthropy,Mentalization Based Treatment,0.1997044163547069,0.2949627465281876,1.7953066763424803,0.28789630830606666,0.33742208943482926,Watch,Lower gap urgency and lower spillover value.
196,RMD Schizoaffective Disorder,Brain Computer Interface,0.2094393932317912,0.30934127440186776,1.1310437727795437,0.17891881661833667,0.33701476177546297,Watch,Lower gap urgency and lower spillover value.
197,RMD Capgras Syndrome,Selective Serotonin Reuptake Inhibitors,0.2142034542261797,0.3163777763540166,0.8343375239414705,0.13024185062638421,0.3369805898987203,Watch,Lower gap urgency and lower spillover value.
198,RMD Reduplicative Paramnesia,Traditional And Alternative Medicine Approaches,0.2089662950188215,0.3086425099437635,1.0527469474517626,0.16607361393493034,0.3342711984639178,Watch,Lower gap urgency and lower spillover value.
199,RMD Hyperthymesia,Fecal Microbiota Transplant,0.2115898826207967,0.3125175399454106,0.7328060734653572,0.11358482711813786,0.3302661653184532,Watch,Lower gap urgency and lower spillover value.
200,RMD Pyromania,Selective Serotonin Reuptake Inhibitors,0.2078955015982099,0.30706095168845227,0.8343375239414705,0.13024185062638421,0.32705704498995364,Watch,Lower gap urgency and lower spillover value.
201,RMD Dissociative Fugue,Digital Phenotyping,0.196253304544495,0.289865466073919,1.6032683864270187,0.25639093440856847,0.32702490492365266,Watch,Lower gap urgency and lower spillover value.
202,RMD Circadian Rhythm Sleep Wake Disorder,Traditional And Alternative Medicine Approaches,0.203520849567996,0.30059960545740483,1.0527469474517626,0.16607361393493034,0.32556043687026753,Watch,Lower gap urgency and lower spillover value.
203,RMD Schizoaffective Disorder,Virtual Reality Exposure Therapy,0.2123988337017019,0.31371235795187336,0.4055043383512456,0.05988843382797991,0.3231062288469835,Watch,Lower gap urgency and lower spillover value.
204,RMD Anorexia Nervosa,Digital Phenotyping,0.193182940186247,0.2853305483165544,1.6032683864270187,0.25639093440856847,0.32190863126564967,Watch,Lower gap urgency and lower spillover value.
205,RMD Ekbom Syndrome,Neuroprotective Agents,0.1704800083280753,0.2517983948601455,3.303208599895008,0.5352793376133599,0.31918963386656846,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
206,RMD Brief Psychotic Disorder,Psilocybin Assisted Therapy,0.2085766376779213,0.3080669873710797,0.462012221803312,0.06915899126263171,0.31871978841503057,Watch,Lower gap urgency and lower spillover value.
207,RMD Wendigo Psychosis,Sleep Pattern Monitoring And Manipulation,0.2091685716222776,0.3089412718019281,0.404260694077898,0.0596844043198826,0.31816075969059066,Watch,Lower gap urgency and lower spillover value.
208,RMD Boanthropy,Hypnotherapy,0.1654623770585384,0.2443873704704816,3.640910593831803,0.5906819741896023,0.3165649776987365,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
209,RMD Ekbom Syndrome,Electroconvulsive Therapy,0.14110687973499,0.20841438341918933,6.135873325076947,1.0,0.31262157512878397,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
210,RMD Cotard Syndrome,Selective Serotonin Reuptake Inhibitors,0.1964092611849541,0.2900958135036294,0.8343375239414705,0.13024185062638421,0.30898712130846895,Watch,Lower gap urgency and lower spillover value.
211,RMD Wendigo Psychosis,Neuroplasticity Techniques,0.1927789949161844,0.2847339225208929,1.0478005937272556,0.16526212616554603,0.3082617892345222,Watch,Lower gap urgency and lower spillover value.
212,RMD Dissociative Amnesia,Clozapine Protocol,0.2024671909082253,0.29904335518581765,0.2302490241404801,0.031136437524720062,0.3036989275587806,Watch,Lower gap urgency and lower spillover value.
213,RMD Erotomania,Cbt For Insomnia,0.1749420320567875,0.2583887887939343,1.9201998719323623,0.30838600765740315,0.298230532293731,Watch,Lower gap urgency and lower spillover value.
214,RMD Autosarcophagy,Sleep Pattern Monitoring And Manipulation,0.1958532551188093,0.28927459442720643,0.404260694077898,0.0596844043198826,0.2979071853538382,Watch,Lower gap urgency and lower spillover value.
215,RMD Impulse Control Disorders,Music Therapy,0.1800939372244714,0.2659981352763562,1.4332086041076302,0.22849130548947075,0.2963872658698859,Watch,Lower gap urgency and lower spillover value.
216,RMD Circadian Rhythm Sleep Wake Disorder,Regenerative Medicine Approaches,0.1910745449064469,0.28221645562972913,0.4742979109007152,0.07117455403801624,0.29225977081554694,Watch,Lower gap urgency and lower spillover value.
217,RMD Kleine Levin Syndrome,Personalized Medicine,0.1687521118738313,0.24924629764986206,1.8916286276174703,0.30369867298443926,0.2870941825711359,Watch,Lower gap urgency and lower spillover value.
218,RMD Disinhibited Social Engagement Disorder,Speech Language Therapy,0.187616880117083,0.2771094964474489,0.3605031806379515,0.05250564417596965,0.28438440275657484,Watch,Lower gap urgency and lower spillover value.
219,RMD Dissociative Fugue,Cbt For Insomnia,0.1660091018684747,0.2451948811629216,1.9201998719323623,0.30838600765740315,0.283002216412854,Watch,Lower gap urgency and lower spillover value.
220,RMD Autosarcophagy,Lithium Therapy,0.1819966983592794,0.26880850702754067,0.4869383049549332,0.07324830891817666,0.27865339130883426,Watch,Lower gap urgency and lower spillover value.
221,RMD Olfactory Reference Syndrome,Stimulant And Wake Promoting Agents,0.1409262070486693,0.20814753047345813,3.964868063529896,0.6438297147481069,0.27515331305858287,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
222,RMD Delusional Disorder,Reality Testing Techniques,0.1847348142023705,0.27285269485339225,0.0597839096183332,0.0031703107076967605,0.2732852087634511,Watch,Lower gap urgency and lower spillover value.
223,RMD Stendhal Syndrome,Anticonvulsant Therapy,0.1745517361911323,0.25781232312235003,0.5778276442261366,0.0881594113774643,0.26917661444851154,Watch,Lower gap urgency and lower spillover value.
224,RMD Olfactory Reference Syndrome,Naltrexone,0.1308811123655232,0.1933109596506385,4.809093970738756,0.7823315357770199,0.26892758962364527,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
225,RMD Stendhal Syndrome,Focused Ultrasound Therapy,0.1681542145700329,0.2483632053573164,1.0198302756773785,0.16067337811649163,0.2683158829596164,Watch,Lower gap urgency and lower spillover value.
226,RMD Olfactory Reference Syndrome,Motivational Interviewing,0.1537792641113926,0.22713145221993897,2.215112731872707,0.3567687542632559,0.2676481548511949,Watch,Lower gap urgency and lower spillover value.
227,RMD Boanthropy,Motivational Interviewing,0.1514966816757884,0.2237600856939881,2.215112731872707,0.3567687542632559,0.2636753892074299,Watch,Lower gap urgency and lower spillover value.
228,RMD Impulse Control Disorders,Brain Computer Interface,0.1620577774025869,0.23935878831051222,1.1310437727795437,0.17891881661833667,0.2607716838863701,Watch,Lower gap urgency and lower spillover value.
229,RMD Reduplicative Paramnesia,Neuromodulation Techniques,0.1643442700198327,0.2427359301615034,0.8830238501161648,0.13822922080399064,0.25951252940518166,Watch,Lower gap urgency and lower spillover value.
230,RMD Olfactory Reference Syndrome,Occupational Therapy,0.1684747848086162,0.24883668651388618,0.3540510379273358,0.05144712002108652,0.25523765195225084,Watch,Lower gap urgency and lower spillover value.
231,RMD Boanthropy,Occupational Therapy,0.166192202373012,0.2454653199879353,0.3540510379273358,0.05144712002108652,0.25177956187715217,Watch,Lower gap urgency and lower spillover value.
232,RMD Othello Syndrome,Mentalization Based Treatment,0.1485664737331763,0.21943217848778773,1.7953066763424803,0.28789630830606666,0.25101903554288374,Watch,Lower gap urgency and lower spillover value.
233,RMD Rumination Disorder,Fecal Microbiota Transplant,0.1571252130900086,0.23207340752814215,0.7328060734653572,0.11358482711813786,0.24525341646454274,Watch,Lower gap urgency and lower spillover value.
234,RMD Koro,Psilocybin Assisted Therapy,0.1604326921708966,0.23695854292770413,0.462012221803312,0.06915899126263171,0.24515244982767564,Watch,Lower gap urgency and lower spillover value.
235,RMD Brief Psychotic Disorder,Metaverse,0.1277290501085068,0.1886553743735156,3.5368101816368105,0.5736034925465366,0.24276206518767707,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
236,RMD Koro,Trauma Focused Cbt,0.1493684936729466,0.22061675922227106,1.1064749925759565,0.17488811728821757,0.23990838405357656,Watch,Lower gap urgency and lower spillover value.
237,RMD Capgras Syndrome,Digital Therapeutics,0.1488977380892057,0.21992145481960293,1.0587660086772843,0.16706108770646558,0.23829161354567852,Watch,Lower gap urgency and lower spillover value.
238,RMD Histrionic Personality Disorder,Music Therapy,0.1446695824449958,0.21367648325447902,1.4332086041076302,0.22849130548947075,0.23808809256008648,Watch,Lower gap urgency and lower spillover value.
239,RMD Avoidant Personality Disorder,Stimulant And Wake Promoting Agents,0.118359257620774,0.1748162226059753,3.964868063529896,0.6438297147481069,0.23109216197284863,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
240,RMD Pyromania,Digital Therapeutics,0.1425897854612358,0.21060463015403838,1.0587660086772843,0.16706108770646558,0.22819654944881415,Watch,Lower gap urgency and lower spillover value.
241,RMD Ekbom Syndrome,Naltrexone,0.1107355157064658,0.16355598162125753,4.809093970738756,0.7823315357770199,0.22753348276489574,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
242,RMD Avoidant Personality Disorder,Transference Focused Psychotherapy,0.1351525507569466,0.19961985968679183,1.6666146501405488,0.26678338126998785,0.22624749025473326,Watch,Lower gap urgency and lower spillover value.
243,RMD Ekbom Syndrome,Occupational Therapy,0.1483291881495588,0.21908170848450526,0.3540510379273358,0.05144712002108652,0.22471726995991875,Watch,Lower gap urgency and lower spillover value.
244,RMD Pyromania,Schema Therapy,0.1490565242999257,0.2201559815150045,0.2925068459045405,0.04135031702543832,0.2247077413303505,Watch,Lower gap urgency and lower spillover value.
245,RMD Othello Syndrome,Dialectical Behavior Therapy,0.1401268992146236,0.20696695550994376,1.0615172321607091,0.16751244730021655,0.22430172612381663,Watch,Lower gap urgency and lower spillover value.
246,RMD Brief Psychotic Disorder,Digital Health Tools,0.1415306001153651,0.2090402169858012,0.5873764693512619,0.08972597034849726,0.2184183851412569,Watch,Lower gap urgency and lower spillover value.
247,RMD Cotard Syndrome,Digital Therapeutics,0.13110354504798,0.19363949196921557,1.0587660086772843,0.16706108770646558,0.20981430404486784,Watch,Lower gap urgency and lower spillover value.
248,RMD Histrionic Personality Disorder,Personalized Medicine,0.1227745148675164,0.18133754260429955,1.8916286276174703,0.30369867298443926,0.20887352812989202,Watch,Lower gap urgency and lower spillover value.
249,RMD Olfactory Reference Syndrome,Animal Assisted Therapy,0.1076967363040711,0.1590677147367055,3.682905338694589,0.5975715384489724,0.2065948842430932,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
250,RMD Reduplicative Paramnesia,Electroencephalography,0.1332666240457836,0.19683435232231036,0.3965544241443226,0.058420130847549455,0.2025838966312914,Watch,Lower gap urgency and lower spillover value.
251,RMD Schizoaffective Disorder,Ketamine Therapy,0.1320843472531294,0.19508813350410242,0.4646766214755783,0.0695961067354058,0.2018768207851837,Watch,Lower gap urgency and lower spillover value.
252,RMD Histrionic Personality Disorder,Virtual Reality Exposure Therapy,0.1295928630930219,0.1914082198386405,0.4055043383512456,0.05988843382797991,0.1971397890926094,Watch,Lower gap urgency and lower spillover value.
253,RMD Circadian Rhythm Sleep Wake Disorder,Electroencephalography,0.1278211785949581,0.18879144783595167,0.3965544241443226,0.058420130847549455,0.19430605837868897,Watch,Lower gap urgency and lower spillover value.
254,RMD Reduplicative Paramnesia,Personalized Medicine,0.1129628946543614,0.16684581278284502,1.8916286276174703,0.30369867298443926,0.19218123875042512,Watch,Lower gap urgency and lower spillover value.
255,RMD Circadian Rhythm Sleep Wake Disorder,Cognitive Behavioral Therapy,0.1026230083808,0.1515738357794837,2.946872315305659,0.47681960083808,0.18771052371641875,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
256,RMD Avoidant Personality Disorder,Ketamine Therapy,0.1202651720605484,0.1776312517779145,0.4646766214755783,0.0695961067354058,0.1838124735570542,Watch,Lower gap urgency and lower spillover value.
257,RMD Circadian Rhythm Sleep Wake Disorder,Personalized Medicine,0.1075174492035359,0.15880290829648633,1.8916286276174703,0.30369867298443926,0.18291702455434256,Watch,Lower gap urgency and lower spillover value.
258,RMD Circadian Rhythm Sleep Wake Disorder,Brain Computer Interface,0.1113763569591308,0.16450250198082184,1.1310437727795437,0.17891881661833667,0.17921879847340397,Watch,Lower gap urgency and lower spillover value.
259,RMD Disinhibited Social Engagement Disorder,Narrative Exposure Therapy,0.0911408653727632,0.13461474944829083,3.9825314317890848,0.6467275275829323,0.17814428149173533,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
260,RMD Boanthropy,Digital Phenotyping,0.0964787574401321,0.14249879795158293,1.6032683864270187,0.25639093440856847,0.160766497931035,Watch,Lower gap urgency and lower spillover value.
261,RMD Reduplicative Paramnesia,Emdr Therapy,0.0851872339346872,0.12582125598006252,2.5514555840953275,0.4119484130786382,0.15173718934633645,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
262,RMD Histrionic Personality Disorder,Acceptance And Commitment Therapy,0.0985672066825046,0.1455834304086878,0.4693880824986075,0.07036905853163022,0.15070571487652,Watch,Lower gap urgency and lower spillover value.
263,RMD Hypergraphia,Transcranial Direct Current Stimulation,0.0871235068739072,0.12868112455285424,1.875861089052281,0.30111188574446646,0.14805483258976848,Watch,Lower gap urgency and lower spillover value.
264,RMD Brief Psychotic Disorder,Mood Stabilizers,0.0760711183178299,0.1123567840915651,3.872536770533319,0.6286820485739436,0.1476751306884978,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
265,RMD Koro,Digital Health Tools,0.0933866546083404,0.1379317725424257,0.5873764693512619,0.08972597034849726,0.14411980360905438,Watch,Lower gap urgency and lower spillover value.
266,RMD Hypergraphia,Deep Brain Stimulation,0.0895858547172568,0.13231800397715365,0.9052952632683952,0.14188301921521146,0.1417048429275581,Watch,Lower gap urgency and lower spillover value.
267,RMD Disinhibited Social Engagement Disorder,Music Therapy,0.0851510032996033,0.125767743454762,1.4332086041076302,0.22849130548947075,0.1401361613999837,Watch,Lower gap urgency and lower spillover value.
268,RMD Othello Syndrome,Digital Therapeutics,0.0846585409732068,0.1250403782667154,1.0587660086772843,0.16706108770646558,0.1354850690669481,Watch,Lower gap urgency and lower spillover value.
269,RMD Avoidant Personality Disorder,Digital Phenotyping,0.0761943904478409,0.11253885661005085,1.6032683864270187,0.25639093440856847,0.12696582791181227,Watch,Lower gap urgency and lower spillover value.
270,RMD Pyromania,Cbt For Insomnia,0.0730278566306102,0.1078618968875087,1.9201998719323623,0.30838600765740315,0.12449344676725535,Watch,Lower gap urgency and lower spillover value.
271,RMD Ganser Syndrome,Machine Learning Neuroimaging,0.0695262206154895,0.10268999235372257,2.522517955212403,0.4072009701699093,0.12359772461031077,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency.
272,RMD Boanthropy,Cbt For Insomnia,0.0662345547641117,0.09782821304058543,1.9201998719323623,0.30838600765740315,0.11291263906850746,Watch,Lower gap urgency and lower spillover value.
273,RMD Autosarcophagy,Art Therapy,0.0697353540627713,0.10299888174699258,0.4720099419937074,0.07079919495773666,0.10664500070160968,Watch,Lower gap urgency and lower spillover value.
274,RMD Cotard Syndrome,Cbt For Insomnia,0.0615416162173544,0.09089675870268586,1.9201998719323623,0.30838600765740315,0.10491240296534567,Watch,Lower gap urgency and lower spillover value.
